domain_key|pattern_key|score_shape|rank_1_signal_key|rank_2_signal_key|rank_3_signal_key|rank_4_signal_key|mechanics_title|core_mechanism|why_it_shows_up|what_it_protects|status|lookup_key
flow_state|social_exchange_creative_movement_deep_focus_physical_rhythm|graduated|social_exchange|creative_movement|deep_focus|physical_rhythm|Why ideas are tested before they deepen|This pattern works in a stepped order. Social Exchange opens the work, Creative Movement widens it, Deep Focus develops the strongest direction, and Physical Rhythm resets attention when needed.|It may show up because the person may need the energy of response before the best angle becomes visible. Focus is then useful once there is a direction worth developing.|It protects ideas that are tested early and then made stronger. The trade-off is that physical reset may wait until the social and mental load has already built up.|active|flow_state::social_exchange_creative_movement_deep_focus_physical_rhythm::graduated
flow_state|social_exchange_creative_movement_deep_focus_physical_rhythm|balanced|social_exchange|creative_movement|deep_focus|physical_rhythm|Why response, ideas, and focus stay flexible|This pattern works with several close routes. Social Exchange, Creative Movement, and Deep Focus may each help the work become clear, while Physical Rhythm remains useful when the process needs a change of state.|It may show up because some tasks need discussion, some need a fresh angle, and some need quiet development after the idea appears. The ranking should be treated lightly.|It protects flexible idea development in contact with real response. The trade-off is that reset may be treated as optional even when movement would make the whole pattern easier to use.|active|flow_state::social_exchange_creative_movement_deep_focus_physical_rhythm::balanced
flow_state|social_exchange_creative_movement_physical_rhythm_deep_focus|concentrated|social_exchange|creative_movement|physical_rhythm|deep_focus|Why shared ideas need a finish point|This pattern works by using exchange and ideas to create early momentum. Physical Rhythm keeps the process active, while Deep Focus may need deliberate use when the work needs refinement or completion.|It may show up because live response can make ideas appear faster than quiet planning. The person may trust the work once it has energy, range, and a practical pace.|It protects momentum, originality, and shared development. The trade-off is that careful focus may arrive late, after the direction has already gathered speed.|active|flow_state::social_exchange_creative_movement_physical_rhythm_deep_focus::concentrated
flow_state|social_exchange_creative_movement_physical_rhythm_deep_focus|paired|social_exchange|creative_movement|physical_rhythm|deep_focus|Why exchange and ideas create momentum|This pattern works through a close link between shared response and possibility. Social Exchange gives the work contact, while Creative Movement turns that contact into options, reframes, and new routes.|It may show up because the person often thinks better in a live field of questions, examples, feedback, or shared sense-making. The pair makes the work feel open and responsive.|It protects generative shared work. The trade-off is that movement and focus may need to be added deliberately so the best direction does not stay loose.|active|flow_state::social_exchange_creative_movement_physical_rhythm_deep_focus::paired
flow_state|social_exchange_creative_movement_physical_rhythm_deep_focus|graduated|social_exchange|creative_movement|physical_rhythm|deep_focus|Why momentum comes before refinement|This pattern works through a clear sequence. Social Exchange opens the work, Creative Movement adds range, Physical Rhythm resets or sustains momentum, and Deep Focus finishes the strongest direction.|It may show up because the person may trust energy and response before they trust quiet refinement. The sequence lets the work become active before it asks for careful attention.|It protects lively progress that can later become more substantial. The trade-off is that the finish point may wait until the pattern has already created many moving parts.|active|flow_state::social_exchange_creative_movement_physical_rhythm_deep_focus::graduated
flow_state|social_exchange_creative_movement_physical_rhythm_deep_focus|balanced|social_exchange|creative_movement|physical_rhythm|deep_focus|Why several routes keep shared ideas useful|This pattern works with exchange, ideas, movement, and focus all close enough to matter. Social Exchange appears first, but the route should be chosen by the work in front of the person.|It may show up because some work needs response and possibilities, some needs a physical reset, and some needs quiet care before it is complete.|It protects flexible shared momentum. The trade-off is that the person may move between routes too quickly instead of giving one condition enough time to produce a clear result.|active|flow_state::social_exchange_creative_movement_physical_rhythm_deep_focus::balanced
flow_state|social_exchange_physical_rhythm_deep_focus_creative_movement|concentrated|social_exchange|physical_rhythm|deep_focus|creative_movement|Why exchange and movement create momentum|This pattern works by joining live response with movement, pace, or practical activity. Physical Rhythm keeps the exchange grounded, Deep Focus gives the useful point substance, and Creative Movement adds range when needed.|It may show up because the person may think better while walking, demonstrating, facilitating, practising, presenting, or working alongside someone. Contact and action together can make the work easier to enter.|It protects active shared clarity and practical momentum. The trade-off is that new angles may need deliberate room once response and action have set the route.|active|flow_state::social_exchange_physical_rhythm_deep_focus_creative_movement::concentrated
flow_state|social_exchange_physical_rhythm_deep_focus_creative_movement|paired|social_exchange|physical_rhythm|deep_focus|creative_movement|Why talking and doing repeat together|This pattern works through a close link between exchange and physical rhythm. Social Exchange creates response, while Physical Rhythm gives that response pace, state change, and practical traction.|It may show up because the person may trust work that is discussed while it is being handled, moved, practised, sorted, or demonstrated. The pair makes shared thinking feel more grounded.|It protects momentum that stays connected to real action. The trade-off is that Deep Focus and Creative Movement may need deliberate room so the work gains depth and range.|active|flow_state::social_exchange_physical_rhythm_deep_focus_creative_movement::paired
flow_state|social_exchange_physical_rhythm_deep_focus_creative_movement|graduated|social_exchange|physical_rhythm|deep_focus|creative_movement|Why the route moves from contact to depth|This pattern works as a sequence. Social Exchange opens the work, Physical Rhythm gives it pace and reset, Deep Focus develops the useful point, and Creative Movement adds later possibility.|It may show up because live contact and practical movement help the work become real before it needs deeper attention. The sequence makes progress feel active before it becomes careful.|It protects shared action that can become substantial. The trade-off is that new angles may be delayed until the work already feels settled and practical.|active|flow_state::social_exchange_physical_rhythm_deep_focus_creative_movement::graduated
flow_state|social_exchange_physical_rhythm_deep_focus_creative_movement|balanced|social_exchange|physical_rhythm|deep_focus|creative_movement|Why action, response, and focus stay flexible|This pattern works with exchange, movement, focus, and ideas all available. Social Exchange appears first, but Physical Rhythm and Deep Focus are close enough to change the route.|It may show up because some tasks need a moving conversation, some need quiet attention, and some need a fresh angle after shared work has started.|It protects adaptable progress through contact, pace, and depth. The trade-off is that possibility may be treated as later range even when an earlier new angle would help.|active|flow_state::social_exchange_physical_rhythm_deep_focus_creative_movement::balanced
flow_state|social_exchange_physical_rhythm_creative_movement_deep_focus|concentrated|social_exchange|physical_rhythm|creative_movement|deep_focus|Why shared momentum needs focus|This pattern works by using exchange and movement to create momentum, then using ideas to add range. Deep Focus may need deliberate use when the work needs care, detail, or completion.|It may show up because live response and practical pace can make the work feel available quickly. The person may trust contact and action before they trust quiet refinement.|It protects energy, shared direction, and practical movement. The trade-off is that careful focus may arrive after the route has already become active and varied.|active|flow_state::social_exchange_physical_rhythm_creative_movement_deep_focus::concentrated
flow_state|social_exchange_physical_rhythm_creative_movement_deep_focus|paired|social_exchange|physical_rhythm|creative_movement|deep_focus|Why exchange needs a moving rhythm|This pattern works through a close link between live exchange and physical rhythm. Social Exchange gives the work response, while Physical Rhythm keeps it moving, grounded, and easier to stay with.|It may show up because shared pace, demonstration, walking, practical work, or live facilitation can make attention switch on. The pair can turn contact into usable momentum.|It protects active shared progress. The trade-off is that ideas and focus may need deliberate room so momentum becomes more than movement and response.|active|flow_state::social_exchange_physical_rhythm_creative_movement_deep_focus::paired
flow_state|social_exchange_physical_rhythm_creative_movement_deep_focus|graduated|social_exchange|physical_rhythm|creative_movement|deep_focus|Why momentum opens before it finishes|This pattern works in a stepped order. Social Exchange starts the work, Physical Rhythm sustains momentum, Creative Movement adds a better angle, and Deep Focus finishes or refines the result.|It may show up because the person may need contact and movement before the best idea has enough energy to appear. Focus becomes useful once there is something worth completing.|It protects progress that starts through response and action. The trade-off is that the final careful pass may be postponed until the work has already travelled a long way.|active|flow_state::social_exchange_physical_rhythm_creative_movement_deep_focus::graduated
flow_state|social_exchange_physical_rhythm_creative_movement_deep_focus|balanced|social_exchange|physical_rhythm|creative_movement|deep_focus|Why several routes keep shared momentum useful|This pattern works with exchange, movement, ideas, and focus all close enough to matter. Social Exchange is only lightly first, so the best route depends on the task and setting.|It may show up because one piece of work may need live response, another may need practical action, another may need a fresh angle, and another may need quiet completion.|It protects flexible momentum without locking the person into one condition. The trade-off is that the person may keep adapting before the work has had enough time to settle.|active|flow_state::social_exchange_physical_rhythm_creative_movement_deep_focus::balanced
