domain_key|pattern_key|narrowing_key|priority|narrowing_title|narrowing_text|missing_range_signal_key|status|lookup_key
flow-state|creative_movement_social_exchange_physical_rhythm_deep_focus|narrowing_1|1|Chasing the next possibility|Creative Movement can narrow when the next idea always feels more promising than the current decision. This can make flow lively but harder to convert into finished work.|deep_focus|active|flow-state::creative_movement_social_exchange_physical_rhythm_deep_focus::narrowing_1
flow-state|creative_movement_social_exchange_physical_rhythm_deep_focus|narrowing_2|2|Letting response keep the work open|Creative Movement and Social Exchange can keep improving the idea in real time. Watch for repeated adjustment when the work needs one clear direction.|deep_focus|active|flow-state::creative_movement_social_exchange_physical_rhythm_deep_focus::narrowing_2
flow-state|creative_movement_social_exchange_physical_rhythm_deep_focus|narrowing_3|3|Resetting without finishing|Physical Rhythm can keep the pattern usable, but Deep Focus may still be needed to complete the demanding part. Otherwise the work may restart cleanly without reaching a settled answer.|deep_focus|active|flow-state::creative_movement_social_exchange_physical_rhythm_deep_focus::narrowing_3
flow-state|physical_rhythm_deep_focus_creative_movement_social_exchange|narrowing_1|1|Relying on pace to solve the task|Physical Rhythm can narrow when changing state becomes the main answer to every block. Movement can help, but some moments still need careful thought or direct response.|deep_focus|active|flow-state::physical_rhythm_deep_focus_creative_movement_social_exchange::narrowing_1
flow-state|physical_rhythm_deep_focus_creative_movement_social_exchange|narrowing_2|2|Turning rhythm into steady overwork|Physical Rhythm and Deep Focus can make sustained effort feel natural. Watch for continuing because the routine is available, not because the work is improving.|creative_movement|active|flow-state::physical_rhythm_deep_focus_creative_movement_social_exchange::narrowing_2
flow-state|physical_rhythm_deep_focus_creative_movement_social_exchange|narrowing_3|3|Opening late and testing later|Creative Movement and Social Exchange may be needed before the work becomes too fixed. A new angle or quick response can stop steady progress becoming unnecessary rework.|social_exchange|active|flow-state::physical_rhythm_deep_focus_creative_movement_social_exchange::narrowing_3
flow-state|physical_rhythm_deep_focus_social_exchange_creative_movement|narrowing_1|1|Using movement before naming the issue|Physical Rhythm can narrow when you change pace or setting before the actual problem is clear. The reset may help, but it may not answer the right question.|deep_focus|active|flow-state::physical_rhythm_deep_focus_social_exchange_creative_movement::narrowing_1
flow-state|physical_rhythm_deep_focus_social_exchange_creative_movement|narrowing_2|2|Getting steady around one answer|Physical Rhythm and Deep Focus can make one route feel workable and reliable. Watch for steadiness becoming a reason not to consider a better option.|creative_movement|active|flow-state::physical_rhythm_deep_focus_social_exchange_creative_movement::narrowing_2
flow-state|physical_rhythm_deep_focus_social_exchange_creative_movement|narrowing_3|3|Checking without widening|Social Exchange can test the work, but Creative Movement may be needed if the tested answer is too narrow. One deliberate reframe can prevent the pattern becoming only practical and careful.|creative_movement|active|flow-state::physical_rhythm_deep_focus_social_exchange_creative_movement::narrowing_3
flow-state|physical_rhythm_creative_movement_deep_focus_social_exchange|narrowing_1|1|Keeping the work in motion|Physical Rhythm can narrow when momentum becomes hard to interrupt. The work may feel alive, but it may need a slower check to know what matters.|deep_focus|active|flow-state::physical_rhythm_creative_movement_deep_focus_social_exchange::narrowing_1
flow-state|physical_rhythm_creative_movement_deep_focus_social_exchange|narrowing_2|2|Trying more before choosing well|Physical Rhythm and Creative Movement can make experimentation easy. Watch for doing another version when the next useful move is to choose, deepen, or ask for response.|deep_focus|active|flow-state::physical_rhythm_creative_movement_deep_focus_social_exchange::narrowing_2
flow-state|physical_rhythm_creative_movement_deep_focus_social_exchange|narrowing_3|3|Developing without external check|Deep Focus can help finish the strongest option, but Social Exchange may be needed before it gets too far. A simple test can show whether the work is clear outside your own process.|social_exchange|active|flow-state::physical_rhythm_creative_movement_deep_focus_social_exchange::narrowing_3
flow-state|physical_rhythm_creative_movement_social_exchange_deep_focus|narrowing_1|1|Resetting instead of deciding|Physical Rhythm can narrow when a change of state becomes the default response to difficulty. Sometimes the wider move is to stay with the decision long enough to finish it.|deep_focus|active|flow-state::physical_rhythm_creative_movement_social_exchange_deep_focus::narrowing_1
flow-state|physical_rhythm_creative_movement_social_exchange_deep_focus|narrowing_2|2|Letting action and ideas outrun clarity|Physical Rhythm and Creative Movement can make the work fast and adaptive. Watch for pace and options moving ahead of the main point.|deep_focus|active|flow-state::physical_rhythm_creative_movement_social_exchange_deep_focus::narrowing_2
flow-state|physical_rhythm_creative_movement_social_exchange_deep_focus|narrowing_3|3|Responding before doing the hard thinking|Social Exchange can help test the route, but Deep Focus may be needed before the answer is ready to hold. Without it, feedback may keep cycling around an unfinished idea.|deep_focus|active|flow-state::physical_rhythm_creative_movement_social_exchange_deep_focus::narrowing_3
flow-state|physical_rhythm_social_exchange_deep_focus_creative_movement|narrowing_1|1|Moving the work on too quickly|Physical Rhythm can narrow when the next action comes before the task has been understood. This can keep momentum high while the important point remains partly hidden.|deep_focus|active|flow-state::physical_rhythm_social_exchange_deep_focus_creative_movement::narrowing_1
flow-state|physical_rhythm_social_exchange_deep_focus_creative_movement|narrowing_2|2|Using interaction as the reset|Physical Rhythm and Social Exchange can make live progress feel easier than private work. Watch for talking, testing, or demonstrating before the issue has had enough thought.|deep_focus|active|flow-state::physical_rhythm_social_exchange_deep_focus_creative_movement::narrowing_2
flow-state|physical_rhythm_social_exchange_deep_focus_creative_movement|narrowing_3|3|Deepening without a fresh option|Deep Focus can settle the work, but Creative Movement may be needed if the answer is too familiar. A deliberate reframe can keep the pattern from becoming only steady and responsive.|creative_movement|active|flow-state::physical_rhythm_social_exchange_deep_focus_creative_movement::narrowing_3
flow-state|physical_rhythm_social_exchange_creative_movement_deep_focus|narrowing_1|1|Using momentum to avoid the harder question|Physical Rhythm can narrow when activity keeps the work moving but not necessarily clearer. A useful check is whether the next action answers the real problem.|deep_focus|active|flow-state::physical_rhythm_social_exchange_creative_movement_deep_focus::narrowing_1
flow-state|physical_rhythm_social_exchange_creative_movement_deep_focus|narrowing_2|2|Letting shared pace set the direction|Physical Rhythm and Social Exchange can make quick response feel productive. The risk is that the group or situation keeps moving before the work has been properly understood.|deep_focus|active|flow-state::physical_rhythm_social_exchange_creative_movement_deep_focus::narrowing_2
flow-state|physical_rhythm_social_exchange_creative_movement_deep_focus|narrowing_3|3|Opening options without finishing|Creative Movement can add range, but Deep Focus may be needed to complete the best route. Without it, the pattern may keep returning to action, exchange, and new ideas.|deep_focus|active|flow-state::physical_rhythm_social_exchange_creative_movement_deep_focus::narrowing_3
flow-state|social_exchange_deep_focus_creative_movement_physical_rhythm|narrowing_1|1|Looking for response too soon|Social Exchange can narrow when a live check arrives before the work has enough shape. Feedback may then create noise instead of clarity.|deep_focus|active|flow-state::social_exchange_deep_focus_creative_movement_physical_rhythm::narrowing_1
flow-state|social_exchange_deep_focus_creative_movement_physical_rhythm|narrowing_2|2|Turning discussion into detailed review|Social Exchange and Deep Focus can make a topic feel worth sustained examination. Watch for the point where conversation is making the work heavier rather than clearer.|physical_rhythm|active|flow-state::social_exchange_deep_focus_creative_movement_physical_rhythm::narrowing_2
flow-state|social_exchange_deep_focus_creative_movement_physical_rhythm|narrowing_3|3|Reframing without a reset|Creative Movement can help after feedback, but Physical Rhythm may be needed to clear the state first. Without that reset, the pattern may keep adding ideas to a tired process.|physical_rhythm|active|flow-state::social_exchange_deep_focus_creative_movement_physical_rhythm::narrowing_3
flow-state|social_exchange_deep_focus_physical_rhythm_creative_movement|narrowing_1|1|Letting response set the frame|Social Exchange can narrow when another person's reaction becomes the main guide too early. The work may need private thought before feedback can be used well.|deep_focus|active|flow-state::social_exchange_deep_focus_physical_rhythm_creative_movement::narrowing_1
flow-state|social_exchange_deep_focus_physical_rhythm_creative_movement|narrowing_2|2|Analysing the exchange too much|Social Exchange and Deep Focus can turn feedback into a long thinking task. Watch for reviewing the response after it has already given you the useful information.|physical_rhythm|active|flow-state::social_exchange_deep_focus_physical_rhythm_creative_movement::narrowing_2
flow-state|social_exchange_deep_focus_physical_rhythm_creative_movement|narrowing_3|3|Resetting without another angle|Physical Rhythm can help the work recover, but Creative Movement may be needed if the current answer is too fixed. One new option can widen what the exchange made visible.|creative_movement|active|flow-state::social_exchange_deep_focus_physical_rhythm_creative_movement::narrowing_3
flow-state|social_exchange_creative_movement_deep_focus_physical_rhythm|narrowing_1|1|Keeping the idea in public too long|Social Exchange can narrow when the work needs quiet development but stays in response mode. Too much live input can make it harder to hear the main point.|deep_focus|active|flow-state::social_exchange_creative_movement_deep_focus_physical_rhythm::narrowing_1
flow-state|social_exchange_creative_movement_deep_focus_physical_rhythm|narrowing_2|2|Changing direction with every reaction|Social Exchange and Creative Movement can make feedback quickly become new options. Watch for the work adapting so often that it loses a stable centre.|deep_focus|active|flow-state::social_exchange_creative_movement_deep_focus_physical_rhythm::narrowing_2
flow-state|social_exchange_creative_movement_deep_focus_physical_rhythm|narrowing_3|3|Deepening without recovery|Deep Focus can settle the strongest option, but Physical Rhythm may be needed when live thinking has run hot. Without a reset, the pattern may become mentally crowded.|physical_rhythm|active|flow-state::social_exchange_creative_movement_deep_focus_physical_rhythm::narrowing_3
flow-state|social_exchange_creative_movement_physical_rhythm_deep_focus|narrowing_1|1|Testing before the point exists|Social Exchange can narrow when the work is put into conversation before there is enough to test. The response may be real, but it may be responding to an unfinished centre.|deep_focus|active|flow-state::social_exchange_creative_movement_physical_rhythm_deep_focus::narrowing_1
flow-state|social_exchange_creative_movement_physical_rhythm_deep_focus|narrowing_2|2|Letting conversation keep opening the work|Social Exchange and Creative Movement can make every response a source of another angle. Watch for the point where a clearer choice would help more than another option.|deep_focus|active|flow-state::social_exchange_creative_movement_physical_rhythm_deep_focus::narrowing_2
flow-state|social_exchange_creative_movement_physical_rhythm_deep_focus|narrowing_3|3|Acting before deepening|Physical Rhythm can make the next move concrete, but Deep Focus may be needed to make the decision hold. Without it, action may arrive before the important thinking is finished.|deep_focus|active|flow-state::social_exchange_creative_movement_physical_rhythm_deep_focus::narrowing_3
flow-state|social_exchange_physical_rhythm_deep_focus_creative_movement|narrowing_1|1|Solving through interaction by default|Social Exchange can narrow when every block is taken into discussion, demonstration, or feedback. Some tasks may need private thought before shared sense-making helps.|deep_focus|active|flow-state::social_exchange_physical_rhythm_deep_focus_creative_movement::narrowing_1
flow-state|social_exchange_physical_rhythm_deep_focus_creative_movement|narrowing_2|2|Moving quickly with the room|Social Exchange and Physical Rhythm can make the work feel clear because it has energy and response. Watch for group momentum replacing careful understanding.|deep_focus|active|flow-state::social_exchange_physical_rhythm_deep_focus_creative_movement::narrowing_2
flow-state|social_exchange_physical_rhythm_deep_focus_creative_movement|narrowing_3|3|Settling before opening options|Deep Focus can strengthen the answer after exchange, but Creative Movement may be needed if the practical route is too narrow. One different frame can widen what gets taken forward.|creative_movement|active|flow-state::social_exchange_physical_rhythm_deep_focus_creative_movement::narrowing_3
flow-state|social_exchange_physical_rhythm_creative_movement_deep_focus|narrowing_1|1|Letting live feedback outrun judgement|Social Exchange can narrow when response arrives faster than the work can be understood. A pause for independent judgement may make the feedback more useful.|deep_focus|active|flow-state::social_exchange_physical_rhythm_creative_movement_deep_focus::narrowing_1
flow-state|social_exchange_physical_rhythm_creative_movement_deep_focus|narrowing_2|2|Turning shared momentum into the answer|Social Exchange and Physical Rhythm can make progress feel obvious in the moment. The risk is that the work follows pace and reaction before the deeper point is clear.|deep_focus|active|flow-state::social_exchange_physical_rhythm_creative_movement_deep_focus::narrowing_2
flow-state|social_exchange_physical_rhythm_creative_movement_deep_focus|narrowing_3|3|Opening without finishing|Creative Movement can add another route, but Deep Focus may be needed to complete the chosen one. Without it, the pattern may stay responsive, active, and unfinished.|deep_focus|active|flow-state::social_exchange_physical_rhythm_creative_movement_deep_focus::narrowing_3
