domain_key|pattern_key|application_key|priority|application_title|application_text|linked_signal_key|status|lookup_key
leadership_approach|process_vision_results_people|application_1|1|Set the working route|Start by organising the work into a clear sequence, with responsibilities, standards, and handover named. Use your leadership to make the route dependable enough for others to follow without repeated clarification.|process|active|leadership_approach::process_vision_results_people::application_1
leadership_approach|process_vision_results_people|application_2|2|Connect the next move to direction|Use Vision to explain why the work matters and where it is heading. Before leadership moves on, check that the immediate task has enough future context for others to make good choices.|vision|active|leadership_approach::process_vision_results_people::application_2
leadership_approach|process_vision_results_people|application_3|3|Build confidence before alignment is assumed|Bring in People before the work tightens around the first answer. Speak with the people most affected and clarify what they need to know, trust, or contribute before commitment is assumed.|people|active|leadership_approach::process_vision_results_people::application_3
leadership_approach|process_vision_people_results|application_1|1|Set the working route|Start by organising the work into a clear sequence, with responsibilities, standards, and handover named. Use your leadership to make the route dependable enough for others to follow without repeated clarification.|process|active|leadership_approach::process_vision_people_results::application_1
leadership_approach|process_vision_people_results|application_2|2|Connect the next move to direction|Use Vision to explain why the work matters and where it is heading. Before leadership moves on, check that the immediate task has enough future context for others to make good choices.|vision|active|leadership_approach::process_vision_people_results::application_2
leadership_approach|process_vision_people_results|application_3|3|Make the next step explicit|Bring in Results before the work stays too open or overdeveloped. Name the outcome, owner, and next decision so leadership has a practical point of action.|results|active|leadership_approach::process_vision_people_results::application_3
leadership_approach|process_people_results_vision|application_1|1|Set the working route|Start by organising the work into a clear sequence, with responsibilities, standards, and handover named. Use your leadership to make the route dependable enough for others to follow without repeated clarification.|process|active|leadership_approach::process_people_results_vision::application_1
leadership_approach|process_people_results_vision|application_2|2|Strengthen commitment around the work|Use People to check how the work is landing and what communication will support commitment. Before leadership moves on, build enough shared confidence for others to carry the next step.|people|active|leadership_approach::process_people_results_vision::application_2
leadership_approach|process_people_results_vision|application_3|3|Reconnect the work to direction|Bring in Vision before the work stays focused only on the immediate answer. Name the wider purpose, future context, or longer-range direction so leadership gives the next move a clearer reason.|vision|active|leadership_approach::process_people_results_vision::application_3
leadership_approach|process_people_vision_results|application_1|1|Set the working route|Start by organising the work into a clear sequence, with responsibilities, standards, and handover named. Use your leadership to make the route dependable enough for others to follow without repeated clarification.|process|active|leadership_approach::process_people_vision_results::application_1
leadership_approach|process_people_vision_results|application_2|2|Strengthen commitment around the work|Use People to check how the work is landing and what communication will support commitment. Before leadership moves on, build enough shared confidence for others to carry the next step.|people|active|leadership_approach::process_people_vision_results::application_2
leadership_approach|process_people_vision_results|application_3|3|Make the next step explicit|Bring in Results before the work stays too open or overdeveloped. Name the outcome, owner, and next decision so leadership has a practical point of action.|results|active|leadership_approach::process_people_vision_results::application_3
leadership_approach|vision_results_process_people|application_1|1|Name the direction behind the work|Start by connecting the task to longer-range direction, future context, or wider purpose. Use your leadership to make the reason for the work clear before people decide how to act.|vision|active|leadership_approach::vision_results_process_people::application_1
leadership_approach|vision_results_process_people|application_2|2|Turn support into a clear next step|Use Results to define the decision, owner, and practical next move. Before leadership moves on, check that the work has enough clarity to become action.|results|active|leadership_approach::vision_results_process_people::application_2
leadership_approach|vision_results_process_people|application_3|3|Build confidence before alignment is assumed|Bring in People before the work tightens around the first answer. Speak with the people most affected and clarify what they need to know, trust, or contribute before commitment is assumed.|people|active|leadership_approach::vision_results_process_people::application_3
leadership_approach|vision_results_people_process|application_1|1|Name the direction behind the work|Start by connecting the task to longer-range direction, future context, or wider purpose. Use your leadership to make the reason for the work clear before people decide how to act.|vision|active|leadership_approach::vision_results_people_process::application_1
leadership_approach|vision_results_people_process|application_2|2|Turn support into a clear next step|Use Results to define the decision, owner, and practical next move. Before leadership moves on, check that the work has enough clarity to become action.|results|active|leadership_approach::vision_results_people_process::application_2
leadership_approach|vision_results_people_process|application_3|3|Give the work a dependable route|Bring in Process before the work depends on individual effort or unclear handover. Define the sequence, responsibilities, and standards so leadership gives others a route they can follow.|process|active|leadership_approach::vision_results_people_process::application_3
leadership_approach|vision_process_results_people|application_1|1|Name the direction behind the work|Start by connecting the task to longer-range direction, future context, or wider purpose. Use your leadership to make the reason for the work clear before people decide how to act.|vision|active|leadership_approach::vision_process_results_people::application_1
leadership_approach|vision_process_results_people|application_2|2|Turn intent into a usable path|Use Process to turn intent into steps, responsibilities, and a cleaner handover. Before leadership moves on, check that the route is clear enough for others to follow and repeat.|process|active|leadership_approach::vision_process_results_people::application_2
leadership_approach|vision_process_results_people|application_3|3|Build confidence before alignment is assumed|Bring in People before the work tightens around the first answer. Speak with the people most affected and clarify what they need to know, trust, or contribute before commitment is assumed.|people|active|leadership_approach::vision_process_results_people::application_3
leadership_approach|vision_process_people_results|application_1|1|Name the direction behind the work|Start by connecting the task to longer-range direction, future context, or wider purpose. Use your leadership to make the reason for the work clear before people decide how to act.|vision|active|leadership_approach::vision_process_people_results::application_1
leadership_approach|vision_process_people_results|application_2|2|Turn intent into a usable path|Use Process to turn intent into steps, responsibilities, and a cleaner handover. Before leadership moves on, check that the route is clear enough for others to follow and repeat.|process|active|leadership_approach::vision_process_people_results::application_2
leadership_approach|vision_process_people_results|application_3|3|Make the next step explicit|Bring in Results before the work stays too open or overdeveloped. Name the outcome, owner, and next decision so leadership has a practical point of action.|results|active|leadership_approach::vision_process_people_results::application_3
leadership_approach|vision_people_results_process|application_1|1|Name the direction behind the work|Start by connecting the task to longer-range direction, future context, or wider purpose. Use your leadership to make the reason for the work clear before people decide how to act.|vision|active|leadership_approach::vision_people_results_process::application_1
leadership_approach|vision_people_results_process|application_2|2|Strengthen commitment around the work|Use People to check how the work is landing and what communication will support commitment. Before leadership moves on, build enough shared confidence for others to carry the next step.|people|active|leadership_approach::vision_people_results_process::application_2
leadership_approach|vision_people_results_process|application_3|3|Give the work a dependable route|Bring in Process before the work depends on individual effort or unclear handover. Define the sequence, responsibilities, and standards so leadership gives others a route they can follow.|process|active|leadership_approach::vision_people_results_process::application_3
leadership_approach|vision_people_process_results|application_1|1|Name the direction behind the work|Start by connecting the task to longer-range direction, future context, or wider purpose. Use your leadership to make the reason for the work clear before people decide how to act.|vision|active|leadership_approach::vision_people_process_results::application_1
leadership_approach|vision_people_process_results|application_2|2|Strengthen commitment around the work|Use People to check how the work is landing and what communication will support commitment. Before leadership moves on, build enough shared confidence for others to carry the next step.|people|active|leadership_approach::vision_people_process_results::application_2
leadership_approach|vision_people_process_results|application_3|3|Make the next step explicit|Bring in Results before the work stays too open or overdeveloped. Name the outcome, owner, and next decision so leadership has a practical point of action.|results|active|leadership_approach::vision_people_process_results::application_3
leadership_approach|people_results_process_vision|application_1|1|Build shared confidence first|Start by speaking with the people most affected and clarifying what they need to know, trust, or contribute. Use your leadership to build shared confidence before assuming the group is ready to move.|people|active|leadership_approach::people_results_process_vision::application_1
leadership_approach|people_results_process_vision|application_2|2|Turn support into a clear next step|Use Results to define the decision, owner, and practical next move. Before leadership moves on, check that the work has enough clarity to become action.|results|active|leadership_approach::people_results_process_vision::application_2
leadership_approach|people_results_process_vision|application_3|3|Reconnect the work to direction|Bring in Vision before the work stays focused only on the immediate answer. Name the wider purpose, future context, or longer-range direction so leadership gives the next move a clearer reason.|vision|active|leadership_approach::people_results_process_vision::application_3
leadership_approach|people_results_vision_process|application_1|1|Build shared confidence first|Start by speaking with the people most affected and clarifying what they need to know, trust, or contribute. Use your leadership to build shared confidence before assuming the group is ready to move.|people|active|leadership_approach::people_results_vision_process::application_1
leadership_approach|people_results_vision_process|application_2|2|Turn support into a clear next step|Use Results to define the decision, owner, and practical next move. Before leadership moves on, check that the work has enough clarity to become action.|results|active|leadership_approach::people_results_vision_process::application_2
leadership_approach|people_results_vision_process|application_3|3|Give the work a dependable route|Bring in Process before the work depends on individual effort or unclear handover. Define the sequence, responsibilities, and standards so leadership gives others a route they can follow.|process|active|leadership_approach::people_results_vision_process::application_3
leadership_approach|people_process_results_vision|application_1|1|Build shared confidence first|Start by speaking with the people most affected and clarifying what they need to know, trust, or contribute. Use your leadership to build shared confidence before assuming the group is ready to move.|people|active|leadership_approach::people_process_results_vision::application_1
leadership_approach|people_process_results_vision|application_2|2|Turn intent into a usable path|Use Process to turn intent into steps, responsibilities, and a cleaner handover. Before leadership moves on, check that the route is clear enough for others to follow and repeat.|process|active|leadership_approach::people_process_results_vision::application_2
leadership_approach|people_process_results_vision|application_3|3|Reconnect the work to direction|Bring in Vision before the work stays focused only on the immediate answer. Name the wider purpose, future context, or longer-range direction so leadership gives the next move a clearer reason.|vision|active|leadership_approach::people_process_results_vision::application_3
leadership_approach|people_process_vision_results|application_1|1|Build shared confidence first|Start by speaking with the people most affected and clarifying what they need to know, trust, or contribute. Use your leadership to build shared confidence before assuming the group is ready to move.|people|active|leadership_approach::people_process_vision_results::application_1
leadership_approach|people_process_vision_results|application_2|2|Turn intent into a usable path|Use Process to turn intent into steps, responsibilities, and a cleaner handover. Before leadership moves on, check that the route is clear enough for others to follow and repeat.|process|active|leadership_approach::people_process_vision_results::application_2
leadership_approach|people_process_vision_results|application_3|3|Make the next step explicit|Bring in Results before the work stays too open or overdeveloped. Name the outcome, owner, and next decision so leadership has a practical point of action.|results|active|leadership_approach::people_process_vision_results::application_3
leadership_approach|people_vision_results_process|application_1|1|Build shared confidence first|Start by speaking with the people most affected and clarifying what they need to know, trust, or contribute. Use your leadership to build shared confidence before assuming the group is ready to move.|people|active|leadership_approach::people_vision_results_process::application_1
leadership_approach|people_vision_results_process|application_2|2|Connect the next move to direction|Use Vision to explain why the work matters and where it is heading. Before leadership moves on, check that the immediate task has enough future context for others to make good choices.|vision|active|leadership_approach::people_vision_results_process::application_2
leadership_approach|people_vision_results_process|application_3|3|Give the work a dependable route|Bring in Process before the work depends on individual effort or unclear handover. Define the sequence, responsibilities, and standards so leadership gives others a route they can follow.|process|active|leadership_approach::people_vision_results_process::application_3
leadership_approach|people_vision_process_results|application_1|1|Build shared confidence first|Start by speaking with the people most affected and clarifying what they need to know, trust, or contribute. Use your leadership to build shared confidence before assuming the group is ready to move.|people|active|leadership_approach::people_vision_process_results::application_1
leadership_approach|people_vision_process_results|application_2|2|Connect the next move to direction|Use Vision to explain why the work matters and where it is heading. Before leadership moves on, check that the immediate task has enough future context for others to make good choices.|vision|active|leadership_approach::people_vision_process_results::application_2
leadership_approach|people_vision_process_results|application_3|3|Make the next step explicit|Bring in Results before the work stays too open or overdeveloped. Name the outcome, owner, and next decision so leadership has a practical point of action.|results|active|leadership_approach::people_vision_process_results::application_3
