domain_key|pattern_key|score_shape|closing_summary|core_gift|core_trap|development_edge|memorable_line|status|lookup_key
flow-state|physical_rhythm_creative_movement_social_exchange_deep_focus|graduated|This pattern moves from rhythm into ideas, then response, then focus. The sequence can create practical and adaptive progress when the final focused step is not skipped.|You can move, reframe, and learn through response before settling the answer.|You may act on the work before the deeper point is fully understood.|Follow the sequence, then give Deep Focus enough space to complete the thinking.|Open through action, finish through attention.|active|flow-state::physical_rhythm_creative_movement_social_exchange_deep_focus::graduated
flow-state|physical_rhythm_creative_movement_social_exchange_deep_focus|balanced|Read this as flexible physical flow with ideas and response close by. Deep Focus is not missing as a flaw, but it may need to be added when the result needs stronger completion.|You can use movement, ideas, and exchange to keep progress available.|You may move between conditions without settling the answer.|Use the active route to enter the work, then add a focused block when the answer needs to hold.|Many routes can open progress. Focus helps one route land.|active|flow-state::physical_rhythm_creative_movement_social_exchange_deep_focus::balanced
flow-state|physical_rhythm_social_exchange_deep_focus_creative_movement|concentrated|Your clearest route into flow is Physical Rhythm that becomes clearer through Social Exchange. Deep Focus gives the result substance, and Creative Movement keeps the answer from becoming too fixed.|You can turn action and response into practical clarity.|You may stay active and conversational before trying a fresh angle.|Use rhythm and exchange to find direction, then add depth and one different route before closing.|Practical clarity still needs room for a better angle.|active|flow-state::physical_rhythm_social_exchange_deep_focus_creative_movement::concentrated
flow-state|physical_rhythm_social_exchange_deep_focus_creative_movement|paired|Flow is likely to come from Physical Rhythm and Social Exchange working closely together. Shared pace can make progress easier, while focus and ideas keep the work clear and adaptable.|You can think better through action, demonstration, and response.|You may let shared momentum replace deeper understanding or originality.|Use the rhythm-and-exchange pair, then add focus and one fresh angle before moving on.|Shared momentum needs a clear point.|active|flow-state::physical_rhythm_social_exchange_deep_focus_creative_movement::paired
flow-state|physical_rhythm_social_exchange_deep_focus_creative_movement|graduated|This pattern moves from rhythm into exchange, then focus, then ideas. It works well when practical movement and response create direction before depth and range are added.|You can make progress through shared action and then deepen it.|You may invite possibility only after the practical route has already settled.|Follow the sequence, then use Creative Movement before the final answer becomes too familiar.|Move together, think carefully, then open one option.|active|flow-state::physical_rhythm_social_exchange_deep_focus_creative_movement::graduated
flow-state|physical_rhythm_social_exchange_deep_focus_creative_movement|balanced|Read this as flexible flow through movement, response, focus, and ideas. Physical Rhythm is lightly first, but the best route depends on what the work needs now.|You can shift state, use response, and still access depth or fresh options.|You may keep the work practical and shared before giving possibility enough room.|Use the route that creates progress, then add depth or a new angle when the answer feels too narrow.|Flow stays healthy when movement, response, depth, and options all remain available.|active|flow-state::physical_rhythm_social_exchange_deep_focus_creative_movement::balanced
flow-state|physical_rhythm_social_exchange_creative_movement_deep_focus|concentrated|Your clearest route into flow is Physical Rhythm supported by Social Exchange and Creative Movement. Deep Focus is the deliberate range that turns active, responsive work into a clear answer.|You can create momentum, shared clarity, and options quickly.|You may keep moving through action and response after the work needs deeper attention.|Use the active route to enter the work, then add protected focus before final decisions.|Action and response open the work. Focus makes it stand.|active|flow-state::physical_rhythm_social_exchange_creative_movement_deep_focus::concentrated
flow-state|physical_rhythm_social_exchange_creative_movement_deep_focus|paired|Flow is likely to come from Physical Rhythm and Social Exchange as a close pair. Creative Movement gives the route flexibility, while Deep Focus helps the final work become more considered.|You can use shared pace to make the next step visible.|You may let the situation keep moving before the deeper point is clear.|Use rhythm and exchange to start, then add ideas and protected attention before closing.|Shared pace helps, but the answer still needs thought.|active|flow-state::physical_rhythm_social_exchange_creative_movement_deep_focus::paired
flow-state|physical_rhythm_social_exchange_creative_movement_deep_focus|graduated|This pattern moves from rhythm into exchange, then ideas, then focus. It can produce active and adaptable progress when the final step gives the work enough depth.|You can move, respond, and reframe before settling one route.|You may leave deep attention until the work is already active and hard to slow down.|Follow the sequence, then give the chosen route enough focus to become clear.|Move it forward, then give the answer weight.|active|flow-state::physical_rhythm_social_exchange_creative_movement_deep_focus::graduated
flow-state|physical_rhythm_social_exchange_creative_movement_deep_focus|balanced|Read this as flexible flow where movement, response, ideas, and focus can all matter. Physical Rhythm is lightly first, but Deep Focus is important when the answer needs to hold together.|You can use several live routes into engagement.|You may keep changing state, talking, or reframing before finishing the key thought.|Use whatever opens progress, then add focused attention when the work needs completion.|The next move matters, but so does the finished thought.|active|flow-state::physical_rhythm_social_exchange_creative_movement_deep_focus::balanced
