domain_key|pattern_key|score_shape|rank_1_signal_key|rank_2_signal_key|rank_3_signal_key|rank_4_signal_key|headline|recognition_statement|recognition_expansion|status|lookup_key
flow-state|deep_focus_physical_rhythm_creative_movement_social_exchange|graduated|deep_focus|physical_rhythm|creative_movement|social_exchange|Focus that moves before it opens|You are likely to reach flow through a clear order: focus deeply, use rhythm to stay engaged, then bring in ideas and feedback.|This pattern may show up when you need serious attention but also need the body or environment to help that attention keep working. Physical Rhythm gives Deep Focus a way to recover before the work gets heavy. Creative Movement adds new angles once the task has momentum. Social Exchange becomes useful when the work needs testing beyond your own view.|active|flow-state::deep_focus_physical_rhythm_creative_movement_social_exchange::graduated
flow-state|deep_focus_physical_rhythm_creative_movement_social_exchange|balanced|deep_focus|physical_rhythm|creative_movement|social_exchange|Several ways to stay with the work|You may find flow through focus, rhythm, ideas, or conversation depending on what the task needs.|Deep Focus appears first, but Physical Rhythm and Creative Movement are close enough to matter. You may need quiet concentration for one task, a change of pace for another, and a fresh angle when the work starts to narrow. Social Exchange can still help when the result needs to be checked with someone else.|active|flow-state::deep_focus_physical_rhythm_creative_movement_social_exchange::balanced
flow-state|deep_focus_physical_rhythm_social_exchange_creative_movement|concentrated|deep_focus|physical_rhythm|social_exchange|creative_movement|Steady focus before new angles|You are most likely to find flow when deep attention is held steady by rhythm, then tested through useful exchange.|This pattern often shows up when you want the work to become solid and practical before it becomes more experimental. Physical Rhythm helps attention stay usable, especially when the task is demanding. Social Exchange can check whether the work makes sense beyond your own process. Creative Movement may need deliberate room so the result does not become too fixed too soon.|active|flow-state::deep_focus_physical_rhythm_social_exchange_creative_movement::concentrated
flow-state|deep_focus_physical_rhythm_social_exchange_creative_movement|paired|deep_focus|physical_rhythm|social_exchange|creative_movement|Deep work with steady momentum|You are likely to find flow when concentration and physical rhythm support each other closely.|This result may feel familiar if you need both mental depth and a steady working pace. You may focus best when the setting, routine, or body state helps attention stay available. Social Exchange can test the work before it becomes too enclosed. Creative Movement may need to be invited earlier when the work needs more range or originality.|active|flow-state::deep_focus_physical_rhythm_social_exchange_creative_movement::paired
flow-state|deep_focus_physical_rhythm_social_exchange_creative_movement|graduated|deep_focus|physical_rhythm|social_exchange|creative_movement|Focus, rhythm, then response|You are likely to reach flow through a stepped pattern where attention settles first, rhythm keeps it usable, and conversation tests the result.|This pattern may show up when the work needs depth, steadiness, and a practical check before it needs a new angle. Physical Rhythm helps Deep Focus avoid becoming static. Social Exchange brings in response when the work needs to be understood by someone else. Creative Movement is useful range when the result becomes too fixed or purely practical.|active|flow-state::deep_focus_physical_rhythm_social_exchange_creative_movement::graduated
flow-state|deep_focus_physical_rhythm_social_exchange_creative_movement|balanced|deep_focus|physical_rhythm|social_exchange|creative_movement|Flexible focus with practical checks|You may find flow through several close routes, with focus lightly first and rhythm, exchange, and ideas all still meaningful.|This result should not be read as one route doing all the work. Some tasks may need quiet depth. Others may need movement, a useful conversation, or permission to try a different angle. The pattern becomes clearest when you choose the condition the work needs now rather than defaulting to more focus.|active|flow-state::deep_focus_physical_rhythm_social_exchange_creative_movement::balanced
flow-state|deep_focus_social_exchange_creative_movement_physical_rhythm|concentrated|deep_focus|social_exchange|creative_movement|physical_rhythm|Private thought that sharpens through response|You are most likely to find flow when serious thinking comes first and conversation helps sharpen what the work is becoming.|This pattern often shows up when you want time to understand the issue before talking it through. Once the thinking has weight, Social Exchange can help test, translate, or refine it. Creative Movement adds range so the work does not become too narrow. Physical Rhythm may need to be added deliberately when attention gets heavy or stuck.|active|flow-state::deep_focus_social_exchange_creative_movement_physical_rhythm::concentrated
flow-state|deep_focus_social_exchange_creative_movement_physical_rhythm|paired|deep_focus|social_exchange|creative_movement|physical_rhythm|Focused thought with useful exchange|You are likely to find flow when deep thinking and conversation work closely together.|This result may feel recognisable if you need private attention first, but the work becomes clearer when you explain it, test it, or hear a useful response. Creative Movement can add fresh angles after the exchange opens the work up. Physical Rhythm may be useful when the process needs a reset rather than more thinking or more discussion.|active|flow-state::deep_focus_social_exchange_creative_movement_physical_rhythm::paired
flow-state|deep_focus_social_exchange_creative_movement_physical_rhythm|graduated|deep_focus|social_exchange|creative_movement|physical_rhythm|Think first, test next|You are likely to reach flow through a clear order: focus privately, test the work through conversation, then bring in ideas and movement when needed.|This pattern may show up when the work needs both depth and response. Deep Focus helps you find your own line of thought. Social Exchange checks whether that thinking is clear outside your own head. Creative Movement adds range after the work has been tested. Physical Rhythm can help when the process needs a change of state.|active|flow-state::deep_focus_social_exchange_creative_movement_physical_rhythm::graduated
flow-state|deep_focus_social_exchange_creative_movement_physical_rhythm|balanced|deep_focus|social_exchange|creative_movement|physical_rhythm|Several routes, with response close by|You may find flow through focus, conversation, ideas, or movement depending on what the work needs.|Deep Focus appears first, but Social Exchange and Creative Movement are close enough to matter. You may need quiet time to understand the work, then a useful conversation to test it, or a fresh angle to keep it developing. Physical Rhythm still matters when the work needs a reset rather than another round of thinking.|active|flow-state::deep_focus_social_exchange_creative_movement_physical_rhythm::balanced
flow-state|deep_focus_social_exchange_physical_rhythm_creative_movement|concentrated|deep_focus|social_exchange|physical_rhythm|creative_movement|Focused thinking before shared clarity|You are most likely to find flow when deep attention comes first and conversation helps make the thinking clearer.|This pattern often shows up when you prefer to understand the work privately before bringing someone else in. Social Exchange can sharpen the result once there is enough substance to discuss. Physical Rhythm helps reset the process when attention gets heavy. Creative Movement may need deliberate space so the work does not become too settled too early.|active|flow-state::deep_focus_social_exchange_physical_rhythm_creative_movement::concentrated
flow-state|deep_focus_social_exchange_physical_rhythm_creative_movement|paired|deep_focus|social_exchange|physical_rhythm|creative_movement|Deep thought that needs a sounding board|You are likely to find flow when focused thinking and useful exchange sit close together.|This result may feel familiar if the work starts privately but becomes stronger when it is spoken, questioned, or tested with one useful person. Physical Rhythm can help when the process needs a reset or change of state. Creative Movement may need to be invited when the work needs a less obvious angle.|active|flow-state::deep_focus_social_exchange_physical_rhythm_creative_movement::paired
flow-state|deep_focus_social_exchange_physical_rhythm_creative_movement|graduated|deep_focus|social_exchange|physical_rhythm|creative_movement|Focus, response, then reset|You are likely to reach flow through a sequence where deep attention comes first, conversation tests it, movement resets it, and ideas add range.|This pattern may show up when you need to think carefully before using another person as a sounding board. Social Exchange helps the work become clearer outside your own process. Physical Rhythm can keep the pattern from becoming too mental. Creative Movement is useful when the result needs more possibility or a different angle.|active|flow-state::deep_focus_social_exchange_physical_rhythm_creative_movement::graduated
flow-state|deep_focus_social_exchange_physical_rhythm_creative_movement|balanced|deep_focus|social_exchange|physical_rhythm|creative_movement|Flexible flow with a clear thinking base|You may find flow through several close conditions, with focus first but conversation, movement, and ideas all available.|This balanced result may show up when different tasks need different routes. Some work needs quiet attention. Some needs a useful conversation. Some needs a physical reset or a fresh angle. Deep Focus is the first place to look, but the pattern works best when you treat the other routes as real options.|active|flow-state::deep_focus_social_exchange_physical_rhythm_creative_movement::balanced
flow-state|creative_movement_deep_focus_physical_rhythm_social_exchange|concentrated|creative_movement|deep_focus|physical_rhythm|social_exchange|Original ideas with enough focus to land|You are most likely to find flow when ideas can move, connect, and turn into a direction worth following.|This pattern often shows up when you need room to explore before the work becomes fixed. You may sketch a rough version, try a less obvious angle, or notice links that other people have not seen yet. Deep Focus then helps you stay with the strongest idea long enough to make it useful. Physical Rhythm can clear space when too many possibilities start to crowd the work. Social Exchange becomes useful when the idea needs to be tested with another person.|active|flow-state::creative_movement_deep_focus_physical_rhythm_social_exchange::concentrated
flow-state|creative_movement_deep_focus_physical_rhythm_social_exchange|paired|creative_movement|deep_focus|physical_rhythm|social_exchange|Ideas that gain substance|You are likely to find flow when idea movement and focused attention work closely together.|This result may feel familiar if you need a fresh angle first, then enough concentration to make the best idea hold. You may move through rough versions, links, or possibilities before choosing one to develop. Physical Rhythm can help when too many ideas are active at once. Social Exchange is useful when the work needs to be checked outside your own process.|active|flow-state::creative_movement_deep_focus_physical_rhythm_social_exchange::paired
flow-state|creative_movement_deep_focus_physical_rhythm_social_exchange|graduated|creative_movement|deep_focus|physical_rhythm|social_exchange|Ideas, then focus, then reset|You are likely to reach flow through a clear order: let ideas move, focus the strongest one, reset when the work gets crowded, then test it with someone useful.|This pattern may show up when possibility is the way in, but the work still needs depth before it becomes useful. Deep Focus gives the best idea time and weight. Physical Rhythm can clear mental clutter when the process becomes too busy. Social Exchange helps you see whether the idea lands with another person.|active|flow-state::creative_movement_deep_focus_physical_rhythm_social_exchange::graduated
flow-state|creative_movement_deep_focus_physical_rhythm_social_exchange|balanced|creative_movement|deep_focus|physical_rhythm|social_exchange|Several routes for original work|You may find flow through ideas, focus, movement, or conversation depending on the task in front of you.|Creative Movement appears first, but not by enough to make the result one-sided. Some work may need a fresh angle. Some may need quiet attention, a change of pace, or a useful response from another person. The useful question is which condition helps the idea become clearer now.|active|flow-state::creative_movement_deep_focus_physical_rhythm_social_exchange::balanced
flow-state|creative_movement_deep_focus_social_exchange_physical_rhythm|concentrated|creative_movement|deep_focus|social_exchange|physical_rhythm|Ideas that need depth and response|You are most likely to find flow when ideas can open first, then gain substance and be tested with another person.|This pattern often shows up when the work starts through links, possibilities, or a less obvious route. Deep Focus helps the strongest idea become more than an interesting start. Social Exchange can test whether the idea is clear, useful, and easy to explain. Physical Rhythm may need to be added deliberately when the process becomes too mental or static.|active|flow-state::creative_movement_deep_focus_social_exchange_physical_rhythm::concentrated
flow-state|creative_movement_deep_focus_social_exchange_physical_rhythm|paired|creative_movement|deep_focus|social_exchange|physical_rhythm|Fresh ideas with a thinking base|You are likely to find flow when Creative Movement and Deep Focus stay close together.|This result may feel recognisable if ideas need room to appear, but the best one then needs time, care, and concentration. Social Exchange helps translate or test the work once it has enough substance. Physical Rhythm can be useful when the process needs a change of state rather than another round of thinking or talking.|active|flow-state::creative_movement_deep_focus_social_exchange_physical_rhythm::paired
flow-state|creative_movement_deep_focus_social_exchange_physical_rhythm|graduated|creative_movement|deep_focus|social_exchange|physical_rhythm|Open, deepen, then explain|You are likely to reach flow through a stepped pattern where ideas come first, focus gives them weight, conversation tests them, and movement resets the process when needed.|This pattern may show up when you want to explore before you narrow. Deep Focus helps you choose what deserves more attention. Social Exchange helps you find out whether the idea makes sense beyond your own view. Physical Rhythm is useful range when the work needs a physical shift or practical reset.|active|flow-state::creative_movement_deep_focus_social_exchange_physical_rhythm::graduated
flow-state|creative_movement_deep_focus_social_exchange_physical_rhythm|balanced|creative_movement|deep_focus|social_exchange|physical_rhythm|Flexible ideas with useful checks|You may find flow through several close routes, with ideas first but focus and conversation close enough to matter.|This balanced result should be read lightly. You may need room for possibilities, quiet time to choose one, or a useful person to test what is clear. Physical Rhythm still matters when the work needs a change of state before another thought or conversation will help.|active|flow-state::creative_movement_deep_focus_social_exchange_physical_rhythm::balanced
flow-state|creative_movement_physical_rhythm_deep_focus_social_exchange|concentrated|creative_movement|physical_rhythm|deep_focus|social_exchange|Ideas with movement behind them|You are most likely to find flow when ideas can move and the body, pace, or setting helps keep them alive.|This pattern often shows up when a fresh angle appears through action, walking, making, changing location, or shifting pace. Physical Rhythm helps Creative Movement avoid becoming too crowded in the head. Deep Focus gives the best idea enough substance once it is worth developing. Social Exchange becomes useful when the result needs testing with another person.|active|flow-state::creative_movement_physical_rhythm_deep_focus_social_exchange::concentrated
flow-state|creative_movement_physical_rhythm_deep_focus_social_exchange|paired|creative_movement|physical_rhythm|deep_focus|social_exchange|Ideas that move through action|You are likely to find flow when idea movement and physical rhythm work closely together.|This result may feel familiar if you think better while pacing, walking, making, sorting, or changing state. Movement can keep possibilities from becoming stuck or too mental. Deep Focus helps the strongest idea become useful once momentum has started. Social Exchange can test the work when it needs a response beyond your own process.|active|flow-state::creative_movement_physical_rhythm_deep_focus_social_exchange::paired
flow-state|creative_movement_physical_rhythm_deep_focus_social_exchange|graduated|creative_movement|physical_rhythm|deep_focus|social_exchange|Move the idea, then deepen it|You are likely to reach flow through a clear order: ideas first, movement second, focus third, and conversation when the work needs outside testing.|This pattern may show up when possibility and pace help each other. Physical Rhythm gives ideas a way to stay active without becoming tangled. Deep Focus helps you choose what deserves more attention. Social Exchange is useful when the idea needs to make sense to someone else.|active|flow-state::creative_movement_physical_rhythm_deep_focus_social_exchange::graduated
flow-state|creative_movement_physical_rhythm_deep_focus_social_exchange|balanced|creative_movement|physical_rhythm|deep_focus|social_exchange|Flow through ideas, pace, and focus|You may find flow through several close conditions, with ideas first but movement and focus also meaningful.|This result should not be read as one route doing all the work. Some tasks may need a fresh angle. Others may need movement, a practical rhythm, or quiet attention. Social Exchange still matters when the work needs a response from someone outside your own process.|active|flow-state::creative_movement_physical_rhythm_deep_focus_social_exchange::balanced
flow-state|creative_movement_physical_rhythm_social_exchange_deep_focus|concentrated|creative_movement|physical_rhythm|social_exchange|deep_focus|Ideas, pace, and live response|You are most likely to find flow when ideas can move quickly enough to create energy, then be tested through action or exchange.|This pattern often shows up when the work feels more alive with movement, pace, rough versions, or live response. Physical Rhythm helps turn idea movement into momentum. Social Exchange tests whether the idea lands with another person. Deep Focus may need to be added deliberately when the work now needs finishing, refining, or a stronger base.|active|flow-state::creative_movement_physical_rhythm_social_exchange_deep_focus::concentrated
flow-state|creative_movement_physical_rhythm_social_exchange_deep_focus|paired|creative_movement|physical_rhythm|social_exchange|deep_focus|Ideas with active momentum|You are likely to find flow when ideas and movement stay close together.|This result may feel recognisable if possibilities open through pace, making, changing state, or doing a rough version. Social Exchange can add useful response before the idea becomes too private. Deep Focus is still important range when the work needs to be finished, checked carefully, or made more substantial.|active|flow-state::creative_movement_physical_rhythm_social_exchange_deep_focus::paired
flow-state|creative_movement_physical_rhythm_social_exchange_deep_focus|graduated|creative_movement|physical_rhythm|social_exchange|deep_focus|Ideas, movement, response, then depth|You are likely to reach flow through a sequence where possibilities open first, rhythm builds momentum, conversation tests the idea, and focus gives it final substance.|This pattern may show up when the work benefits from action before heavy analysis. Physical Rhythm helps ideas stay moving. Social Exchange checks what is useful or clear. Deep Focus may need to come in deliberately so the best idea gets enough attention to hold together.|active|flow-state::creative_movement_physical_rhythm_social_exchange_deep_focus::graduated
flow-state|creative_movement_physical_rhythm_social_exchange_deep_focus|balanced|creative_movement|physical_rhythm|social_exchange|deep_focus|Flexible flow through movement and response|You may find flow through several close routes, with ideas first but movement, conversation, and focus all available.|This balanced result may show up when the best route depends on the task. A rough idea may need motion. A practical problem may need doing. A communication task may need response. Deep Focus is still a real option when the work needs more care, depth, or completion.|active|flow-state::creative_movement_physical_rhythm_social_exchange_deep_focus::balanced
flow-state|creative_movement_social_exchange_deep_focus_physical_rhythm|concentrated|creative_movement|social_exchange|deep_focus|physical_rhythm|Ideas sharpened through exchange|You are most likely to find flow when ideas can open and become clearer through conversation, response, or shared thinking.|This pattern often shows up when saying the idea aloud helps it develop. Social Exchange gives Creative Movement a live testing ground. Deep Focus adds substance when the idea needs careful attention. Physical Rhythm may need to be added deliberately when the process becomes busy, verbal, or too much in the head.|active|flow-state::creative_movement_social_exchange_deep_focus_physical_rhythm::concentrated
flow-state|creative_movement_social_exchange_deep_focus_physical_rhythm|paired|creative_movement|social_exchange|deep_focus|physical_rhythm|Ideas that grow in conversation|You are likely to find flow when idea movement and live exchange work closely together.|This result may feel familiar if your thinking becomes clearer when it is discussed, explained, challenged, or built with another person. Deep Focus helps the strongest idea become more substantial after the exchange opens it up. Physical Rhythm can be useful when you need to reset rather than keep talking or thinking.|active|flow-state::creative_movement_social_exchange_deep_focus_physical_rhythm::paired
flow-state|creative_movement_social_exchange_deep_focus_physical_rhythm|graduated|creative_movement|social_exchange|deep_focus|physical_rhythm|Open the idea, test it, then deepen it|You are likely to reach flow through a clear order: ideas first, exchange second, focus third, and physical reset when the process needs range.|This pattern may show up when creative thinking becomes more useful through live response. Social Exchange helps reveal what lands, what is unclear, and what could develop. Deep Focus then gives the best direction enough attention. Physical Rhythm can help when the process needs a change of pace or setting.|active|flow-state::creative_movement_social_exchange_deep_focus_physical_rhythm::graduated
flow-state|creative_movement_social_exchange_deep_focus_physical_rhythm|balanced|creative_movement|social_exchange|deep_focus|physical_rhythm|Ideas, response, focus, and reset|You may find flow through several close routes, with Creative Movement first but conversation and focus close enough to matter.|This result should be read as flexible. Some work may start with a fresh angle. Some may need a useful conversation. Some may need quiet attention after the exchange. Physical Rhythm still matters when a change of state would help the work become clearer.|active|flow-state::creative_movement_social_exchange_deep_focus_physical_rhythm::balanced
flow-state|creative_movement_social_exchange_physical_rhythm_deep_focus|concentrated|creative_movement|social_exchange|physical_rhythm|deep_focus|Ideas with shared momentum|You are most likely to find flow when ideas can develop through live response, then keep moving through pace or practical action.|This pattern often shows up when conversation, feedback, or shared thinking gives the idea energy. Social Exchange helps test and sharpen what is emerging. Physical Rhythm can reset the process when the energy becomes too busy. Deep Focus may need deliberate use when the work now needs careful finishing or refinement.|active|flow-state::creative_movement_social_exchange_physical_rhythm_deep_focus::concentrated
flow-state|creative_movement_social_exchange_physical_rhythm_deep_focus|paired|creative_movement|social_exchange|physical_rhythm|deep_focus|Ideas that build through response|You are likely to find flow when Creative Movement and Social Exchange work closely together.|This result may feel recognisable if the idea becomes clearer when it is spoken, questioned, presented, or shaped with another person. Physical Rhythm helps when the exchange needs a reset or a practical pace. Deep Focus is useful range when the best idea needs quiet attention before it is finished.|active|flow-state::creative_movement_social_exchange_physical_rhythm_deep_focus::paired
flow-state|creative_movement_social_exchange_physical_rhythm_deep_focus|graduated|creative_movement|social_exchange|physical_rhythm|deep_focus|Ideas, exchange, movement, then focus|You are likely to reach flow through a sequence where ideas open first, conversation tests them, movement resets the energy, and focus gives the final work substance.|This pattern may show up when shared response helps the work find direction. Social Exchange reveals what is clear or useful. Physical Rhythm keeps the process from becoming too verbal or busy. Deep Focus may need to come in deliberately when the work needs completion, detail, or a stronger base.|active|flow-state::creative_movement_social_exchange_physical_rhythm_deep_focus::graduated
flow-state|creative_movement_social_exchange_physical_rhythm_deep_focus|balanced|creative_movement|social_exchange|physical_rhythm|deep_focus|Several ways to keep ideas useful|You may find flow through ideas, conversation, movement, or focus depending on what the work needs.|Creative Movement appears first, but the other routes are close enough to matter. Some tasks may need live response. Some may need a change of pace. Some may need quiet attention before the work is ready. The pattern works best when you choose the condition that helps the idea become useful now.|active|flow-state::creative_movement_social_exchange_physical_rhythm_deep_focus::balanced
flow-state|physical_rhythm_deep_focus_creative_movement_social_exchange|concentrated|physical_rhythm|deep_focus|creative_movement|social_exchange|Flow starts when your body gets involved|You are most likely to find flow when movement, pace, or physical engagement helps attention switch on.|This pattern often shows up when sitting still makes the work feel harder than it needs to. You may think better while walking, pacing, making, training, sorting, practising, or working with a steady rhythm. Deep Focus then helps you stay with what matters once your energy is engaged. Creative Movement can bring in new angles when action starts to become repetitive. Social Exchange becomes useful when the work needs to make sense to someone else.|active|flow-state::physical_rhythm_deep_focus_creative_movement_social_exchange::concentrated
flow-state|physical_rhythm_deep_focus_creative_movement_social_exchange|paired|physical_rhythm|deep_focus|creative_movement|social_exchange|Movement that turns into depth|You are likely to find flow when physical rhythm and focused attention work closely together.|This result may feel familiar if movement, pace, or practical action helps you enter the work, but the work then needs quiet attention to become substantial. You may start by doing, walking, sorting, practising, or changing state, then settle into the part that needs care. Creative Movement adds variation when the route becomes too repetitive. Social Exchange helps test whether the result is clear to someone else.|active|flow-state::physical_rhythm_deep_focus_creative_movement_social_exchange::paired
flow-state|physical_rhythm_deep_focus_creative_movement_social_exchange|graduated|physical_rhythm|deep_focus|creative_movement|social_exchange|Move first, then focus|You are likely to reach flow through a clear order: movement starts attention, focus gives the work substance, ideas add range, and conversation tests the result.|This pattern may show up when action gives the mind a practical place to begin. Deep Focus helps you stay with the important part once attention has switched on. Creative Movement can refresh the work when rhythm becomes too narrow. Social Exchange is useful when the result needs to be checked beyond your own momentum.|active|flow-state::physical_rhythm_deep_focus_creative_movement_social_exchange::graduated
flow-state|physical_rhythm_deep_focus_creative_movement_social_exchange|balanced|physical_rhythm|deep_focus|creative_movement|social_exchange|Several ways to enter the work|You may find flow through movement, focus, ideas, or conversation depending on what the task needs.|Physical Rhythm appears first, but not by enough to make the result one-sided. Some work may need pace or practical action. Some may need quiet attention, a fresh angle, or another person to test the result. The useful question is which condition helps attention become available now.|active|flow-state::physical_rhythm_deep_focus_creative_movement_social_exchange::balanced
flow-state|physical_rhythm_deep_focus_social_exchange_creative_movement|concentrated|physical_rhythm|deep_focus|social_exchange|creative_movement|Movement before shared clarity|You are most likely to find flow when movement or rhythm helps attention start, then focus and conversation make the work clearer.|This pattern often shows up when pace, environment, routine, or practical action gives you a way into the task. Deep Focus helps the work gain substance once attention is engaged. Social Exchange can test or translate the result for someone else. Creative Movement may need deliberate room when the work becomes too fixed or practical too soon.|active|flow-state::physical_rhythm_deep_focus_social_exchange_creative_movement::concentrated
flow-state|physical_rhythm_deep_focus_social_exchange_creative_movement|paired|physical_rhythm|deep_focus|social_exchange|creative_movement|Steady action with careful attention|You are likely to find flow when physical rhythm and deep focus sit close together.|This result may feel recognisable if you need movement, pace, or practical setup before concentration becomes easier. Once the body or environment helps attention arrive, Deep Focus gives the work care and depth. Social Exchange can check whether the result makes sense beyond your own process. Creative Movement is useful range when the work needs a less obvious angle.|active|flow-state::physical_rhythm_deep_focus_social_exchange_creative_movement::paired
flow-state|physical_rhythm_deep_focus_social_exchange_creative_movement|graduated|physical_rhythm|deep_focus|social_exchange|creative_movement|Action, focus, then response|You are likely to reach flow through a sequence where movement starts the work, focus deepens it, conversation tests it, and ideas add range when needed.|This pattern may show up when a steady rhythm helps you begin before the work asks for careful thought. Deep Focus helps you stay with what matters. Social Exchange can reveal whether the work is clear to another person. Creative Movement may need to be invited when the result starts to feel too settled or purely practical.|active|flow-state::physical_rhythm_deep_focus_social_exchange_creative_movement::graduated
flow-state|physical_rhythm_deep_focus_social_exchange_creative_movement|balanced|physical_rhythm|deep_focus|social_exchange|creative_movement|Flexible flow with a practical start|You may find flow through several close conditions, with movement first but focus, exchange, and ideas all meaningful.|This balanced result should be read lightly. A demanding task may need rhythm and quiet attention. A shared task may need conversation. A stuck task may need a fresh angle. Physical Rhythm is the first place to look, but the pattern works best when you choose the condition that fits the work now.|active|flow-state::physical_rhythm_deep_focus_social_exchange_creative_movement::balanced
flow-state|physical_rhythm_creative_movement_deep_focus_social_exchange|concentrated|physical_rhythm|creative_movement|deep_focus|social_exchange|Movement opens the next idea|You are most likely to find flow when movement, pace, or practical action helps ideas start moving.|This pattern often shows up when thinking loosens through walking, making, changing setting, handling materials, or working with a rhythm. Creative Movement gives the activity more range and possibility. Deep Focus helps the strongest idea become substantial once it appears. Social Exchange becomes useful when the work needs to be tested outside your own view.|active|flow-state::physical_rhythm_creative_movement_deep_focus_social_exchange::concentrated
