domain_key|pattern_key|score_shape|rank_1_signal_key|rank_2_signal_key|rank_3_signal_key|rank_4_signal_key|synthesis_title|gift|trap|takeaway|synthesis_text|status|lookup_key
flow-state|social_exchange_creative_movement_deep_focus_physical_rhythm|graduated|social_exchange|creative_movement|deep_focus|physical_rhythm|Exchange, ideas, focus, then reset|You can move from live response into range, substance, and recovery.|You may delay reset until after the work has been discussed, widened, and developed.|Use response to open the idea, then focus and reset before expanding again.|This result works as an ordered chain. Social Exchange opens the work. Creative Movement adds new angles. Deep Focus gives the best direction weight and care. Physical Rhythm helps the work recover when the social and mental load has built up.|active|flow-state::social_exchange_creative_movement_deep_focus_physical_rhythm::graduated
flow-state|social_exchange_creative_movement_deep_focus_physical_rhythm|balanced|social_exchange|creative_movement|deep_focus|physical_rhythm|Flexible ideas through live response|You can use exchange, ideas, focus, or reset depending on what helps the work become clearer.|You may stay with discussion and possibility before giving one direction enough quiet care.|Choose whether the next step needs response, range, attention, or a change of state.|Social Exchange appears first, but Creative Movement and Deep Focus are close enough to matter. Some tasks need live response, some need a fresh angle, and some need quiet development. Physical Rhythm remains part of the set when the work needs recovery. The value is flexible idea development in contact with others.|active|flow-state::social_exchange_creative_movement_deep_focus_physical_rhythm::balanced
flow-state|social_exchange_creative_movement_physical_rhythm_deep_focus|concentrated|social_exchange|creative_movement|physical_rhythm|deep_focus|Shared momentum that needs depth|You can create energy by combining live exchange, ideas, and practical reset.|You may keep exchange, ideas, and movement active after the work needs focused refinement.|Use the momentum to find direction, then protect time to finish it well.|This result begins with contact and possibility. Creative Movement adds range while the work is still live. Physical Rhythm resets or sustains energy when response gets busy. Deep Focus may need deliberate use when the strongest direction needs care, detail, and completion.|active|flow-state::social_exchange_creative_movement_physical_rhythm_deep_focus::concentrated
flow-state|social_exchange_creative_movement_physical_rhythm_deep_focus|paired|social_exchange|creative_movement|physical_rhythm|deep_focus|Live ideas with practical reset|You can make work feel alive by letting response and fresh thinking support each other.|You may keep the work open and responsive after it needs focused finish.|Let the exchange generate options, then decide when care and completion must take over.|Social Exchange and Creative Movement form the close pair here. Conversation, feedback, or shared problem-solving helps possibilities become visible. Physical Rhythm keeps the energy from becoming only verbal. Deep Focus adds the substance needed to refine and complete the result.|active|flow-state::social_exchange_creative_movement_physical_rhythm_deep_focus::paired
flow-state|social_exchange_creative_movement_physical_rhythm_deep_focus|graduated|social_exchange|creative_movement|physical_rhythm|deep_focus|Exchange, ideas, reset, then deepen|You can move from live possibility into practical reset and later refinement.|You may postpone focused work until the result has already gathered too much speed.|Use the reset as the bridge into care, detail, and completion.|This result follows a visible sequence. Social Exchange opens the work. Creative Movement adds range and options. Physical Rhythm resets or keeps the energy practical. Deep Focus gives the final direction substance when it is time to finish.|active|flow-state::social_exchange_creative_movement_physical_rhythm_deep_focus::graduated
flow-state|social_exchange_creative_movement_physical_rhythm_deep_focus|balanced|social_exchange|creative_movement|physical_rhythm|deep_focus|Flexible momentum through response and ideas|You can use live response, ideas, movement, or focus depending on what the work needs.|You may favour energy and interaction before the best direction has enough quiet attention.|Choose the condition that makes the work clearer now, especially when it is time to finish.|Social Exchange is lightly first, with Creative Movement and Physical Rhythm close beside it. Some work needs response and fresh angles. Some needs a reset or practical pace. Deep Focus remains meaningful when the result needs care. The strength is flexible shared momentum with finishing range.|active|flow-state::social_exchange_creative_movement_physical_rhythm_deep_focus::balanced
flow-state|social_exchange_physical_rhythm_deep_focus_creative_movement|concentrated|social_exchange|physical_rhythm|deep_focus|creative_movement|Exchange and movement into substance|You can use live response and practical pace to make the work easier to enter.|You may stay with interaction and motion after the work needs quiet focus or a fresh angle.|Let contact and movement start the work, then pause to deepen and widen it.|This result starts through exchange with physical rhythm close behind. Movement, demonstration, pacing, or practical activity keeps the exchange grounded. Deep Focus gives the useful point substance. Creative Movement may need deliberate room when the route becomes too settled or practical.|active|flow-state::social_exchange_physical_rhythm_deep_focus_creative_movement::concentrated
flow-state|social_exchange_physical_rhythm_deep_focus_creative_movement|paired|social_exchange|physical_rhythm|deep_focus|creative_movement|Response with a moving rhythm|You can create clarity through conversation linked to pace, action, or practical engagement.|You may keep doing and responding before the work has enough depth or range.|Use the shared rhythm, then protect time for focus and one new option.|Social Exchange and Physical Rhythm are best read together here. Exchange gives the work response, and movement keeps that response grounded. Deep Focus develops the important part after contact has opened it. Creative Movement adds possibility when the practical route needs more range.|active|flow-state::social_exchange_physical_rhythm_deep_focus_creative_movement::paired
flow-state|social_exchange_physical_rhythm_deep_focus_creative_movement|graduated|social_exchange|physical_rhythm|deep_focus|creative_movement|Exchange, movement, focus, then open|You can move from shared action into substance and later range.|You may invite fresh thinking only after the work has already become practical and defined.|Use focus to strengthen the result, then make room for a better angle.|This result works as a clear order. Social Exchange opens the work. Physical Rhythm gives it pace and reset. Deep Focus develops the useful point. Creative Movement adds possibility when the result needs a less obvious direction.|active|flow-state::social_exchange_physical_rhythm_deep_focus_creative_movement::graduated
flow-state|social_exchange_physical_rhythm_deep_focus_creative_movement|balanced|social_exchange|physical_rhythm|deep_focus|creative_movement|Flexible shared work with depth|You can use exchange, movement, focus, or ideas depending on what makes the work clearer.|You may default to response and action before giving possibility enough room.|Check whether the next step needs contact, pace, attention, or a fresh angle.|Social Exchange appears first, but Physical Rhythm and Deep Focus are close enough to matter. Some tasks need a moving conversation, some need quiet development, and some need a fresh angle. The ranking should be read lightly. The value is shared clarity that can adapt.|active|flow-state::social_exchange_physical_rhythm_deep_focus_creative_movement::balanced
flow-state|social_exchange_physical_rhythm_creative_movement_deep_focus|concentrated|social_exchange|physical_rhythm|creative_movement|deep_focus|Shared momentum that needs finish|You can create energy through live response, practical movement, and new angles.|You may keep exchange, movement, and ideas active after the work needs careful completion.|Use the momentum to find direction, then give the strongest result focused care.|This result begins with contact and pace. Physical Rhythm keeps the exchange active and grounded. Creative Movement adds range when the work needs possibility. Deep Focus may need deliberate use so the final result gains detail, care, and completion.|active|flow-state::social_exchange_physical_rhythm_creative_movement_deep_focus::concentrated
flow-state|social_exchange_physical_rhythm_creative_movement_deep_focus|paired|social_exchange|physical_rhythm|creative_movement|deep_focus|Exchange with active momentum|You can turn conversation, feedback, or facilitation into progress through movement and practical pace.|You may trust response and activity before the work has enough focused finish.|Let the active exchange show what matters, then slow down to complete it well.|Social Exchange and Physical Rhythm sit close together here. Exchange gives the work live response, and rhythm keeps it moving. Creative Movement adds a better angle once momentum is there. Deep Focus adds the follow-through that turns shared progress into finished work.|active|flow-state::social_exchange_physical_rhythm_creative_movement_deep_focus::paired
flow-state|social_exchange_physical_rhythm_creative_movement_deep_focus|graduated|social_exchange|physical_rhythm|creative_movement|deep_focus|Exchange, movement, ideas, then focus|You can move from shared momentum into range and careful completion.|You may postpone refinement until the work has already travelled through several active stages.|Use the active stages to choose, then give the chosen direction quiet care.|This result follows a sequence. Social Exchange opens the work through response. Physical Rhythm gives it pace and reset. Creative Movement adds range and a better angle. Deep Focus gives the final work substance when it is time to finish.|active|flow-state::social_exchange_physical_rhythm_creative_movement_deep_focus::graduated
flow-state|social_exchange_physical_rhythm_creative_movement_deep_focus|balanced|social_exchange|physical_rhythm|creative_movement|deep_focus|Flexible momentum through contact and pace|You can use response, movement, ideas, or focus depending on what turns activity into progress.|You may rely on energy and interaction before the best direction has enough quiet attention.|Choose the condition the work needs now, especially when it is time to refine or finish.|Social Exchange is lightly first, with Physical Rhythm and Creative Movement close beside it. Some work needs live response, some needs practical pace, and some needs a fresh angle. Deep Focus remains a real option when the result needs care. The value is flexible momentum without losing the ability to land the work.|active|flow-state::social_exchange_physical_rhythm_creative_movement_deep_focus::balanced
