domain_key|pattern_key|score_shape|rank_1_signal_key|rank_2_signal_key|rank_3_signal_key|rank_4_signal_key|mechanics_title|core_mechanism|why_it_shows_up|what_it_protects|status|lookup_key
leadership_approach|results_vision_process_people|graduated|results|vision|process|people|How a Results-led leadership sequence responds under pressure|This leadership pattern follows a clear sequence: Results starts the response, Vision strengthens it, then Process and People add range as the work broadens.|This leadership pattern shows up when pressure rewards a clear order of attention, starting with clear outcomes and ownership. Each later signal tests whether the response also needs longer-range direction, future context, and wider meaning, stronger structure, coordination, and repeatable standards, or deeper trust, communication, and shared confidence.|This leadership pattern protects the work by giving leadership attention a sequence from clear outcomes and next steps toward trust, communication, and shared confidence. It narrows when Process or People arrive too late, so bring them in before the first routes settle the response too early.|active|leadership_approach::results_vision_process_people::graduated
leadership_approach|results_vision_process_people|balanced|results|vision|process|people|How flexible Results-led leadership responds under pressure|This leadership pattern can enter through several routes. Results gives the first route, while Vision, Process, and People help the response fit the situation.|This leadership pattern shows up when pressure contains several leadership demands at once. Results gives the first route, then Vision, Process, and People test what the situation needs next.|This leadership pattern protects the work from over-relying on one leadership route. It narrows when switching routes creates confusion, so name the current priority before moving from Results toward Vision, Process, and People.|active|leadership_approach::results_vision_process_people::balanced
leadership_approach|results_vision_people_process|concentrated|results|vision|people|process|How Results-first leadership responds under pressure|This leadership pattern starts with Results: deciding what needs to happen and turning uncertainty into a next step people can follow. Vision and People add range, while Process keeps the response from narrowing too quickly.|This leadership pattern shows up when pressure makes clear outcomes and ownership feel like the clearest way to begin. The next signals test whether the response also needs longer-range direction, future context, and wider meaning, deeper trust, communication, and shared confidence, or stronger structure, coordination, and repeatable standards.|This leadership pattern protects the work from drift, unclear ownership, and decisions that do not become action. It narrows when pace outruns coordination, direction, or trust, so strengthen Vision, People, and Process before the response closes around Results alone.|active|leadership_approach::results_vision_people_process::concentrated
leadership_approach|results_vision_people_process|paired|results|vision|people|process|How Results-and-Vision leadership responds under pressure|This leadership pattern organises the response through Results and Vision together: combining clear outcomes and next steps with longer-range direction and future context. People and Process keep the pair from becoming too narrow.|This leadership pattern shows up when pressure makes both clear outcomes and next steps and longer-range direction and future context feel necessary to stabilise the work. The later signals test whether the response also needs deeper trust, communication, and shared confidence or stronger structure, coordination, and repeatable standards.|This leadership pattern protects the work from drift, unclear ownership, and decisions that do not become action while adding longer-range direction and future context. It narrows when the pair runs ahead of People and Process, so strengthen them before the response closes around the top two routes.|active|leadership_approach::results_vision_people_process::paired
leadership_approach|results_vision_people_process|graduated|results|vision|people|process|How a Results-led leadership sequence responds under pressure|This leadership pattern follows a clear sequence: Results starts the response, Vision strengthens it, then People and Process add range as the work broadens.|This leadership pattern shows up when pressure rewards a clear order of attention, starting with clear outcomes and ownership. Each later signal tests whether the response also needs longer-range direction, future context, and wider meaning, deeper trust, communication, and shared confidence, or stronger structure, coordination, and repeatable standards.|This leadership pattern protects the work by giving leadership attention a sequence from clear outcomes and next steps toward structure, sequence, and repeatable standards. It narrows when People or Process arrive too late, so bring them in before the first routes settle the response too early.|active|leadership_approach::results_vision_people_process::graduated
leadership_approach|results_vision_people_process|balanced|results|vision|people|process|How flexible Results-led leadership responds under pressure|This leadership pattern can enter through several routes. Results gives the first route, while Vision, People, and Process help the response fit the situation.|This leadership pattern shows up when pressure contains several leadership demands at once. Results gives the first route, then Vision, People, and Process test what the situation needs next.|This leadership pattern protects the work from over-relying on one leadership route. It narrows when switching routes creates confusion, so name the current priority before moving from Results toward Vision, People, and Process.|active|leadership_approach::results_vision_people_process::balanced
leadership_approach|results_people_process_vision|concentrated|results|people|process|vision|How Results-first leadership responds under pressure|This leadership pattern starts with Results: deciding what needs to happen and turning uncertainty into a next step people can follow. People and Process add range, while Vision keeps the response from narrowing too quickly.|This leadership pattern shows up when pressure makes clear outcomes and ownership feel like the clearest way to begin. The next signals test whether the response also needs deeper trust, communication, and shared confidence, stronger structure, coordination, and repeatable standards, or longer-range direction, future context, and wider meaning.|This leadership pattern protects the work from drift, unclear ownership, and decisions that do not become action. It narrows when pace outruns coordination, direction, or trust, so strengthen People, Process, and Vision before the response closes around Results alone.|active|leadership_approach::results_people_process_vision::concentrated
leadership_approach|results_people_process_vision|paired|results|people|process|vision|How Results-and-People leadership responds under pressure|This leadership pattern organises the response through Results and People together: combining clear outcomes and next steps with trust, communication, and shared confidence. Process and Vision keep the pair from becoming too narrow.|This leadership pattern shows up when pressure makes both clear outcomes and next steps and trust, communication, and shared confidence feel necessary to stabilise the work. The later signals test whether the response also needs stronger structure, coordination, and repeatable standards or longer-range direction, future context, and wider meaning.|This leadership pattern protects the work from drift, unclear ownership, and decisions that do not become action while adding trust, communication, and shared confidence. It narrows when the pair runs ahead of Process and Vision, so strengthen them before the response closes around the top two routes.|active|leadership_approach::results_people_process_vision::paired
leadership_approach|results_people_process_vision|graduated|results|people|process|vision|How a Results-led leadership sequence responds under pressure|This leadership pattern follows a clear sequence: Results starts the response, People strengthens it, then Process and Vision add range as the work broadens.|This leadership pattern shows up when pressure rewards a clear order of attention, starting with clear outcomes and ownership. Each later signal tests whether the response also needs deeper trust, communication, and shared confidence, stronger structure, coordination, and repeatable standards, or longer-range direction, future context, and wider meaning.|This leadership pattern protects the work by giving leadership attention a sequence from clear outcomes and next steps toward longer-range direction and future context. It narrows when Process or Vision arrive too late, so bring them in before the first routes settle the response too early.|active|leadership_approach::results_people_process_vision::graduated
leadership_approach|results_people_process_vision|balanced|results|people|process|vision|How flexible Results-led leadership responds under pressure|This leadership pattern can enter through several routes. Results gives the first route, while People, Process, and Vision help the response fit the situation.|This leadership pattern shows up when pressure contains several leadership demands at once. Results gives the first route, then People, Process, and Vision test what the situation needs next.|This leadership pattern protects the work from over-relying on one leadership route. It narrows when switching routes creates confusion, so name the current priority before moving from Results toward People, Process, and Vision.|active|leadership_approach::results_people_process_vision::balanced
leadership_approach|results_people_vision_process|concentrated|results|people|vision|process|How Results-first leadership responds under pressure|This leadership pattern starts with Results: deciding what needs to happen and turning uncertainty into a next step people can follow. People and Vision add range, while Process keeps the response from narrowing too quickly.|This leadership pattern shows up when pressure makes clear outcomes and ownership feel like the clearest way to begin. The next signals test whether the response also needs deeper trust, communication, and shared confidence, longer-range direction, future context, and wider meaning, or stronger structure, coordination, and repeatable standards.|This leadership pattern protects the work from drift, unclear ownership, and decisions that do not become action. It narrows when pace outruns coordination, direction, or trust, so strengthen People, Vision, and Process before the response closes around Results alone.|active|leadership_approach::results_people_vision_process::concentrated
leadership_approach|results_people_vision_process|paired|results|people|vision|process|How Results-and-People leadership responds under pressure|This leadership pattern organises the response through Results and People together: combining clear outcomes and next steps with trust, communication, and shared confidence. Vision and Process keep the pair from becoming too narrow.|This leadership pattern shows up when pressure makes both clear outcomes and next steps and trust, communication, and shared confidence feel necessary to stabilise the work. The later signals test whether the response also needs longer-range direction, future context, and wider meaning or stronger structure, coordination, and repeatable standards.|This leadership pattern protects the work from drift, unclear ownership, and decisions that do not become action while adding trust, communication, and shared confidence. It narrows when the pair runs ahead of Vision and Process, so strengthen them before the response closes around the top two routes.|active|leadership_approach::results_people_vision_process::paired
leadership_approach|results_people_vision_process|graduated|results|people|vision|process|How a Results-led leadership sequence responds under pressure|This leadership pattern follows a clear sequence: Results starts the response, People strengthens it, then Vision and Process add range as the work broadens.|This leadership pattern shows up when pressure rewards a clear order of attention, starting with clear outcomes and ownership. Each later signal tests whether the response also needs deeper trust, communication, and shared confidence, longer-range direction, future context, and wider meaning, or stronger structure, coordination, and repeatable standards.|This leadership pattern protects the work by giving leadership attention a sequence from clear outcomes and next steps toward structure, sequence, and repeatable standards. It narrows when Vision or Process arrive too late, so bring them in before the first routes settle the response too early.|active|leadership_approach::results_people_vision_process::graduated
leadership_approach|results_people_vision_process|balanced|results|people|vision|process|How flexible Results-led leadership responds under pressure|This leadership pattern can enter through several routes. Results gives the first route, while People, Vision, and Process help the response fit the situation.|This leadership pattern shows up when pressure contains several leadership demands at once. Results gives the first route, then People, Vision, and Process test what the situation needs next.|This leadership pattern protects the work from over-relying on one leadership route. It narrows when switching routes creates confusion, so name the current priority before moving from Results toward People, Vision, and Process.|active|leadership_approach::results_people_vision_process::balanced
leadership_approach|process_results_vision_people|concentrated|process|results|vision|people|How Process-first leadership responds under pressure|This leadership pattern starts with Process: organising the work into structure, sequence, and repeatable standards. Results and Vision add range, while People keeps the response from narrowing too quickly.|This leadership pattern shows up when pressure makes structure and sequence feel like the clearest way to begin. The next signals test whether the response also needs clearer outcomes, decisions, and next steps, longer-range direction, future context, and wider meaning, or deeper trust, communication, and shared confidence.|This leadership pattern protects the work from confusion, rework, unclear standards, and unreliable follow-through. It narrows when method becomes more important than movement, direction, or trust, so strengthen Results, Vision, and People before the response closes around Process alone.|active|leadership_approach::process_results_vision_people::concentrated
leadership_approach|process_results_vision_people|paired|process|results|vision|people|How Process-and-Results leadership responds under pressure|This leadership pattern organises the response through Process and Results together: combining structure, sequence, and repeatable standards with clear outcomes and next steps. Vision and People keep the pair from becoming too narrow.|This leadership pattern shows up when pressure makes both structure, sequence, and repeatable standards and clear outcomes and next steps feel necessary to stabilise the work. The later signals test whether the response also needs longer-range direction, future context, and wider meaning or deeper trust, communication, and shared confidence.|This leadership pattern protects the work from confusion, rework, unclear standards, and unreliable follow-through while adding clear outcomes and next steps. It narrows when the pair runs ahead of Vision and People, so strengthen them before the response closes around the top two routes.|active|leadership_approach::process_results_vision_people::paired
leadership_approach|process_results_vision_people|graduated|process|results|vision|people|How a Process-led leadership sequence responds under pressure|This leadership pattern follows a clear sequence: Process starts the response, Results strengthens it, then Vision and People add range as the work broadens.|This leadership pattern shows up when pressure rewards a clear order of attention, starting with structure and sequence. Each later signal tests whether the response also needs clearer outcomes, decisions, and next steps, longer-range direction, future context, and wider meaning, or deeper trust, communication, and shared confidence.|This leadership pattern protects the work by giving leadership attention a sequence from structure, sequence, and repeatable standards toward trust, communication, and shared confidence. It narrows when Vision or People arrive too late, so bring them in before the first routes settle the response too early.|active|leadership_approach::process_results_vision_people::graduated
leadership_approach|process_results_vision_people|balanced|process|results|vision|people|How flexible Process-led leadership responds under pressure|This leadership pattern can enter through several routes. Process gives the first route, while Results, Vision, and People help the response fit the situation.|This leadership pattern shows up when pressure contains several leadership demands at once. Process gives the first route, then Results, Vision, and People test what the situation needs next.|This leadership pattern protects the work from over-relying on one leadership route. It narrows when switching routes creates confusion, so name the current priority before moving from Process toward Results, Vision, and People.|active|leadership_approach::process_results_vision_people::balanced
leadership_approach|process_results_people_vision|concentrated|process|results|people|vision|How Process-first leadership responds under pressure|This leadership pattern starts with Process: organising the work into structure, sequence, and repeatable standards. Results and People add range, while Vision keeps the response from narrowing too quickly.|This leadership pattern shows up when pressure makes structure and sequence feel like the clearest way to begin. The next signals test whether the response also needs clearer outcomes, decisions, and next steps, deeper trust, communication, and shared confidence, or longer-range direction, future context, and wider meaning.|This leadership pattern protects the work from confusion, rework, unclear standards, and unreliable follow-through. It narrows when method becomes more important than movement, direction, or trust, so strengthen Results, People, and Vision before the response closes around Process alone.|active|leadership_approach::process_results_people_vision::concentrated
leadership_approach|process_results_people_vision|paired|process|results|people|vision|How Process-and-Results leadership responds under pressure|This leadership pattern organises the response through Process and Results together: combining structure, sequence, and repeatable standards with clear outcomes and next steps. People and Vision keep the pair from becoming too narrow.|This leadership pattern shows up when pressure makes both structure, sequence, and repeatable standards and clear outcomes and next steps feel necessary to stabilise the work. The later signals test whether the response also needs deeper trust, communication, and shared confidence or longer-range direction, future context, and wider meaning.|This leadership pattern protects the work from confusion, rework, unclear standards, and unreliable follow-through while adding clear outcomes and next steps. It narrows when the pair runs ahead of People and Vision, so strengthen them before the response closes around the top two routes.|active|leadership_approach::process_results_people_vision::paired
leadership_approach|process_results_people_vision|graduated|process|results|people|vision|How a Process-led leadership sequence responds under pressure|This leadership pattern follows a clear sequence: Process starts the response, Results strengthens it, then People and Vision add range as the work broadens.|This leadership pattern shows up when pressure rewards a clear order of attention, starting with structure and sequence. Each later signal tests whether the response also needs clearer outcomes, decisions, and next steps, deeper trust, communication, and shared confidence, or longer-range direction, future context, and wider meaning.|This leadership pattern protects the work by giving leadership attention a sequence from structure, sequence, and repeatable standards toward longer-range direction and future context. It narrows when People or Vision arrive too late, so bring them in before the first routes settle the response too early.|active|leadership_approach::process_results_people_vision::graduated
leadership_approach|process_results_people_vision|balanced|process|results|people|vision|How flexible Process-led leadership responds under pressure|This leadership pattern can enter through several routes. Process gives the first route, while Results, People, and Vision help the response fit the situation.|This leadership pattern shows up when pressure contains several leadership demands at once. Process gives the first route, then Results, People, and Vision test what the situation needs next.|This leadership pattern protects the work from over-relying on one leadership route. It narrows when switching routes creates confusion, so name the current priority before moving from Process toward Results, People, and Vision.|active|leadership_approach::process_results_people_vision::balanced
leadership_approach|process_vision_results_people|concentrated|process|vision|results|people|How Process-first leadership responds under pressure|This leadership pattern starts with Process: organising the work into structure, sequence, and repeatable standards. Vision and Results add range, while People keeps the response from narrowing too quickly.|This leadership pattern shows up when pressure makes structure and sequence feel like the clearest way to begin. The next signals test whether the response also needs longer-range direction, future context, and wider meaning, clearer outcomes, decisions, and next steps, or deeper trust, communication, and shared confidence.|This leadership pattern protects the work from confusion, rework, unclear standards, and unreliable follow-through. It narrows when method becomes more important than movement, direction, or trust, so strengthen Vision, Results, and People before the response closes around Process alone.|active|leadership_approach::process_vision_results_people::concentrated
leadership_approach|process_vision_results_people|paired|process|vision|results|people|How Process-and-Vision leadership responds under pressure|This leadership pattern organises the response through Process and Vision together: combining structure, sequence, and repeatable standards with longer-range direction and future context. Results and People keep the pair from becoming too narrow.|This leadership pattern shows up when pressure makes both structure, sequence, and repeatable standards and longer-range direction and future context feel necessary to stabilise the work. The later signals test whether the response also needs clearer outcomes, decisions, and next steps or deeper trust, communication, and shared confidence.|This leadership pattern protects the work from confusion, rework, unclear standards, and unreliable follow-through while adding longer-range direction and future context. It narrows when the pair runs ahead of Results and People, so strengthen them before the response closes around the top two routes.|active|leadership_approach::process_vision_results_people::paired
leadership_approach|process_vision_results_people|graduated|process|vision|results|people|How a Process-led leadership sequence responds under pressure|This leadership pattern follows a clear sequence: Process starts the response, Vision strengthens it, then Results and People add range as the work broadens.|This leadership pattern shows up when pressure rewards a clear order of attention, starting with structure and sequence. Each later signal tests whether the response also needs longer-range direction, future context, and wider meaning, clearer outcomes, decisions, and next steps, or deeper trust, communication, and shared confidence.|This leadership pattern protects the work by giving leadership attention a sequence from structure, sequence, and repeatable standards toward trust, communication, and shared confidence. It narrows when Results or People arrive too late, so bring them in before the first routes settle the response too early.|active|leadership_approach::process_vision_results_people::graduated
leadership_approach|process_vision_results_people|balanced|process|vision|results|people|How flexible Process-led leadership responds under pressure|This leadership pattern can enter through several routes. Process gives the first route, while Vision, Results, and People help the response fit the situation.|This leadership pattern shows up when pressure contains several leadership demands at once. Process gives the first route, then Vision, Results, and People test what the situation needs next.|This leadership pattern protects the work from over-relying on one leadership route. It narrows when switching routes creates confusion, so name the current priority before moving from Process toward Vision, Results, and People.|active|leadership_approach::process_vision_results_people::balanced
leadership_approach|process_vision_people_results|concentrated|process|vision|people|results|How Process-first leadership responds under pressure|This leadership pattern starts with Process: organising the work into structure, sequence, and repeatable standards. Vision and People add range, while Results keeps the response from narrowing too quickly.|This leadership pattern shows up when pressure makes structure and sequence feel like the clearest way to begin. The next signals test whether the response also needs longer-range direction, future context, and wider meaning, deeper trust, communication, and shared confidence, or clearer outcomes, decisions, and next steps.|This leadership pattern protects the work from confusion, rework, unclear standards, and unreliable follow-through. It narrows when method becomes more important than movement, direction, or trust, so strengthen Vision, People, and Results before the response closes around Process alone.|active|leadership_approach::process_vision_people_results::concentrated
leadership_approach|process_vision_people_results|paired|process|vision|people|results|How Process-and-Vision leadership responds under pressure|This leadership pattern organises the response through Process and Vision together: combining structure, sequence, and repeatable standards with longer-range direction and future context. People and Results keep the pair from becoming too narrow.|This leadership pattern shows up when pressure makes both structure, sequence, and repeatable standards and longer-range direction and future context feel necessary to stabilise the work. The later signals test whether the response also needs deeper trust, communication, and shared confidence or clearer outcomes, decisions, and next steps.|This leadership pattern protects the work from confusion, rework, unclear standards, and unreliable follow-through while adding longer-range direction and future context. It narrows when the pair runs ahead of People and Results, so strengthen them before the response closes around the top two routes.|active|leadership_approach::process_vision_people_results::paired
leadership_approach|process_vision_people_results|graduated|process|vision|people|results|How a Process-led leadership sequence responds under pressure|This leadership pattern follows a clear sequence: Process starts the response, Vision strengthens it, then People and Results add range as the work broadens.|This leadership pattern shows up when pressure rewards a clear order of attention, starting with structure and sequence. Each later signal tests whether the response also needs longer-range direction, future context, and wider meaning, deeper trust, communication, and shared confidence, or clearer outcomes, decisions, and next steps.|This leadership pattern protects the work by giving leadership attention a sequence from structure, sequence, and repeatable standards toward clear outcomes and next steps. It narrows when People or Results arrive too late, so bring them in before the first routes settle the response too early.|active|leadership_approach::process_vision_people_results::graduated
leadership_approach|process_vision_people_results|balanced|process|vision|people|results|How flexible Process-led leadership responds under pressure|This leadership pattern can enter through several routes. Process gives the first route, while Vision, People, and Results help the response fit the situation.|This leadership pattern shows up when pressure contains several leadership demands at once. Process gives the first route, then Vision, People, and Results test what the situation needs next.|This leadership pattern protects the work from over-relying on one leadership route. It narrows when switching routes creates confusion, so name the current priority before moving from Process toward Vision, People, and Results.|active|leadership_approach::process_vision_people_results::balanced
leadership_approach|process_people_results_vision|concentrated|process|people|results|vision|How Process-first leadership responds under pressure|This leadership pattern starts with Process: organising the work into structure, sequence, and repeatable standards. People and Results add range, while Vision keeps the response from narrowing too quickly.|This leadership pattern shows up when pressure makes structure and sequence feel like the clearest way to begin. The next signals test whether the response also needs deeper trust, communication, and shared confidence, clearer outcomes, decisions, and next steps, or longer-range direction, future context, and wider meaning.|This leadership pattern protects the work from confusion, rework, unclear standards, and unreliable follow-through. It narrows when method becomes more important than movement, direction, or trust, so strengthen People, Results, and Vision before the response closes around Process alone.|active|leadership_approach::process_people_results_vision::concentrated
leadership_approach|process_people_results_vision|paired|process|people|results|vision|How Process-and-People leadership responds under pressure|This leadership pattern organises the response through Process and People together: combining structure, sequence, and repeatable standards with trust, communication, and shared confidence. Results and Vision keep the pair from becoming too narrow.|This leadership pattern shows up when pressure makes both structure, sequence, and repeatable standards and trust, communication, and shared confidence feel necessary to stabilise the work. The later signals test whether the response also needs clearer outcomes, decisions, and next steps or longer-range direction, future context, and wider meaning.|This leadership pattern protects the work from confusion, rework, unclear standards, and unreliable follow-through while adding trust, communication, and shared confidence. It narrows when the pair runs ahead of Results and Vision, so strengthen them before the response closes around the top two routes.|active|leadership_approach::process_people_results_vision::paired
leadership_approach|process_people_results_vision|graduated|process|people|results|vision|How a Process-led leadership sequence responds under pressure|This leadership pattern follows a clear sequence: Process starts the response, People strengthens it, then Results and Vision add range as the work broadens.|This leadership pattern shows up when pressure rewards a clear order of attention, starting with structure and sequence. Each later signal tests whether the response also needs deeper trust, communication, and shared confidence, clearer outcomes, decisions, and next steps, or longer-range direction, future context, and wider meaning.|This leadership pattern protects the work by giving leadership attention a sequence from structure, sequence, and repeatable standards toward longer-range direction and future context. It narrows when Results or Vision arrive too late, so bring them in before the first routes settle the response too early.|active|leadership_approach::process_people_results_vision::graduated
leadership_approach|process_people_results_vision|balanced|process|people|results|vision|How flexible Process-led leadership responds under pressure|This leadership pattern can enter through several routes. Process gives the first route, while People, Results, and Vision help the response fit the situation.|This leadership pattern shows up when pressure contains several leadership demands at once. Process gives the first route, then People, Results, and Vision test what the situation needs next.|This leadership pattern protects the work from over-relying on one leadership route. It narrows when switching routes creates confusion, so name the current priority before moving from Process toward People, Results, and Vision.|active|leadership_approach::process_people_results_vision::balanced
leadership_approach|process_people_vision_results|concentrated|process|people|vision|results|How Process-first leadership responds under pressure|This leadership pattern starts with Process: organising the work into structure, sequence, and repeatable standards. People and Vision add range, while Results keeps the response from narrowing too quickly.|This leadership pattern shows up when pressure makes structure and sequence feel like the clearest way to begin. The next signals test whether the response also needs deeper trust, communication, and shared confidence, longer-range direction, future context, and wider meaning, or clearer outcomes, decisions, and next steps.|This leadership pattern protects the work from confusion, rework, unclear standards, and unreliable follow-through. It narrows when method becomes more important than movement, direction, or trust, so strengthen People, Vision, and Results before the response closes around Process alone.|active|leadership_approach::process_people_vision_results::concentrated
leadership_approach|process_people_vision_results|paired|process|people|vision|results|How Process-and-People leadership responds under pressure|This leadership pattern organises the response through Process and People together: combining structure, sequence, and repeatable standards with trust, communication, and shared confidence. Vision and Results keep the pair from becoming too narrow.|This leadership pattern shows up when pressure makes both structure, sequence, and repeatable standards and trust, communication, and shared confidence feel necessary to stabilise the work. The later signals test whether the response also needs longer-range direction, future context, and wider meaning or clearer outcomes, decisions, and next steps.|This leadership pattern protects the work from confusion, rework, unclear standards, and unreliable follow-through while adding trust, communication, and shared confidence. It narrows when the pair runs ahead of Vision and Results, so strengthen them before the response closes around the top two routes.|active|leadership_approach::process_people_vision_results::paired
leadership_approach|process_people_vision_results|graduated|process|people|vision|results|How a Process-led leadership sequence responds under pressure|This leadership pattern follows a clear sequence: Process starts the response, People strengthens it, then Vision and Results add range as the work broadens.|This leadership pattern shows up when pressure rewards a clear order of attention, starting with structure and sequence. Each later signal tests whether the response also needs deeper trust, communication, and shared confidence, longer-range direction, future context, and wider meaning, or clearer outcomes, decisions, and next steps.|This leadership pattern protects the work by giving leadership attention a sequence from structure, sequence, and repeatable standards toward clear outcomes and next steps. It narrows when Vision or Results arrive too late, so bring them in before the first routes settle the response too early.|active|leadership_approach::process_people_vision_results::graduated
