domain_key|pattern_key|score_shape|rank_1_signal_key|rank_2_signal_key|rank_3_signal_key|rank_4_signal_key|headline|recognition_statement|recognition_expansion|status|lookup_key
flow_state|social_exchange_creative_movement_physical_rhythm_deep_focus|graduated|social_exchange|creative_movement|physical_rhythm|deep_focus|Exchange, ideas, movement, then focus|You are likely to reach flow through a sequence where response starts the work, ideas widen it, movement resets it, and focus finishes it.|This pattern may show up when shared momentum helps the work become alive quickly. Creative Movement adds options and reframes. Physical Rhythm keeps the process from becoming only verbal or mental. Deep Focus may need to come in deliberately so the best direction gets enough care to hold together.|active|flow_state::social_exchange_creative_movement_physical_rhythm_deep_focus::graduated
flow_state|social_exchange_creative_movement_physical_rhythm_deep_focus|balanced|social_exchange|creative_movement|physical_rhythm|deep_focus|Flexible flow through response and ideas|You may find flow through conversation, ideas, movement, or focus depending on the task and setting.|Social Exchange appears first, but the other routes are close enough to matter. Some work may need response and new angles. Some may need a physical reset. Some may need quiet attention before it is complete. This result is about choosing the condition that turns shared energy into useful progress.|active|flow_state::social_exchange_creative_movement_physical_rhythm_deep_focus::balanced
flow_state|social_exchange_physical_rhythm_deep_focus_creative_movement|concentrated|social_exchange|physical_rhythm|deep_focus|creative_movement|Exchange with movement behind it|You are most likely to find flow when live interaction works with movement, pace, or practical activity.|This pattern often shows up when talking while doing, walking through an issue, demonstrating, facilitating, or working alongside someone helps attention and meaning appear. Physical Rhythm keeps the exchange grounded in action. Deep Focus gives the useful part substance afterwards. Creative Movement may need deliberate room when the work needs more range or a less obvious angle.|active|flow_state::social_exchange_physical_rhythm_deep_focus_creative_movement::concentrated
flow_state|social_exchange_physical_rhythm_deep_focus_creative_movement|paired|social_exchange|physical_rhythm|deep_focus|creative_movement|Shared clarity through action|You are likely to find flow when Social Exchange and Physical Rhythm work closely together.|This result may feel familiar if conversation becomes clearer when it is linked to movement, demonstration, practical work, or a shared pace. Physical Rhythm helps the exchange stay active and grounded. Deep Focus gives the important point enough time afterwards. Creative Movement is useful when the work needs a fresh angle or wider possibility.|active|flow_state::social_exchange_physical_rhythm_deep_focus_creative_movement::paired
flow_state|social_exchange_physical_rhythm_deep_focus_creative_movement|graduated|social_exchange|physical_rhythm|deep_focus|creative_movement|Exchange, movement, then depth|You are likely to reach flow through a clear order: live exchange opens the work, movement grounds it, focus deepens it, and ideas add range.|This pattern may show up when shared activity or practical discussion helps the work become clearer. Physical Rhythm gives the exchange a pace and a reset route. Deep Focus helps you stay with the important part after the interaction. Creative Movement is useful when the result needs more originality or a different route.|active|flow_state::social_exchange_physical_rhythm_deep_focus_creative_movement::graduated
flow_state|social_exchange_physical_rhythm_deep_focus_creative_movement|balanced|social_exchange|physical_rhythm|deep_focus|creative_movement|Several routes through shared work|You may find flow through exchange, movement, focus, or ideas depending on what the task needs.|Social Exchange appears first, but Physical Rhythm and Deep Focus are close enough to matter. Some work may need a moving conversation or practical rhythm. Some may need quiet thought or a fresh angle. The pattern works best when you choose the condition that makes the work clearer now.|active|flow_state::social_exchange_physical_rhythm_deep_focus_creative_movement::balanced
flow_state|social_exchange_physical_rhythm_creative_movement_deep_focus|concentrated|social_exchange|physical_rhythm|creative_movement|deep_focus|Shared momentum with room to move|You are most likely to find flow when exchange and physical rhythm create momentum, then ideas add range.|This pattern often shows up when live response and practical movement help the work get started. You may think better while facilitating, demonstrating, walking, doing, or solving something with another person. Physical Rhythm keeps the exchange active. Creative Movement adds new angles. Deep Focus may need deliberate use when the work now needs careful finishing or refinement.|active|flow_state::social_exchange_physical_rhythm_creative_movement_deep_focus::concentrated
flow_state|social_exchange_physical_rhythm_creative_movement_deep_focus|paired|social_exchange|physical_rhythm|creative_movement|deep_focus|Exchange with a moving rhythm|You are likely to find flow when live exchange and physical rhythm sit close together.|This result may feel recognisable if shared pace, practical activity, or movement helps a conversation become more useful. Physical Rhythm gives Social Exchange a way to stay grounded and responsive. Creative Movement can widen the route when the work needs ideas. Deep Focus is useful range when the result needs more care, detail, or completion.|active|flow_state::social_exchange_physical_rhythm_creative_movement_deep_focus::paired
flow_state|social_exchange_physical_rhythm_creative_movement_deep_focus|graduated|social_exchange|physical_rhythm|creative_movement|deep_focus|Respond, move, open ideas, then focus|You are likely to reach flow through a stepped pattern where exchange starts the work, rhythm sustains it, ideas widen it, and focus finishes it.|This pattern may show up when contact with others and practical momentum help the work find direction. Physical Rhythm keeps the process moving without becoming only talk. Creative Movement adds range when the route needs more possibility. Deep Focus may need to be added deliberately so the useful direction becomes finished work.|active|flow_state::social_exchange_physical_rhythm_creative_movement_deep_focus::graduated
flow_state|social_exchange_physical_rhythm_creative_movement_deep_focus|balanced|social_exchange|physical_rhythm|creative_movement|deep_focus|Flexible flow through contact and pace|You may find flow through exchange, movement, ideas, or focus depending on the work in front of you.|Social Exchange appears first, but the ranking should be treated lightly. Some tasks may need another person. Some may need movement or a fresh angle. Some may need quiet concentration before they are complete. The useful move is to choose the condition that turns live momentum into clear progress.|active|flow_state::social_exchange_physical_rhythm_creative_movement_deep_focus::balanced
