domain_key|pattern_key|score_shape|rank_1_signal_key|rank_2_signal_key|rank_3_signal_key|rank_4_signal_key|synthesis_title|gift|trap|takeaway|synthesis_text|status|lookup_key
leadership-approach|results_vision_process_people|graduated|results|vision|process|people|Results through to People|This pattern can make leadership feel coherent because the order gives a clear sequence: Results first, then Vision, then Process, with People added deliberately when needed.|It can become too narrow when the early signals settle the work before People has been considered. The later signal is range that may change what the pattern notices.|Remember the sequence, but do not let it become a fixed rule; clearer communication, inclusion, and shared commitment may be the missing piece in some situations.|The overall pattern is a stepped leadership approach. It tends to move from outcomes, decisions, ownership, and follow-through towards clarity, sequencing, standards, and dependable structure, while People gives the pattern a further check when the situation needs a fuller response.|active|leadership-approach::results_vision_process_people::graduated
leadership-approach|results_vision_process_people|balanced|results|vision|process|people|A flexible Results, Vision, Process, and People pattern|This pattern can make leadership feel adaptable because several routes are available: Results, Vision, Process, and People. The value lies in matching the response to the situation rather than proving one route is always right.|It can become too narrow when the leader moves between routes without making the current priority clear. Others may then struggle to tell whether the work now needs outcomes, decisions, ownership, and follow-through, direction, framing, possibility, meaning, and future consequence, clarity, sequencing, standards, and dependable structure, or trust, communication, inclusion, development, and relational judgement.|Remember that flexibility still needs clarity; name the leadership need that matters most in the moment.|The overall pattern is a balanced leadership approach with several usable ways into the work. Context matters: different moments may call for progress, structure, direction, or trust, and the pattern works best when that choice is made visible.|active|leadership-approach::results_vision_process_people::balanced
leadership-approach|results_vision_people_process|concentrated|results|vision|people|process|Results at the centre|This pattern can make leadership feel clear because Results gives the response a strong centre: turning pressure into visible progress and accountable next steps. Vision and People add range without removing that first point of focus.|It can become too narrow when progress is pushed before enough context, trust, or structure is in place. Process is the deliberate range that keeps the pattern rounded when the first response has done its job.|Remember that movement needs a clear outcome and a named next step, but it still needs clearer sequence, standards, and handover when the situation asks for more range.|The overall pattern is a leadership approach that starts by trusting outcomes, decisions, ownership, and follow-through. At its best, it gives people a clear way into the work while still leaving room for Vision, People, and Process to complete the picture.|active|leadership-approach::results_vision_people_process::concentrated
leadership-approach|results_vision_people_process|paired|results|vision|people|process|Results and Vision in close partnership|This pattern can make leadership feel credible because Results and Vision work as a close pair. Together they connect outcomes, decisions, ownership, and follow-through with direction, framing, possibility, meaning, and future consequence.|It can become too narrow when the top pair takes most of the attention and People or Process arrives too late. The pattern does not need less of the pair; it needs enough range around it.|Remember that Results and Vision are most useful when they leave space for clearer sequence, standards, and handover.|The overall pattern is a two-signal leadership centre with Results and Vision doing much of the early interpretive work. People can broaden the response, while Process may need deliberate attention so the pair does not answer every problem in the same way.|active|leadership-approach::results_vision_people_process::paired
leadership-approach|results_vision_people_process|graduated|results|vision|people|process|Results through to Process|This pattern can make leadership feel coherent because the order gives a clear sequence: Results first, then Vision, then People, with Process added deliberately when needed.|It can become too narrow when the early signals settle the work before Process has been considered. The later signal is range that may change what the pattern notices.|Remember the sequence, but do not let it become a fixed rule; clearer sequence, standards, and handover may be the missing piece in some situations.|The overall pattern is a stepped leadership approach. It tends to move from outcomes, decisions, ownership, and follow-through towards trust, communication, inclusion, development, and relational judgement, while Process gives the pattern a further check when the situation needs a fuller response.|active|leadership-approach::results_vision_people_process::graduated
leadership-approach|results_vision_people_process|balanced|results|vision|people|process|A flexible Results, Vision, People, and Process pattern|This pattern can make leadership feel adaptable because several routes are available: Results, Vision, People, and Process. The value lies in matching the response to the situation rather than proving one route is always right.|It can become too narrow when the leader moves between routes without making the current priority clear. Others may then struggle to tell whether the work now needs outcomes, decisions, ownership, and follow-through, direction, framing, possibility, meaning, and future consequence, trust, communication, inclusion, development, and relational judgement, or clarity, sequencing, standards, and dependable structure.|Remember that flexibility still needs clarity; name the leadership need that matters most in the moment.|The overall pattern is a balanced leadership approach with several usable ways into the work. Context matters: different moments may call for progress, structure, direction, or trust, and the pattern works best when that choice is made visible.|active|leadership-approach::results_vision_people_process::balanced
leadership-approach|results_people_process_vision|concentrated|results|people|process|vision|Results at the centre|This pattern can make leadership feel clear because Results gives the response a strong centre: turning pressure into visible progress and accountable next steps. People and Process add range without removing that first point of focus.|It can become too narrow when progress is pushed before enough context, trust, or structure is in place. Vision is the deliberate range that keeps the pattern rounded when the first response has done its job.|Remember that movement needs a clear outcome and a named next step, but it still needs stronger direction, meaning, and future context when the situation asks for more range.|The overall pattern is a leadership approach that starts by trusting outcomes, decisions, ownership, and follow-through. At its best, it gives people a clear way into the work while still leaving room for People, Process, and Vision to complete the picture.|active|leadership-approach::results_people_process_vision::concentrated
leadership-approach|results_people_process_vision|paired|results|people|process|vision|Results and People in close partnership|This pattern can make leadership feel credible because Results and People work as a close pair. Together they connect outcomes, decisions, ownership, and follow-through with trust, communication, inclusion, development, and relational judgement.|It can become too narrow when the top pair takes most of the attention and Process or Vision arrives too late. The pattern does not need less of the pair; it needs enough range around it.|Remember that Results and People are most useful when they leave space for stronger direction, meaning, and future context.|The overall pattern is a two-signal leadership centre with Results and People doing much of the early interpretive work. Process can broaden the response, while Vision may need deliberate attention so the pair does not answer every problem in the same way.|active|leadership-approach::results_people_process_vision::paired
leadership-approach|results_people_process_vision|graduated|results|people|process|vision|Results through to Vision|This pattern can make leadership feel coherent because the order gives a clear sequence: Results first, then People, then Process, with Vision added deliberately when needed.|It can become too narrow when the early signals settle the work before Vision has been considered. The later signal is range that may change what the pattern notices.|Remember the sequence, but do not let it become a fixed rule; stronger direction, meaning, and future context may be the missing piece in some situations.|The overall pattern is a stepped leadership approach. It tends to move from outcomes, decisions, ownership, and follow-through towards clarity, sequencing, standards, and dependable structure, while Vision gives the pattern a further check when the situation needs a fuller response.|active|leadership-approach::results_people_process_vision::graduated
leadership-approach|results_people_process_vision|balanced|results|people|process|vision|A flexible Results, People, Process, and Vision pattern|This pattern can make leadership feel adaptable because several routes are available: Results, People, Process, and Vision. The value lies in matching the response to the situation rather than proving one route is always right.|It can become too narrow when the leader moves between routes without making the current priority clear. Others may then struggle to tell whether the work now needs outcomes, decisions, ownership, and follow-through, trust, communication, inclusion, development, and relational judgement, clarity, sequencing, standards, and dependable structure, or direction, framing, possibility, meaning, and future consequence.|Remember that flexibility still needs clarity; name the leadership need that matters most in the moment.|The overall pattern is a balanced leadership approach with several usable ways into the work. Context matters: different moments may call for progress, structure, direction, or trust, and the pattern works best when that choice is made visible.|active|leadership-approach::results_people_process_vision::balanced
leadership-approach|results_people_vision_process|concentrated|results|people|vision|process|Results at the centre|This pattern can make leadership feel clear because Results gives the response a strong centre: turning pressure into visible progress and accountable next steps. People and Vision add range without removing that first point of focus.|It can become too narrow when progress is pushed before enough context, trust, or structure is in place. Process is the deliberate range that keeps the pattern rounded when the first response has done its job.|Remember that movement needs a clear outcome and a named next step, but it still needs clearer sequence, standards, and handover when the situation asks for more range.|The overall pattern is a leadership approach that starts by trusting outcomes, decisions, ownership, and follow-through. At its best, it gives people a clear way into the work while still leaving room for People, Vision, and Process to complete the picture.|active|leadership-approach::results_people_vision_process::concentrated
leadership-approach|results_people_vision_process|paired|results|people|vision|process|Results and People in close partnership|This pattern can make leadership feel credible because Results and People work as a close pair. Together they connect outcomes, decisions, ownership, and follow-through with trust, communication, inclusion, development, and relational judgement.|It can become too narrow when the top pair takes most of the attention and Vision or Process arrives too late. The pattern does not need less of the pair; it needs enough range around it.|Remember that Results and People are most useful when they leave space for clearer sequence, standards, and handover.|The overall pattern is a two-signal leadership centre with Results and People doing much of the early interpretive work. Vision can broaden the response, while Process may need deliberate attention so the pair does not answer every problem in the same way.|active|leadership-approach::results_people_vision_process::paired
leadership-approach|results_people_vision_process|graduated|results|people|vision|process|Results through to Process|This pattern can make leadership feel coherent because the order gives a clear sequence: Results first, then People, then Vision, with Process added deliberately when needed.|It can become too narrow when the early signals settle the work before Process has been considered. The later signal is range that may change what the pattern notices.|Remember the sequence, but do not let it become a fixed rule; clearer sequence, standards, and handover may be the missing piece in some situations.|The overall pattern is a stepped leadership approach. It tends to move from outcomes, decisions, ownership, and follow-through towards direction, framing, possibility, meaning, and future consequence, while Process gives the pattern a further check when the situation needs a fuller response.|active|leadership-approach::results_people_vision_process::graduated
leadership-approach|results_people_vision_process|balanced|results|people|vision|process|A flexible Results, People, Vision, and Process pattern|This pattern can make leadership feel adaptable because several routes are available: Results, People, Vision, and Process. The value lies in matching the response to the situation rather than proving one route is always right.|It can become too narrow when the leader moves between routes without making the current priority clear. Others may then struggle to tell whether the work now needs outcomes, decisions, ownership, and follow-through, trust, communication, inclusion, development, and relational judgement, direction, framing, possibility, meaning, and future consequence, or clarity, sequencing, standards, and dependable structure.|Remember that flexibility still needs clarity; name the leadership need that matters most in the moment.|The overall pattern is a balanced leadership approach with several usable ways into the work. Context matters: different moments may call for progress, structure, direction, or trust, and the pattern works best when that choice is made visible.|active|leadership-approach::results_people_vision_process::balanced
