domain_key|pattern_key|score_shape|closing_summary|core_gift|core_trap|development_edge|memorable_line|status|lookup_key
flow_state|social_exchange_creative_movement_deep_focus_physical_rhythm|graduated|This pattern moves from exchange into ideas, then focus, then physical rhythm. The sequence works when live contact opens possibility and focus turns it into something more substantial.|You can build ideas with others and then develop the best one.|You may leave recovery until after the work is already mentally crowded.|Follow the order, then change state before continuing with more response or options.|Let response open the idea, then give it depth and space.|active|flow_state::social_exchange_creative_movement_deep_focus_physical_rhythm::graduated
flow_state|social_exchange_creative_movement_deep_focus_physical_rhythm|balanced|Read this as flexible flow through response, ideas, focus, and movement. Social Exchange is lightly first, but the work may need quiet development or state change just as much as another conversation.|You can use feedback and ideas without being locked into either one.|You may keep the work live after it needs depth or recovery.|Use the route that clarifies the task, then add focus or rhythm when the pattern gets crowded.|Good response should make the next condition clearer.|active|flow_state::social_exchange_creative_movement_deep_focus_physical_rhythm::balanced
flow_state|social_exchange_creative_movement_physical_rhythm_deep_focus|concentrated|Your clearest route into flow is Social Exchange supported by Creative Movement and Physical Rhythm. Deep Focus is the deliberate range that turns live, active work into a clear final answer.|You can use response, ideas, and action to make progress visible.|You may keep the work open and active after it needs careful thought.|Use exchange, ideas, and rhythm to open progress, then bring in focused attention before final decisions.|Live progress still needs a clear finish.|active|flow_state::social_exchange_creative_movement_physical_rhythm_deep_focus::concentrated
flow_state|social_exchange_creative_movement_physical_rhythm_deep_focus|paired|Flow is likely to come from Social Exchange and Creative Movement as a close pair. Physical Rhythm keeps the work practical, while Deep Focus gives the chosen route enough depth to hold.|You can improve ideas through real-time response.|You may keep changing the work after the main answer needs attention.|Use the response-and-ideas pair, then add physical rhythm and a focused finish.|Let the exchange open options, then finish one route well.|active|flow_state::social_exchange_creative_movement_physical_rhythm_deep_focus::paired
flow_state|social_exchange_creative_movement_physical_rhythm_deep_focus|graduated|This pattern moves from exchange into ideas, then physical rhythm, then focus. It can create lively progress when the final step gives the work enough depth to stand.|You can use conversation, options, and action before settling the answer.|You may act on a flexible idea before the important thinking is complete.|Follow the sequence, then give Deep Focus the time needed to finish the chosen direction.|Open it with people, finish it with attention.|active|flow_state::social_exchange_creative_movement_physical_rhythm_deep_focus::graduated
flow_state|social_exchange_creative_movement_physical_rhythm_deep_focus|balanced|Read this as flexible social flow with ideas, movement, and focus all available. Deep Focus is deliberate range when the work needs a stable answer rather than another adjustment.|You can use several active routes to enter and improve the work.|You may stay responsive after the answer needs quiet development.|Use response and ideas to open progress, then add focus when the work needs to hold together.|A good conversation should lead to clear work.|active|flow_state::social_exchange_creative_movement_physical_rhythm_deep_focus::balanced
flow_state|social_exchange_physical_rhythm_deep_focus_creative_movement|concentrated|Your clearest route into flow is Social Exchange supported by Physical Rhythm. Deep Focus gives the work substance, and Creative Movement is the deliberate range that keeps practical response from becoming too fixed.|You can create clarity through shared action and conversation.|You may let shared momentum settle the answer before another option appears.|Use exchange and rhythm to find direction, then add depth and one different route before closing.|Shared progress still needs a better angle when the work asks for it.|active|flow_state::social_exchange_physical_rhythm_deep_focus_creative_movement::concentrated
flow_state|social_exchange_physical_rhythm_deep_focus_creative_movement|paired|Flow is likely to come from Social Exchange and Physical Rhythm working closely together. The work is strongest when shared pace creates clarity without replacing depth or possibility.|You can make progress through live response, demonstration, and action.|You may move with the room before the deeper point is understood.|Use the social-and-rhythm pair, then add focus and Creative Movement before the answer becomes too practical.|Shared momentum works best with depth and range.|active|flow_state::social_exchange_physical_rhythm_deep_focus_creative_movement::paired
flow_state|social_exchange_physical_rhythm_deep_focus_creative_movement|graduated|This pattern moves from exchange into rhythm, then focus, then ideas. The sequence can turn shared momentum into serious work when the final signal is invited before the answer closes.|You can use response and action to make the next step visible.|You may treat the practical route as enough before trying another frame.|Follow the order, then bring in Creative Movement while the work can still improve.|Talk it through, move it forward, then open one more route.|active|flow_state::social_exchange_physical_rhythm_deep_focus_creative_movement::graduated
flow_state|social_exchange_physical_rhythm_deep_focus_creative_movement|balanced|Read this as flexible flow through response, movement, focus, and ideas. Social Exchange is lightly first, but context should decide whether the work now needs action, depth, or possibility.|You can use live contact and practical movement without losing access to thought or ideas.|You may stay with shared pace before the answer has enough depth or range.|Use the condition that makes progress clearer, then add the signal the work is missing.|Flow improves when shared progress still has room to think and reframe.|active|flow_state::social_exchange_physical_rhythm_deep_focus_creative_movement::balanced
flow_state|social_exchange_physical_rhythm_creative_movement_deep_focus|concentrated|Your clearest route into flow is Social Exchange, supported by Physical Rhythm and Creative Movement. Deep Focus is the deliberate range that turns active, responsive work into a stable answer.|You can create movement, ideas, and shared clarity quickly.|You may keep responding and adjusting after the work needs deeper attention.|Use exchange, rhythm, and ideas to open progress, then add focused time before final decisions.|Response can start the work. Attention helps it stand.|active|flow_state::social_exchange_physical_rhythm_creative_movement_deep_focus::concentrated
flow_state|social_exchange_physical_rhythm_creative_movement_deep_focus|paired|Flow is likely to come from Social Exchange and Physical Rhythm as a close pair. Creative Movement adds range, while Deep Focus gives the final route enough care to hold together.|You can turn shared pace into progress people can see.|You may keep the situation moving before the important thought is complete.|Use the social-and-rhythm pair, then add ideas and protected attention before closing.|Shared pace helps the work start. Focus helps it finish.|active|flow_state::social_exchange_physical_rhythm_creative_movement_deep_focus::paired
flow_state|social_exchange_physical_rhythm_creative_movement_deep_focus|graduated|This pattern moves from exchange into rhythm, then ideas, then focus. It can create active and adaptive progress when the final step gives the work enough depth.|You can use response, movement, and options before settling the answer.|You may leave deeper attention until the work is already moving quickly.|Follow the sequence, then give the chosen route enough focus to become clear and complete.|Respond, move, reframe, then finish the thought.|active|flow_state::social_exchange_physical_rhythm_creative_movement_deep_focus::graduated
flow_state|social_exchange_physical_rhythm_creative_movement_deep_focus|balanced|Read this as flexible social flow with movement, ideas, and focus available. The best route may change with the task, but the result is strongest when response turns into clear work.|You can use several routes to create shared progress.|You may keep the work live after it needs one settled direction.|Start with the condition that clarifies the task, then add focus when the answer needs to hold.|Good flow turns response into something clear enough to use.|active|flow_state::social_exchange_physical_rhythm_creative_movement_deep_focus::balanced
