domain_key|pattern_key|application_key|priority|application_title|application_text|linked_signal_key|status|lookup_key
flow-state|deep_focus_physical_rhythm_social_exchange_creative_movement|application_2|2|Keep the work steady and visible|Use Physical Rhythm to keep progress practical. Set a short work cycle, mark what has moved forward, then use Social Exchange to check whether the result is understandable.|physical_rhythm|active|flow-state::deep_focus_physical_rhythm_social_exchange_creative_movement::application_2
flow-state|deep_focus_physical_rhythm_social_exchange_creative_movement|application_3|3|Invite a new angle before closing|When the answer feels too fixed, bring in Creative Movement deliberately. Try one alternative structure, route, or example before you finalise the work.|creative_movement|active|flow-state::deep_focus_physical_rhythm_social_exchange_creative_movement::application_3
flow-state|deep_focus_social_exchange_creative_movement_physical_rhythm|application_1|1|Think before the conversation|Start by forming your own view before you ask for input. Write the main point, the uncertainty, and the decision you are trying to make.|deep_focus|active|flow-state::deep_focus_social_exchange_creative_movement_physical_rhythm::application_1
flow-state|deep_focus_social_exchange_creative_movement_physical_rhythm|application_2|2|Use response to sharpen the work|Bring in Social Exchange once there is something real to discuss. Ask for a specific reaction, then use Creative Movement to improve the route or explanation.|social_exchange|active|flow-state::deep_focus_social_exchange_creative_movement_physical_rhythm::application_2
flow-state|deep_focus_social_exchange_creative_movement_physical_rhythm|application_3|3|Change state before another round|When thinking and conversation start to feel crowded, bring in Physical Rhythm. Step away, move, or change setting before you decide what needs attention next.|physical_rhythm|active|flow-state::deep_focus_social_exchange_creative_movement_physical_rhythm::application_3
flow-state|deep_focus_social_exchange_physical_rhythm_creative_movement|application_1|1|Build the view before sharing|Start by giving yourself enough time to understand the issue. Capture your current view in a few lines before bringing it into discussion.|deep_focus|active|flow-state::deep_focus_social_exchange_physical_rhythm_creative_movement::application_1
flow-state|deep_focus_social_exchange_physical_rhythm_creative_movement|application_2|2|Make feedback concrete|Use Social Exchange to find what is clear, missing, or difficult to apply. Then use Physical Rhythm to turn the next step into a practical action or work block.|social_exchange|active|flow-state::deep_focus_social_exchange_physical_rhythm_creative_movement::application_2
flow-state|deep_focus_social_exchange_physical_rhythm_creative_movement|application_3|3|Make room for another option|When the tested answer feels too settled, bring in Creative Movement. Ask what would change if you explained it a different way or tried a less obvious route.|creative_movement|active|flow-state::deep_focus_social_exchange_physical_rhythm_creative_movement::application_3
flow-state|creative_movement_deep_focus_physical_rhythm_social_exchange|application_1|1|Start with options on the table|Start by giving the work several possible routes. Sketch three angles, examples, or structures before you decide which one deserves attention.|creative_movement|active|flow-state::creative_movement_deep_focus_physical_rhythm_social_exchange::application_1
flow-state|creative_movement_deep_focus_physical_rhythm_social_exchange|application_2|2|Develop the strongest route|Use Deep Focus to give one option enough substance. Work it through until you can explain what problem it solves and what the next step should be.|deep_focus|active|flow-state::creative_movement_deep_focus_physical_rhythm_social_exchange::application_2
flow-state|creative_movement_deep_focus_physical_rhythm_social_exchange|application_3|3|Ask for a clear response|When the idea starts to narrow, bring in Social Exchange deliberately. Share the strongest version and ask where it lands, where it loses people, and what needs changing.|social_exchange|active|flow-state::creative_movement_deep_focus_physical_rhythm_social_exchange::application_3
flow-state|creative_movement_deep_focus_social_exchange_physical_rhythm|application_1|1|Open the work before fixing it|Start by letting the task move. Try a fresh frame, rough version, or different order before you settle on the main route.|creative_movement|active|flow-state::creative_movement_deep_focus_social_exchange_physical_rhythm::application_1
flow-state|creative_movement_deep_focus_social_exchange_physical_rhythm|application_2|2|Give the idea depth and response|Use Deep Focus to make the best idea clearer, then bring in Social Exchange to see whether it makes sense to someone else. Keep the question specific.|deep_focus|active|flow-state::creative_movement_deep_focus_social_exchange_physical_rhythm::application_2
flow-state|creative_movement_deep_focus_social_exchange_physical_rhythm|application_3|3|Shift state when the loop gets mental|When ideas, focus, and feedback start to crowd the work, bring in Physical Rhythm. Move, change setting, or use a short practical task to clear the next step.|physical_rhythm|active|flow-state::creative_movement_deep_focus_social_exchange_physical_rhythm::application_3
flow-state|creative_movement_physical_rhythm_deep_focus_social_exchange|application_1|1|Begin with a fresh route|Start by changing the shape of the task. Use a sketch, example, reordered list, or rough version to make the work easier to enter.|creative_movement|active|flow-state::creative_movement_physical_rhythm_deep_focus_social_exchange::application_1
flow-state|creative_movement_physical_rhythm_deep_focus_social_exchange|application_2|2|Keep momentum grounded|Use Physical Rhythm to keep the idea moving without becoming scattered. Work in a short cycle, move while thinking, or change setting when the work gets crowded.|physical_rhythm|active|flow-state::creative_movement_physical_rhythm_deep_focus_social_exchange::application_2
flow-state|creative_movement_physical_rhythm_deep_focus_social_exchange|application_3|3|Bring in an external check|When the work starts to narrow around your own route, bring in Social Exchange. Ask whether the idea is clear enough to use, not whether it is interesting.|social_exchange|active|flow-state::creative_movement_physical_rhythm_deep_focus_social_exchange::application_3
flow-state|creative_movement_physical_rhythm_social_exchange_deep_focus|application_1|1|Try the work in motion|Start by making the idea active. Change the setup, build a quick version, or move through the task until the next route becomes visible.|creative_movement|active|flow-state::creative_movement_physical_rhythm_social_exchange_deep_focus::application_1
flow-state|creative_movement_physical_rhythm_social_exchange_deep_focus|application_2|2|Use pace and response together|Bring in Physical Rhythm to keep the work moving, then use Social Exchange to notice what becomes clearer in real time. Capture the useful change before it disappears.|physical_rhythm|active|flow-state::creative_movement_physical_rhythm_social_exchange_deep_focus::application_2
flow-state|creative_movement_physical_rhythm_social_exchange_deep_focus|application_3|3|Protect a focused finishing block|When the work keeps opening, bring in Deep Focus deliberately. Set one small part to finish, remove extra options, and stay with it until it holds together.|deep_focus|active|flow-state::creative_movement_physical_rhythm_social_exchange_deep_focus::application_3
flow-state|creative_movement_social_exchange_deep_focus_physical_rhythm|application_1|1|Start where the idea has energy|Start by naming the route, example, or question that feels most alive. Use it as an entry point rather than waiting for the whole plan to be complete.|creative_movement|active|flow-state::creative_movement_social_exchange_deep_focus_physical_rhythm::application_1
flow-state|creative_movement_social_exchange_deep_focus_physical_rhythm|application_2|2|Shape the idea in conversation|Use Social Exchange to improve the idea while it is still flexible. Explain it briefly, listen for what becomes clearer, then use Deep Focus to develop the strongest part.|social_exchange|active|flow-state::creative_movement_social_exchange_deep_focus_physical_rhythm::application_2
flow-state|creative_movement_social_exchange_deep_focus_physical_rhythm|application_3|3|Add rhythm before the next round|When ideas and conversation start to run long, bring in Physical Rhythm. Change pace or setting before deciding whether to continue, simplify, or stop.|physical_rhythm|active|flow-state::creative_movement_social_exchange_deep_focus_physical_rhythm::application_3
flow-state|creative_movement_social_exchange_physical_rhythm_deep_focus|application_1|1|Make the first version rough|Start by creating a version that can change. A rough outline, quick explanation, or sample route gives the work something to respond to.|creative_movement|active|flow-state::creative_movement_social_exchange_physical_rhythm_deep_focus::application_1
flow-state|creative_movement_social_exchange_physical_rhythm_deep_focus|application_2|2|Use response to find the next move|Bring in Social Exchange while the work is still easy to adjust. Then use Physical Rhythm to turn what you learned into one practical next action.|social_exchange|active|flow-state::creative_movement_social_exchange_physical_rhythm_deep_focus::application_2
flow-state|creative_movement_social_exchange_physical_rhythm_deep_focus|application_3|3|Finish one thing properly|When the pattern keeps moving, bring in Deep Focus. Choose one part that matters, give it a protected block, and complete the thinking before reopening options.|deep_focus|active|flow-state::creative_movement_social_exchange_physical_rhythm_deep_focus::application_3
flow-state|physical_rhythm_deep_focus_creative_movement_social_exchange|application_1|1|Start by changing state|Start by using movement, pace, or environment to enter the work. Set up the physical conditions first, then begin the task while attention is easier to access.|physical_rhythm|active|flow-state::physical_rhythm_deep_focus_creative_movement_social_exchange::application_1
flow-state|physical_rhythm_deep_focus_creative_movement_social_exchange|application_2|2|Turn momentum into depth|Use Deep Focus once the work is moving. Pick the hardest part, stay with it for a short protected block, then let Creative Movement open one better route if needed.|deep_focus|active|flow-state::physical_rhythm_deep_focus_creative_movement_social_exchange::application_2
flow-state|physical_rhythm_deep_focus_creative_movement_social_exchange|application_3|3|Bring in a response point|When steady work starts to narrow, bring in Social Exchange. Show the current result and ask what is clear enough to use now.|social_exchange|active|flow-state::physical_rhythm_deep_focus_creative_movement_social_exchange::application_3
flow-state|physical_rhythm_deep_focus_social_exchange_creative_movement|application_1|1|Use rhythm as the entry point|Start by creating a physical route into the task. Walk first, change rooms, set a timer, or begin with a practical action that makes the work less static.|physical_rhythm|active|flow-state::physical_rhythm_deep_focus_social_exchange_creative_movement::application_1
flow-state|physical_rhythm_deep_focus_social_exchange_creative_movement|application_2|2|Stabilise with focus and feedback|Use Deep Focus to work through the serious part, then bring in Social Exchange to check whether the result is understandable. Keep both steps bounded.|deep_focus|active|flow-state::physical_rhythm_deep_focus_social_exchange_creative_movement::application_2
flow-state|physical_rhythm_deep_focus_social_exchange_creative_movement|application_3|3|Add a fresh route before closing|When the work becomes practical but too fixed, bring in Creative Movement. Try one alternative route or explanation before deciding the answer is finished.|creative_movement|active|flow-state::physical_rhythm_deep_focus_social_exchange_creative_movement::application_3
flow-state|physical_rhythm_creative_movement_deep_focus_social_exchange|application_1|1|Begin with action, not pressure|Start by doing something small that changes the state of the work. Move, set up materials, tidy the space, or make a quick first version.|physical_rhythm|active|flow-state::physical_rhythm_creative_movement_deep_focus_social_exchange::application_1
flow-state|physical_rhythm_creative_movement_deep_focus_social_exchange|application_2|2|Let movement open ideas|Use Creative Movement while the work has momentum. Try a different format, example, or sequence, then use Deep Focus to develop the route that holds up.|creative_movement|active|flow-state::physical_rhythm_creative_movement_deep_focus_social_exchange::application_2
flow-state|physical_rhythm_creative_movement_deep_focus_social_exchange|application_3|3|Check the result with someone else|When action and ideas start to narrow, bring in Social Exchange. Explain the current direction and ask what someone would need in order to use it.|social_exchange|active|flow-state::physical_rhythm_creative_movement_deep_focus_social_exchange::application_3
flow-state|physical_rhythm_creative_movement_social_exchange_deep_focus|application_1|1|Get the task into motion|Start by changing pace or setting so the task feels enterable. Use one practical action to create momentum before you try to solve the whole thing.|physical_rhythm|active|flow-state::physical_rhythm_creative_movement_social_exchange_deep_focus::application_1
flow-state|physical_rhythm_creative_movement_social_exchange_deep_focus|application_2|2|Use ideas and response while flexible|Bring in Creative Movement to find a workable route, then use Social Exchange to see what lands. Keep the work loose enough to change.|creative_movement|active|flow-state::physical_rhythm_creative_movement_social_exchange_deep_focus::application_2
flow-state|physical_rhythm_creative_movement_social_exchange_deep_focus|application_3|3|Make time for careful finishing|When the pattern stays active and responsive, bring in Deep Focus. Set aside one quiet block to finish the hard thinking and make the result hold together.|deep_focus|active|flow-state::physical_rhythm_creative_movement_social_exchange_deep_focus::application_3
flow-state|physical_rhythm_social_exchange_deep_focus_creative_movement|application_1|1|Start with a practical shift|Start by changing the physical conditions around the work. Move, set a work rhythm, or begin with a hands-on step that makes the next action clearer.|physical_rhythm|active|flow-state::physical_rhythm_social_exchange_deep_focus_creative_movement::application_1
flow-state|physical_rhythm_social_exchange_deep_focus_creative_movement|application_2|2|Use exchange to organise momentum|Bring in Social Exchange to turn activity into shared clarity. Talk through the next step, demonstrate the issue, then use Deep Focus to work through the important detail.|social_exchange|active|flow-state::physical_rhythm_social_exchange_deep_focus_creative_movement::application_2
flow-state|physical_rhythm_social_exchange_deep_focus_creative_movement|application_3|3|Add one different angle|When practical progress starts to narrow, bring in Creative Movement. Ask what route, example, or format would make the work clearer or less fixed.|creative_movement|active|flow-state::physical_rhythm_social_exchange_deep_focus_creative_movement::application_3
flow-state|physical_rhythm_social_exchange_creative_movement_deep_focus|application_1|1|Move into the work deliberately|Start by using body state or environment as the way in. A walk, changed setting, or timed work cycle can make the task easier to approach.|physical_rhythm|active|flow-state::physical_rhythm_social_exchange_creative_movement_deep_focus::application_1
flow-state|physical_rhythm_social_exchange_creative_movement_deep_focus|application_2|2|Make the next step shared and clear|Use Social Exchange to clarify what the practical momentum is for. Then bring in Creative Movement to improve the route before it becomes too fixed.|social_exchange|active|flow-state::physical_rhythm_social_exchange_creative_movement_deep_focus::application_2
flow-state|physical_rhythm_social_exchange_creative_movement_deep_focus|application_3|3|Hold one demanding part still|When action, response, and ideas keep moving, bring in Deep Focus. Choose one important part and give it enough quiet attention to reach a clear answer.|deep_focus|active|flow-state::physical_rhythm_social_exchange_creative_movement_deep_focus::application_3
flow-state|social_exchange_deep_focus_creative_movement_physical_rhythm|application_1|1|Start by making the work discussable|Start by putting the task into words for another person. Name the question, explain the current state, and ask for the kind of response that would help.|social_exchange|active|flow-state::social_exchange_deep_focus_creative_movement_physical_rhythm::application_1
flow-state|social_exchange_deep_focus_creative_movement_physical_rhythm|application_2|2|Use focus after the exchange|Use Deep Focus to process what the conversation revealed. Then bring in Creative Movement to find a better route, example, or explanation if the first version is too narrow.|deep_focus|active|flow-state::social_exchange_deep_focus_creative_movement_physical_rhythm::application_2
flow-state|social_exchange_deep_focus_creative_movement_physical_rhythm|application_3|3|Change state before more input|When response and thought start to crowd the work, bring in Physical Rhythm. Move, change setting, or work in a short cycle before asking for more feedback.|physical_rhythm|active|flow-state::social_exchange_deep_focus_creative_movement_physical_rhythm::application_3
flow-state|social_exchange_deep_focus_physical_rhythm_creative_movement|application_1|1|Open with a clear exchange|Start by using conversation to clarify what the task needs. Ask one focused question and listen for what becomes clearer in the response.|social_exchange|active|flow-state::social_exchange_deep_focus_physical_rhythm_creative_movement::application_1
flow-state|social_exchange_deep_focus_physical_rhythm_creative_movement|application_2|2|Give the response time to settle|Use Deep Focus to work through the useful part of the exchange. Then bring in Physical Rhythm to turn the insight into a practical next step.|deep_focus|active|flow-state::social_exchange_deep_focus_physical_rhythm_creative_movement::application_2
flow-state|social_exchange_deep_focus_physical_rhythm_creative_movement|application_3|3|Invite a different option|When the discussed answer feels too fixed, bring in Creative Movement. Try a different frame, route, or explanation before you treat the response as final.|creative_movement|active|flow-state::social_exchange_deep_focus_physical_rhythm_creative_movement::application_3
flow-state|social_exchange_creative_movement_deep_focus_physical_rhythm|application_1|1|Use response to get started|Start by saying the idea aloud, asking a question, or using a quick conversation to expose what the work needs. Keep the exchange focused on the next decision.|social_exchange|active|flow-state::social_exchange_creative_movement_deep_focus_physical_rhythm::application_1
flow-state|social_exchange_creative_movement_deep_focus_physical_rhythm|application_2|2|Shape options while they are live|Bring in Creative Movement during the exchange. Try another example, route, or wording, then use Deep Focus to develop the option that still makes sense afterwards.|creative_movement|active|flow-state::social_exchange_creative_movement_deep_focus_physical_rhythm::application_2
flow-state|social_exchange_creative_movement_deep_focus_physical_rhythm|application_3|3|Use rhythm to clear the process|When conversation and ideas start to run hot, bring in Physical Rhythm. Step away, move, or change setting before you return to the strongest option.|physical_rhythm|active|flow-state::social_exchange_creative_movement_deep_focus_physical_rhythm::application_3
flow-state|social_exchange_creative_movement_physical_rhythm_deep_focus|application_1|1|Start with a live sense-check|Start by sharing the rough idea or question early enough for it to change. Ask what is clear, what is missing, and what the next step should serve.|social_exchange|active|flow-state::social_exchange_creative_movement_physical_rhythm_deep_focus::application_1
flow-state|social_exchange_creative_movement_physical_rhythm_deep_focus|application_2|2|Turn response into movement|Use Creative Movement to improve the idea from the response, then bring in Physical Rhythm to make the next action concrete. Keep one change visible.|creative_movement|active|flow-state::social_exchange_creative_movement_physical_rhythm_deep_focus::application_2
flow-state|social_exchange_creative_movement_physical_rhythm_deep_focus|application_3|3|Add depth before final decisions|When the work stays social, active, and full of options, bring in Deep Focus. Take one quiet block to decide what actually holds together.|deep_focus|active|flow-state::social_exchange_creative_movement_physical_rhythm_deep_focus::application_3
flow-state|social_exchange_physical_rhythm_deep_focus_creative_movement|application_1|1|Begin with shared clarity|Start by talking through the work in a way that produces a clear next move. Use a short conversation, demonstration, or question to reveal what matters.|social_exchange|active|flow-state::social_exchange_physical_rhythm_deep_focus_creative_movement::application_1
flow-state|social_exchange_physical_rhythm_deep_focus_creative_movement|application_2|2|Make the exchange practical|Use Physical Rhythm to keep the conversation connected to action. Walk through the issue, mark the next step, then use Deep Focus to work through the important detail.|physical_rhythm|active|flow-state::social_exchange_physical_rhythm_deep_focus_creative_movement::application_2
flow-state|social_exchange_physical_rhythm_deep_focus_creative_movement|application_3|3|Bring in another frame|When shared momentum becomes too practical or settled, bring in Creative Movement. Try a different route or explanation before the group moves on.|creative_movement|active|flow-state::social_exchange_physical_rhythm_deep_focus_creative_movement::application_3
flow-state|social_exchange_physical_rhythm_creative_movement_deep_focus|application_1|1|Use exchange to find direction|Start by asking the question that will make the work clearer. A short discussion, spoken explanation, or live response can reveal the next move.|social_exchange|active|flow-state::social_exchange_physical_rhythm_creative_movement_deep_focus::application_1
flow-state|social_exchange_physical_rhythm_creative_movement_deep_focus|application_2|2|Keep response tied to action|Bring in Physical Rhythm so the exchange becomes practical. Then use Creative Movement to adjust the route if the first answer feels too obvious.|physical_rhythm|active|flow-state::social_exchange_physical_rhythm_creative_movement_deep_focus::application_2
flow-state|social_exchange_physical_rhythm_creative_movement_deep_focus|application_3|3|Give the final answer quiet attention|When the work keeps moving through people, action, and ideas, bring in Deep Focus. Work privately on the chosen direction until it is clear enough to stand.|deep_focus|active|flow-state::social_exchange_physical_rhythm_creative_movement_deep_focus::application_3
