domain_key|pattern_key|score_shape|rank_1_signal_key|rank_2_signal_key|rank_3_signal_key|rank_4_signal_key|headline|recognition_statement|recognition_expansion|status|lookup_key
leadership_approach|process_vision_people_results|paired|process|vision|people|results|Process and Vision may work as a close pair|You may recognise yourself in the way Process and Vision come together under pressure. Others may experience more order, steadier standards, and a clearer path for others to follow, with Vision helping the approach become more usable.|This can make leadership feel easier when the pair handles both the main pressure and the practical follow-through. It can become harder if the pair runs ahead of People or Results, which may be the range that keeps the work rounded.|active|leadership_approach::process_vision_people_results::paired
leadership_approach|process_vision_people_results|graduated|process|vision|people|results|Your leadership may move from Process towards Results|You may recognise yourself in a stepped leadership rhythm: Process starts the work, Vision gives it more range, People adds support, and Results may need to be brought in deliberately.|This can make leadership feel easier because the order gives you a natural sequence to follow. It can become harder if the later signals are left until the work has already narrowed, especially Results.|active|leadership_approach::process_vision_people_results::graduated
leadership_approach|process_vision_people_results|balanced|process|vision|people|results|You may move between Process, Vision, People, and Results|You may recognise yourself in moving between several leadership routes rather than relying on only one. Process may appear first, but Vision, People, and Results can all become the right route when the situation changes.|This can make leadership feel easier because you have several usable routes into the work. It can become harder if you change route before others know which one matters now, so naming the current need becomes important.|active|leadership_approach::process_vision_people_results::balanced
leadership_approach|process_people_results_vision|concentrated|process|people|results|vision|You may be recognised for Process first|You may recognise yourself in the way you notice messy handovers, unclear steps, or avoidable rework before anything else. Others may experience more order, steadier standards, and a clearer path for others to follow, especially when the work needs someone to make the work easier to organise and repeat.|This can make leadership feel easier when Process gives others something clear to orient around. It can become harder when the structure keeps improving after the situation needs movement, direction, or a human conversation, so People, Results, or Vision may need to be invited earlier.|active|leadership_approach::process_people_results_vision::concentrated
leadership_approach|process_people_results_vision|paired|process|people|results|vision|Process and People may work as a close pair|You may recognise yourself in the way Process and People come together under pressure. Others may experience more order, steadier standards, and a clearer path for others to follow, with People helping the approach become more usable.|This can make leadership feel easier when the pair handles both the main pressure and the practical follow-through. It can become harder if the pair runs ahead of Results or Vision, which may be the range that keeps the work rounded.|active|leadership_approach::process_people_results_vision::paired
leadership_approach|process_people_results_vision|graduated|process|people|results|vision|Your leadership may move from Process towards Vision|You may recognise yourself in a stepped leadership rhythm: Process starts the work, People gives it more range, Results adds support, and Vision may need to be brought in deliberately.|This can make leadership feel easier because the order gives you a natural sequence to follow. It can become harder if the later signals are left until the work has already narrowed, especially Vision.|active|leadership_approach::process_people_results_vision::graduated
leadership_approach|process_people_results_vision|balanced|process|people|results|vision|You may move between Process, People, Results, and Vision|You may recognise yourself in moving between several leadership routes rather than relying on only one. Process may appear first, but People, Results, and Vision can all become the right route when the situation changes.|This can make leadership feel easier because you have several usable routes into the work. It can become harder if you change route before others know which one matters now, so naming the current need becomes important.|active|leadership_approach::process_people_results_vision::balanced
leadership_approach|process_people_vision_results|concentrated|process|people|vision|results|You may be recognised for Process first|You may recognise yourself in the way you notice messy handovers, unclear steps, or avoidable rework before anything else. Others may experience more order, steadier standards, and a clearer path for others to follow, especially when the work needs someone to make the work easier to organise and repeat.|This can make leadership feel easier when Process gives others something clear to orient around. It can become harder when the structure keeps improving after the situation needs movement, direction, or a human conversation, so People, Vision, or Results may need to be invited earlier.|active|leadership_approach::process_people_vision_results::concentrated
leadership_approach|process_people_vision_results|paired|process|people|vision|results|Process and People may work as a close pair|You may recognise yourself in the way Process and People come together under pressure. Others may experience more order, steadier standards, and a clearer path for others to follow, with People helping the approach become more usable.|This can make leadership feel easier when the pair handles both the main pressure and the practical follow-through. It can become harder if the pair runs ahead of Vision or Results, which may be the range that keeps the work rounded.|active|leadership_approach::process_people_vision_results::paired
leadership_approach|process_people_vision_results|graduated|process|people|vision|results|Your leadership may move from Process towards Results|You may recognise yourself in a stepped leadership rhythm: Process starts the work, People gives it more range, Vision adds support, and Results may need to be brought in deliberately.|This can make leadership feel easier because the order gives you a natural sequence to follow. It can become harder if the later signals are left until the work has already narrowed, especially Results.|active|leadership_approach::process_people_vision_results::graduated
leadership_approach|process_people_vision_results|balanced|process|people|vision|results|You may move between Process, People, Vision, and Results|You may recognise yourself in moving between several leadership routes rather than relying on only one. Process may appear first, but People, Vision, and Results can all become the right route when the situation changes.|This can make leadership feel easier because you have several usable routes into the work. It can become harder if you change route before others know which one matters now, so naming the current need becomes important.|active|leadership_approach::process_people_vision_results::balanced
