domain_key|pattern_key|score_shape|rank_1_signal_key|rank_2_signal_key|rank_3_signal_key|rank_4_signal_key|synthesis_title|gift|trap|takeaway|synthesis_text|status|lookup_key
leadership-approach|people_process_results_vision|graduated|people|process|results|vision|People through to Vision|This pattern can make leadership feel coherent because the order gives a clear sequence: People first, then Process, then Results, with Vision added deliberately when needed.|It can become too narrow when the early signals settle the work before Vision has been considered. The lower-ranked signal is not lesser; it is the later range that may change what the pattern notices.|Remember the sequence, but do not let it become a fixed rule; stronger direction, meaning, and future context may be the missing piece in some situations.|The overall pattern is a stepped leadership approach. It tends to move from trust, communication, inclusion, development, and relational judgement towards outcomes, decisions, ownership, and follow-through, while Vision gives the pattern a further check when the situation needs a fuller response.|active|leadership-approach::people_process_results_vision::graduated
leadership-approach|people_process_results_vision|balanced|people|process|results|vision|A flexible People, Process, Results, and Vision pattern|This pattern can make leadership feel adaptable because several routes are available: People, Process, Results, and Vision. The value lies in matching the response to the situation rather than proving one route is always right.|It can become too narrow when the leader moves between routes without making the current priority clear. Others may then struggle to tell whether the work now needs trust, communication, inclusion, development, and relational judgement, clarity, sequencing, standards, and dependable structure, outcomes, decisions, ownership, and follow-through, or direction, framing, possibility, meaning, and future consequence.|Remember that flexibility still needs clarity; name the leadership need that matters most in the moment.|The overall pattern is a balanced leadership approach with several usable ways into the work. Context matters: different moments may call for progress, structure, direction, or trust, and the pattern works best when that choice is made visible.|active|leadership-approach::people_process_results_vision::balanced
leadership-approach|people_process_vision_results|concentrated|people|process|vision|results|People at the centre|This pattern can make leadership feel clear because People gives the response a strong centre: making progress more sustainable because people understand the work and can commit to it. Process and Vision add range without removing that first point of focus.|It can become too narrow when care for people delays a clear decision, standard, or future direction the work now needs. Results is not a flaw here; it is the range that keeps the pattern rounded when the first response has done its job.|Remember that work lands better when people understand their part in it, but it still needs firmer decision, ownership, and follow-through when the situation asks for more range.|The overall pattern is a leadership approach that starts by trusting trust, communication, inclusion, development, and relational judgement. At its best, it gives people a clear way into the work while still leaving room for Process, Vision, and Results to complete the picture.|active|leadership-approach::people_process_vision_results::concentrated
leadership-approach|people_process_vision_results|paired|people|process|vision|results|People and Process in close partnership|This pattern can make leadership feel credible because People and Process work as a close pair. Together they connect trust, communication, inclusion, development, and relational judgement with clarity, sequencing, standards, and dependable structure.|It can become too narrow when the top pair takes most of the attention and Vision or Results arrives too late. The pattern does not need less of the pair; it needs enough range around it.|Remember that People and Process are most useful when they leave space for firmer decision, ownership, and follow-through.|The overall pattern is a two-signal leadership centre with People and Process doing much of the early interpretive work. Vision can broaden the response, while Results may need deliberate attention so the pair does not answer every problem in the same way.|active|leadership-approach::people_process_vision_results::paired
leadership-approach|people_process_vision_results|graduated|people|process|vision|results|People through to Results|This pattern can make leadership feel coherent because the order gives a clear sequence: People first, then Process, then Vision, with Results added deliberately when needed.|It can become too narrow when the early signals settle the work before Results has been considered. The lower-ranked signal is not lesser; it is the later range that may change what the pattern notices.|Remember the sequence, but do not let it become a fixed rule; firmer decision, ownership, and follow-through may be the missing piece in some situations.|The overall pattern is a stepped leadership approach. It tends to move from trust, communication, inclusion, development, and relational judgement towards direction, framing, possibility, meaning, and future consequence, while Results gives the pattern a further check when the situation needs a fuller response.|active|leadership-approach::people_process_vision_results::graduated
leadership-approach|people_process_vision_results|balanced|people|process|vision|results|A flexible People, Process, Vision, and Results pattern|This pattern can make leadership feel adaptable because several routes are available: People, Process, Vision, and Results. The value lies in matching the response to the situation rather than proving one route is always right.|It can become too narrow when the leader moves between routes without making the current priority clear. Others may then struggle to tell whether the work now needs trust, communication, inclusion, development, and relational judgement, clarity, sequencing, standards, and dependable structure, direction, framing, possibility, meaning, and future consequence, or outcomes, decisions, ownership, and follow-through.|Remember that flexibility still needs clarity; name the leadership need that matters most in the moment.|The overall pattern is a balanced leadership approach with several usable ways into the work. Context matters: different moments may call for progress, structure, direction, or trust, and the pattern works best when that choice is made visible.|active|leadership-approach::people_process_vision_results::balanced
leadership-approach|people_vision_results_process|concentrated|people|vision|results|process|People at the centre|This pattern can make leadership feel clear because People gives the response a strong centre: making progress more sustainable because people understand the work and can commit to it. Vision and Results add range without removing that first point of focus.|It can become too narrow when care for people delays a clear decision, standard, or future direction the work now needs. Process is not a flaw here; it is the range that keeps the pattern rounded when the first response has done its job.|Remember that work lands better when people understand their part in it, but it still needs clearer sequence, standards, and handover when the situation asks for more range.|The overall pattern is a leadership approach that starts by trusting trust, communication, inclusion, development, and relational judgement. At its best, it gives people a clear way into the work while still leaving room for Vision, Results, and Process to complete the picture.|active|leadership-approach::people_vision_results_process::concentrated
leadership-approach|people_vision_results_process|paired|people|vision|results|process|People and Vision in close partnership|This pattern can make leadership feel credible because People and Vision work as a close pair. Together they connect trust, communication, inclusion, development, and relational judgement with direction, framing, possibility, meaning, and future consequence.|It can become too narrow when the top pair takes most of the attention and Results or Process arrives too late. The pattern does not need less of the pair; it needs enough range around it.|Remember that People and Vision are most useful when they leave space for clearer sequence, standards, and handover.|The overall pattern is a two-signal leadership centre with People and Vision doing much of the early interpretive work. Results can broaden the response, while Process may need deliberate attention so the pair does not answer every problem in the same way.|active|leadership-approach::people_vision_results_process::paired
leadership-approach|people_vision_results_process|graduated|people|vision|results|process|People through to Process|This pattern can make leadership feel coherent because the order gives a clear sequence: People first, then Vision, then Results, with Process added deliberately when needed.|It can become too narrow when the early signals settle the work before Process has been considered. The lower-ranked signal is not lesser; it is the later range that may change what the pattern notices.|Remember the sequence, but do not let it become a fixed rule; clearer sequence, standards, and handover may be the missing piece in some situations.|The overall pattern is a stepped leadership approach. It tends to move from trust, communication, inclusion, development, and relational judgement towards outcomes, decisions, ownership, and follow-through, while Process gives the pattern a further check when the situation needs a fuller response.|active|leadership-approach::people_vision_results_process::graduated
leadership-approach|people_vision_results_process|balanced|people|vision|results|process|A flexible People, Vision, Results, and Process pattern|This pattern can make leadership feel adaptable because several routes are available: People, Vision, Results, and Process. The value lies in matching the response to the situation rather than proving one route is always right.|It can become too narrow when the leader moves between routes without making the current priority clear. Others may then struggle to tell whether the work now needs trust, communication, inclusion, development, and relational judgement, direction, framing, possibility, meaning, and future consequence, outcomes, decisions, ownership, and follow-through, or clarity, sequencing, standards, and dependable structure.|Remember that flexibility still needs clarity; name the leadership need that matters most in the moment.|The overall pattern is a balanced leadership approach with several usable ways into the work. Context matters: different moments may call for progress, structure, direction, or trust, and the pattern works best when that choice is made visible.|active|leadership-approach::people_vision_results_process::balanced
leadership-approach|people_vision_process_results|concentrated|people|vision|process|results|People at the centre|This pattern can make leadership feel clear because People gives the response a strong centre: making progress more sustainable because people understand the work and can commit to it. Vision and Process add range without removing that first point of focus.|It can become too narrow when care for people delays a clear decision, standard, or future direction the work now needs. Results is not a flaw here; it is the range that keeps the pattern rounded when the first response has done its job.|Remember that work lands better when people understand their part in it, but it still needs firmer decision, ownership, and follow-through when the situation asks for more range.|The overall pattern is a leadership approach that starts by trusting trust, communication, inclusion, development, and relational judgement. At its best, it gives people a clear way into the work while still leaving room for Vision, Process, and Results to complete the picture.|active|leadership-approach::people_vision_process_results::concentrated
leadership-approach|people_vision_process_results|paired|people|vision|process|results|People and Vision in close partnership|This pattern can make leadership feel credible because People and Vision work as a close pair. Together they connect trust, communication, inclusion, development, and relational judgement with direction, framing, possibility, meaning, and future consequence.|It can become too narrow when the top pair takes most of the attention and Process or Results arrives too late. The pattern does not need less of the pair; it needs enough range around it.|Remember that People and Vision are most useful when they leave space for firmer decision, ownership, and follow-through.|The overall pattern is a two-signal leadership centre with People and Vision doing much of the early interpretive work. Process can broaden the response, while Results may need deliberate attention so the pair does not answer every problem in the same way.|active|leadership-approach::people_vision_process_results::paired
leadership-approach|people_vision_process_results|graduated|people|vision|process|results|People through to Results|This pattern can make leadership feel coherent because the order gives a clear sequence: People first, then Vision, then Process, with Results added deliberately when needed.|It can become too narrow when the early signals settle the work before Results has been considered. The lower-ranked signal is not lesser; it is the later range that may change what the pattern notices.|Remember the sequence, but do not let it become a fixed rule; firmer decision, ownership, and follow-through may be the missing piece in some situations.|The overall pattern is a stepped leadership approach. It tends to move from trust, communication, inclusion, development, and relational judgement towards clarity, sequencing, standards, and dependable structure, while Results gives the pattern a further check when the situation needs a fuller response.|active|leadership-approach::people_vision_process_results::graduated
leadership-approach|people_vision_process_results|balanced|people|vision|process|results|A flexible People, Vision, Process, and Results pattern|This pattern can make leadership feel adaptable because several routes are available: People, Vision, Process, and Results. The value lies in matching the response to the situation rather than proving one route is always right.|It can become too narrow when the leader moves between routes without making the current priority clear. Others may then struggle to tell whether the work now needs trust, communication, inclusion, development, and relational judgement, direction, framing, possibility, meaning, and future consequence, clarity, sequencing, standards, and dependable structure, or outcomes, decisions, ownership, and follow-through.|Remember that flexibility still needs clarity; name the leadership need that matters most in the moment.|The overall pattern is a balanced leadership approach with several usable ways into the work. Context matters: different moments may call for progress, structure, direction, or trust, and the pattern works best when that choice is made visible.|active|leadership-approach::people_vision_process_results::balanced
