domain_key|pattern_key|score_shape|closing_summary|core_gift|core_trap|development_edge|memorable_line|status|lookup_key
flow-state|deep_focus_social_exchange_creative_movement_physical_rhythm|balanced|Read this as flexible clarity with response close by. Focus, conversation, ideas, and movement may all help, but the key is noticing which condition would improve the work now.|You can move between private thought, response, and new angles.|You may stay with thinking and exchange after the task needs a physical shift.|Use the route that is helping, then add the condition that would make the work easier to continue.|Good flow knows when to change condition.|active|flow-state::deep_focus_social_exchange_creative_movement_physical_rhythm::balanced
flow-state|deep_focus_social_exchange_physical_rhythm_creative_movement|concentrated|Your clearest route into flow is deep thought sharpened through response and supported by physical rhythm. Creative Movement is the deliberate range that keeps the answer from becoming too settled.|You can build independent thinking that becomes clearer through feedback.|You may define the work too early before a better angle appears.|Use focus and response to clarify the work, then add one fresh option before final decisions.|A tested view should still have room to open.|active|flow-state::deep_focus_social_exchange_physical_rhythm_creative_movement::concentrated
flow-state|deep_focus_social_exchange_physical_rhythm_creative_movement|paired|Flow is likely to come from Deep Focus and Social Exchange as a close pair. Physical Rhythm keeps the process workable, while Creative Movement adds a different route when the answer has become too defined.|You can create thinking that is both independent and tested.|You may keep refining a tested view after the work needs a fresh option.|Use the pair to clarify the work, then bring in movement or a new angle before the pattern tightens.|The best checked answer can still need another route.|active|flow-state::deep_focus_social_exchange_physical_rhythm_creative_movement::paired
flow-state|deep_focus_social_exchange_physical_rhythm_creative_movement|graduated|This pattern moves from thought into response, then physical rhythm, then creative range. It can produce clear and steady work when the final signal is used as deliberate room for another option.|You can think carefully, test the view, and recover before opening the work again.|You may add possibility only after the main answer has become too settled.|Use the sequence, then let Creative Movement change one part of the answer before it closes.|Reset the view, then let one new option in.|active|flow-state::deep_focus_social_exchange_physical_rhythm_creative_movement::graduated
flow-state|deep_focus_social_exchange_physical_rhythm_creative_movement|balanced|Read this as flexible judgement with several routes available. Focus is lightly first, but response, rhythm, and ideas all matter when the work asks for a different condition.|You can use thought, response, movement, and ideas without being locked into one route.|You may keep polishing a clear view before giving possibility enough room.|Start with the route that helps, then add Creative Movement when the answer feels too fixed.|Flexible judgement keeps a clear answer alive.|active|flow-state::deep_focus_social_exchange_physical_rhythm_creative_movement::balanced
flow-state|creative_movement_deep_focus_physical_rhythm_social_exchange|concentrated|Your clearest route into flow is idea movement that opens the work before it settles. Deep Focus gives the strongest route substance, while rhythm and response keep it usable.|You can find fresh ways into work and develop the best one.|You may keep opening options after the work needs a clearer decision.|Let ideas move first, then give one option enough focus, state support, and response to land.|Possibility works best when one route becomes clear.|active|flow-state::creative_movement_deep_focus_physical_rhythm_social_exchange::concentrated
flow-state|creative_movement_deep_focus_physical_rhythm_social_exchange|paired|Flow is likely to come from Creative Movement and Deep Focus working as a close pair. Ideas give the work life, and focus gives the strongest idea enough weight to hold together.|You can create original work with enough thought behind it.|You may keep moving between options and depth after the work needs action or response.|Use the pair to develop the idea, then add rhythm or conversation before it stays private too long.|Let the idea open, then help it hold.|active|flow-state::creative_movement_deep_focus_physical_rhythm_social_exchange::paired
flow-state|creative_movement_deep_focus_physical_rhythm_social_exchange|graduated|This pattern moves from ideas into focus, then physical rhythm, then response. The order works well when possibility needs to become substantial before it is checked by another person.|You can turn early options into work that has depth and direction.|You may wait too long before finding out whether the idea lands.|Follow the order, but bring in response while the idea is still easy to improve.|An idea is strongest when it can be used, not just developed.|active|flow-state::creative_movement_deep_focus_physical_rhythm_social_exchange::graduated
flow-state|creative_movement_deep_focus_physical_rhythm_social_exchange|balanced|Read this as flexible originality with several routes available. Ideas may start the work, but focus, rhythm, and response can each become the right condition depending on the task.|You can move between possibility, depth, movement, and feedback.|You may change conditions before one idea has had enough time to become clear.|Start with the route that opens the work, then add the condition that makes it usable.|Original work needs both movement and a next step.|active|flow-state::creative_movement_deep_focus_physical_rhythm_social_exchange::balanced
flow-state|creative_movement_deep_focus_social_exchange_physical_rhythm|concentrated|Your clearest route into flow is Creative Movement, with Deep Focus and Social Exchange helping the idea become substantial and understandable. Physical Rhythm is the range to add when the process becomes crowded.|You can open new possibilities and turn the best one into something others can follow.|You may stay in ideas, focus, and response after the work needs a change of state.|Use the idea route, then add movement, pace, or environment before another mental pass.|A good idea also needs a workable state.|active|flow-state::creative_movement_deep_focus_social_exchange_physical_rhythm::concentrated
flow-state|creative_movement_deep_focus_social_exchange_physical_rhythm|paired|Flow is likely to come from the close pair of Creative Movement and Deep Focus. Social Exchange helps translate the work, while Physical Rhythm keeps the process from staying only in thought and talk.|You can make ideas both fresh and substantial.|You may keep developing and discussing the idea after your state needs to change.|Use ideas and focus together, then invite response and a physical shift before the work becomes crowded.|Fresh work needs room to breathe.|active|flow-state::creative_movement_deep_focus_social_exchange_physical_rhythm::paired
flow-state|creative_movement_deep_focus_social_exchange_physical_rhythm|graduated|This pattern moves from ideas into depth, then response, then physical rhythm. The sequence helps possibility become clearer to others, but it works best when recovery is not left too late.|You can open a strong idea, develop it, and check whether it makes sense.|You may delay a physical shift until the process is already tired.|Follow the sequence, then change state before continuing with more ideas or feedback.|Develop the idea, then change the conditions around it.|active|flow-state::creative_movement_deep_focus_social_exchange_physical_rhythm::graduated
flow-state|creative_movement_deep_focus_social_exchange_physical_rhythm|balanced|Read this as flexible idea-led flow with depth and response close by. Physical Rhythm may need deliberate use when the work needs a change of state rather than another angle.|You can use ideas, focus, or conversation to make the work clearer.|You may treat physical rhythm as optional even when it would reduce mental load.|Use the route that is helping, then add movement or a changed setting when the work gets crowded.|Sometimes the next idea needs a different state.|active|flow-state::creative_movement_deep_focus_social_exchange_physical_rhythm::balanced
flow-state|creative_movement_physical_rhythm_deep_focus_social_exchange|concentrated|Your clearest route into flow is idea movement supported by physical rhythm. Deep Focus develops the strongest route, and Social Exchange checks whether the result is clear beyond your own process.|You can get stuck work moving and then make one route stronger.|You may mistake motion and options for enough progress.|Use ideas and rhythm to start, then add focused development and response before the work travels too far alone.|Movement opens the door, but clarity carries the work.|active|flow-state::creative_movement_physical_rhythm_deep_focus_social_exchange::concentrated
flow-state|creative_movement_physical_rhythm_deep_focus_social_exchange|paired|Flow is likely to come from Creative Movement and Physical Rhythm working together. Ideas and pace make the work easier to enter, while focus and response help it become more complete.|You can think through action, examples, and changing conditions.|You may keep experimenting after the work needs depth or feedback.|Use movement and ideas to open the task, then give one route focus and response.|Keep the work moving, then make it hold.|active|flow-state::creative_movement_physical_rhythm_deep_focus_social_exchange::paired
flow-state|creative_movement_physical_rhythm_deep_focus_social_exchange|graduated|This pattern moves from ideas into rhythm, then focus, then response. It works well when experimentation needs motion first, depth second, and an external check before completion.|You can turn active exploration into a clearer route.|You may develop the work privately after it needs another view.|Follow the order, then bring in Social Exchange while the chosen route can still change.|Try it, steady it, deepen it, then check it.|active|flow-state::creative_movement_physical_rhythm_deep_focus_social_exchange::graduated
flow-state|creative_movement_physical_rhythm_deep_focus_social_exchange|balanced|Read this as flexible flow around ideas, movement, depth, and response. Creative Movement is lightly first, but the strongest result comes from using the condition the work needs now.|You can change route without losing momentum.|You may keep the work active before one direction has become clear.|Start with what opens the task, then add focus or response when the next step needs more clarity.|Flexible work still needs a point of contact.|active|flow-state::creative_movement_physical_rhythm_deep_focus_social_exchange::balanced
flow-state|creative_movement_physical_rhythm_social_exchange_deep_focus|concentrated|Your clearest route into flow is Creative Movement supported by physical rhythm and live response. Deep Focus is the deliberate range that turns the active pattern into finished thinking.|You can make work lively, responsive, and easy to enter.|You may keep adapting the work before the hard thinking is complete.|Use ideas, rhythm, and response to open the work, then add a focused block to finish what matters.|The active route still needs quiet completion.|active|flow-state::creative_movement_physical_rhythm_social_exchange_deep_focus::concentrated
flow-state|creative_movement_physical_rhythm_social_exchange_deep_focus|paired|Flow is likely to come from ideas and physical rhythm as a close pair. Social Exchange keeps the work responsive, while Deep Focus makes the final answer stronger when it is added deliberately.|You can use movement and ideas to make progress feel available.|You may keep adjusting the work after it needs a settled answer.|Let ideas and rhythm start the work, then bring in response and protected attention before final decisions.|Motion helps the idea start, focus helps it finish.|active|flow-state::creative_movement_physical_rhythm_social_exchange_deep_focus::paired
flow-state|creative_movement_physical_rhythm_social_exchange_deep_focus|graduated|This pattern moves from ideas into rhythm, then response, then focus. The order can create lively progress, as long as Deep Focus is used before the final answer needs to stand.|You can explore, move, and learn from response while the work is still flexible.|You may leave deeper attention until the work is already scattered or over-shaped.|Follow the sequence, then give one chosen direction enough quiet attention to hold.|Open the work widely, then finish one clear route.|active|flow-state::creative_movement_physical_rhythm_social_exchange_deep_focus::graduated
flow-state|creative_movement_physical_rhythm_social_exchange_deep_focus|balanced|Read this as flexible creative flow with movement and response close by. Deep Focus is not a deficit here, but it is the condition to add when the work needs completion.|You can use several routes to keep the work alive and responsive.|You may move between conditions without finishing the important part.|Use the route that opens the work, then add protected attention when the answer needs to hold together.|Many routes can start the work. One clear route must finish it.|active|flow-state::creative_movement_physical_rhythm_social_exchange_deep_focus::balanced
flow-state|creative_movement_social_exchange_deep_focus_physical_rhythm|concentrated|Your clearest route into flow is Creative Movement that becomes sharper through Social Exchange. Deep Focus gives the best idea depth, and Physical Rhythm keeps the process workable.|You can create ideas that improve through live response.|You may stay in ideas and conversation after the work needs recovery or practical re-entry.|Use exchange to shape the idea, then add focus and physical rhythm before the loop runs too long.|A live idea needs a grounded next step.|active|flow-state::creative_movement_social_exchange_deep_focus_physical_rhythm::concentrated
flow-state|creative_movement_social_exchange_deep_focus_physical_rhythm|paired|Flow is likely to come from Creative Movement and Social Exchange working closely together. The work is strongest when live response opens better options without replacing deeper development.|You can shape ideas with other people while they are still flexible.|You may adapt the idea so often that it loses a clear centre.|Use the creative-and-social pair, then add focus and rhythm to make the result stable enough to use.|Response can open the idea, but depth keeps it clear.|active|flow-state::creative_movement_social_exchange_deep_focus_physical_rhythm::paired
flow-state|creative_movement_social_exchange_deep_focus_physical_rhythm|graduated|This pattern moves from ideas into exchange, then focus, then physical rhythm. It can make work clear through response, as long as recovery and state change are not delayed.|You can open an idea, sharpen it with response, and then develop the strongest route.|You may leave physical rhythm until the process is already mentally crowded.|Follow the order, then change state before asking the idea to keep improving.|Let response shape the idea, then make room to recover.|active|flow-state::creative_movement_social_exchange_deep_focus_physical_rhythm::graduated
flow-state|creative_movement_social_exchange_deep_focus_physical_rhythm|balanced|Read this as flexible idea-and-response flow with focus and rhythm available as needed. The ranking is light, so context should decide whether the work needs options, conversation, depth, or state change.|You can use ideas and feedback without being locked into one route.|You may keep the work live after it needs quiet development or recovery.|Use the condition the work needs now, then add focus or rhythm when the pattern starts to crowd.|Good flow stays responsive without staying busy.|active|flow-state::creative_movement_social_exchange_deep_focus_physical_rhythm::balanced
flow-state|creative_movement_social_exchange_physical_rhythm_deep_focus|concentrated|Your clearest route into flow is idea movement sharpened through Social Exchange and supported by Physical Rhythm. Deep Focus is the deliberate range that gives the final answer depth.|You can make ideas accessible while they are still changing.|You may keep the work responsive and active after it needs quiet attention.|Use ideas, response, and rhythm to open the work, then bring in a focused block before final decisions.|Make the idea lively, then make it hold.|active|flow-state::creative_movement_social_exchange_physical_rhythm_deep_focus::concentrated
flow-state|creative_movement_social_exchange_physical_rhythm_deep_focus|paired|Flow is likely to come from Creative Movement and Social Exchange as a close pair. Physical Rhythm keeps the work practical, while Deep Focus helps the chosen direction become complete.|You can use live response to make ideas clearer and easier to enter.|You may keep changing the idea after it needs settled thought.|Use the idea-and-response pair, then add physical rhythm and a focused finish.|Conversation can improve the idea. Attention makes it stand.|active|flow-state::creative_movement_social_exchange_physical_rhythm_deep_focus::paired
flow-state|creative_movement_social_exchange_physical_rhythm_deep_focus|graduated|This pattern moves from ideas into exchange, then rhythm, then focus. The sequence can create lively, practical progress when the final focused step is not skipped.|You can turn response and movement into a clearer direction.|You may act on a flexible idea before the important thinking is finished.|Follow the order, then give Deep Focus enough room to complete the strongest route.|Open, respond, move, then finish clearly.|active|flow-state::creative_movement_social_exchange_physical_rhythm_deep_focus::graduated
flow-state|creative_movement_social_exchange_physical_rhythm_deep_focus|balanced|Read this as flexible creative flow with conversation and movement close by. Deep Focus is deliberate range that helps when the work needs a stable answer rather than more adjustment.|You can use ideas, response, and action to keep work alive.|You may keep adjusting the work after it needs a clear finish.|Start with the route that opens progress, then add focused attention when the result needs to hold.|Flexible work becomes stronger when one answer is finished.|active|flow-state::creative_movement_social_exchange_physical_rhythm_deep_focus::balanced
flow-state|physical_rhythm_deep_focus_creative_movement_social_exchange|concentrated|Your clearest route into flow is physical rhythm that helps attention enter the work. Deep Focus gives the momentum depth, while ideas and response widen the result when needed.|You can change state and turn that momentum into serious progress.|You may rely on pace or routine after the work needs a new angle or response.|Use rhythm to begin, then bring in focus, possibility, and feedback before the route becomes too self-contained.|Movement starts the work. Depth and response make it useful.|active|flow-state::physical_rhythm_deep_focus_creative_movement_social_exchange::concentrated
flow-state|physical_rhythm_deep_focus_creative_movement_social_exchange|paired|Flow is likely to come from Physical Rhythm and Deep Focus working closely together. The body or environment helps the mind enter demanding work, and focus gives the movement a clear purpose.|You can use pace, routine, or setting to support careful attention.|You may turn steady effort into overwork if range arrives too late.|Use rhythm and focus together, then add a fresh angle or response while the work can still change.|The right conditions help attention do real work.|active|flow-state::physical_rhythm_deep_focus_creative_movement_social_exchange::paired
flow-state|physical_rhythm_deep_focus_creative_movement_social_exchange|graduated|This pattern moves from rhythm into focus, then ideas, then response. The full sequence works well when action helps the mind enter depth before the work opens out.|You can start through state change and then deepen the work.|You may leave feedback until the work has already moved a long way privately.|Follow the sequence, then bring in Social Exchange before the result becomes hard to adjust.|Move in, think well, open the work, then check it.|active|flow-state::physical_rhythm_deep_focus_creative_movement_social_exchange::graduated
flow-state|physical_rhythm_deep_focus_creative_movement_social_exchange|balanced|Read this as flexible flow with physical rhythm lightly first. Movement, focus, ideas, and response can each be the right route depending on what the task is asking for.|You can change state without losing access to depth or ideas.|You may keep changing conditions before the work has a clear direction.|Use the condition that helps now, then add the missing route before progress becomes narrow.|Flow improves when state change serves the work.|active|flow-state::physical_rhythm_deep_focus_creative_movement_social_exchange::balanced
flow-state|physical_rhythm_deep_focus_social_exchange_creative_movement|concentrated|Your clearest route into flow is Physical Rhythm, followed by focused attention and response. Creative Movement is the deliberate range that keeps the practical answer from becoming too fixed.|You can use rhythm to enter serious work and make it understandable.|You may settle into a practical answer before trying a better angle.|Use rhythm and focus to build the work, then add response and one fresh option before closing.|A steady route can still invite possibility.|active|flow-state::physical_rhythm_deep_focus_social_exchange_creative_movement::concentrated
flow-state|physical_rhythm_deep_focus_social_exchange_creative_movement|paired|Flow is likely to come from Physical Rhythm and Deep Focus as a close pair. The route is strongest when movement or setting supports deep attention without making the answer too fixed.|You can make careful work easier to enter and sustain.|You may stay with the steady route after it needs originality.|Use the rhythm-and-focus pair, then bring in response and a fresh angle before the answer hardens.|Steady attention works best with room to adapt.|active|flow-state::physical_rhythm_deep_focus_social_exchange_creative_movement::paired
flow-state|physical_rhythm_deep_focus_social_exchange_creative_movement|graduated|This pattern moves from physical rhythm into focus, then response, then creative range. The sequence can produce grounded clarity when the final signal is used before the work becomes too settled.|You can start practically, deepen the work, and check whether it lands.|You may add originality only after the main answer feels finished.|Follow the order, then invite Creative Movement while change is still easy.|Get steady first, but do not close too soon.|active|flow-state::physical_rhythm_deep_focus_social_exchange_creative_movement::graduated
flow-state|physical_rhythm_deep_focus_social_exchange_creative_movement|balanced|Read this as flexible steadiness with movement and focus close together. Social Exchange and Creative Movement are still real options when the work needs response or a different route.|You can use state, attention, and feedback to keep the work clear.|You may prefer the practical answer before considering a better option.|Start with the condition that helps, then add a fresh angle when the answer feels too familiar.|Practical progress stays stronger when it can still open.|active|flow-state::physical_rhythm_deep_focus_social_exchange_creative_movement::balanced
flow-state|physical_rhythm_creative_movement_deep_focus_social_exchange|concentrated|Your clearest route into flow is Physical Rhythm that lets ideas start moving. Deep Focus develops the strongest route, and Social Exchange checks whether it can be used by someone else.|You can get work unstuck through movement and possibility.|You may keep trying or changing things after the work needs depth or response.|Use rhythm and ideas to begin, then give one route focus and ask for a clear check.|Motion creates access. Focus and response create use.|active|flow-state::physical_rhythm_creative_movement_deep_focus_social_exchange::concentrated
flow-state|physical_rhythm_creative_movement_deep_focus_social_exchange|paired|Flow is likely to come from Physical Rhythm and Creative Movement working together. Pace, setting, and ideas can make the task easier to enter before deeper attention and response are needed.|You can use movement to unlock options and momentum.|You may stay active after the work needs a decision or outside view.|Use the rhythm-and-ideas pair, then bring in focus and response before the work scatters.|Move the work, then make one route clear.|active|flow-state::physical_rhythm_creative_movement_deep_focus_social_exchange::paired
flow-state|physical_rhythm_creative_movement_deep_focus_social_exchange|graduated|This pattern moves from rhythm into ideas, then focus, then response. The order works when activity opens possibility and focus turns it into something that can be checked.|You can start through action and find a better route as you go.|You may delay feedback until the chosen route is already over-developed.|Follow the sequence, then bring in Social Exchange while the result can still improve.|Act, open, deepen, then check the result.|active|flow-state::physical_rhythm_creative_movement_deep_focus_social_exchange::graduated
flow-state|physical_rhythm_creative_movement_deep_focus_social_exchange|balanced|Read this as flexible momentum with ideas close by. Physical Rhythm may be first, but focus and response matter when the work needs a clear answer rather than more motion.|You can use movement, ideas, depth, or feedback as the task changes.|You may keep the work active when it needs a clearer point.|Use what gets the work moving, then add focus or response to make progress visible.|Momentum is strongest when it knows where it is going.|active|flow-state::physical_rhythm_creative_movement_deep_focus_social_exchange::balanced
flow-state|physical_rhythm_creative_movement_social_exchange_deep_focus|concentrated|Your clearest route into flow is Physical Rhythm, with ideas and response close behind. Deep Focus is deliberate range that helps the active pattern become a clear finished answer.|You can create momentum, options, and live clarity quickly.|You may stay active and responsive after the hard thinking needs attention.|Use rhythm, ideas, and exchange to open progress, then add focused time before final decisions.|Activity starts the work. Attention completes it.|active|flow-state::physical_rhythm_creative_movement_social_exchange_deep_focus::concentrated
flow-state|physical_rhythm_creative_movement_social_exchange_deep_focus|paired|Flow is likely to come from Physical Rhythm and Creative Movement as a close pair. Social Exchange keeps the work responsive, while Deep Focus gives it the depth needed to stand.|You can use action and ideas to make stuck work move again.|You may keep the work lively without finishing the important thought.|Use the active pair, then bring in response and protected focus before the result needs to hold.|Keep it moving, then make it clear enough to finish.|active|flow-state::physical_rhythm_creative_movement_social_exchange_deep_focus::paired
flow-state|physical_rhythm_creative_movement_social_exchange_deep_focus|graduated|This pattern moves from rhythm into ideas, then response, then focus. The sequence can create practical and adaptive progress when the final focused step is not skipped.|You can move, reframe, and learn from response before settling the answer.|You may act on the work before the deeper point is fully understood.|Follow the sequence, then give Deep Focus enough space to complete the thinking.|Open through action, finish through attention.|active|flow-state::physical_rhythm_creative_movement_social_exchange_deep_focus::graduated
flow-state|physical_rhythm_creative_movement_social_exchange_deep_focus|balanced|Read this as flexible physical flow with ideas and response close by. Deep Focus is not missing as a flaw, but it may need to be added when the result needs stronger completion.|You can use movement, ideas, and exchange to keep progress available.|You may move between conditions without settling the answer.|Use the active route to enter the work, then add a focused block when the answer needs to hold.|Many routes can open progress. Focus helps one route land.|active|flow-state::physical_rhythm_creative_movement_social_exchange_deep_focus::balanced
flow-state|physical_rhythm_social_exchange_deep_focus_creative_movement|concentrated|Your clearest route into flow is Physical Rhythm that becomes clearer through Social Exchange. Deep Focus gives the result substance, and Creative Movement keeps the answer from becoming too fixed.|You can turn action and response into practical clarity.|You may stay active and conversational before trying a fresh angle.|Use rhythm and exchange to find direction, then add depth and one different route before closing.|Practical clarity still needs room for a better angle.|active|flow-state::physical_rhythm_social_exchange_deep_focus_creative_movement::concentrated
