domain_key|pattern_key|score_shape|rank_1_signal_key|rank_2_signal_key|rank_3_signal_key|rank_4_signal_key|synthesis_title|gift|trap|takeaway|synthesis_text|status|lookup_key
flow-state|physical_rhythm_creative_movement_deep_focus_social_exchange|graduated|physical_rhythm|creative_movement|deep_focus|social_exchange|Move, open ideas, focus, then test|You can turn active momentum into original work with substance and response.|You may let motion and options continue after the work needs a more considered next step.|Use energy to begin, then choose the idea that deserves care.|This result has a clear sequence. Physical Rhythm starts attention. Creative Movement opens a less obvious way forward. Deep Focus gives the best direction weight and follow-through. Social Exchange checks whether it makes sense to someone else.|active|flow-state::physical_rhythm_creative_movement_deep_focus_social_exchange::graduated
flow-state|physical_rhythm_creative_movement_deep_focus_social_exchange|balanced|physical_rhythm|creative_movement|deep_focus|social_exchange|Flexible energy with depth and response|You can use movement, ideas, focus, or conversation depending on what unlocks progress.|You may rely on active routes when the work needs stillness or another view.|Choose whether the next step needs energy, originality, care, or testing.|Physical Rhythm appears first, but Creative Movement and Deep Focus are close enough to matter. Some tasks need motion, some need a fresh angle, and some need quiet attention. Social Exchange remains important when the result needs an outside check. The value is adaptable energy with substance available.|active|flow-state::physical_rhythm_creative_movement_deep_focus_social_exchange::balanced
flow-state|physical_rhythm_creative_movement_social_exchange_deep_focus|concentrated|physical_rhythm|creative_movement|social_exchange|deep_focus|Active ideas that need refinement|You can create energy by linking movement, fresh angles, and live response.|You may keep action, ideas, and exchange running after the work needs quiet care.|Let active energy reveal the direction, then protect time to refine it.|This result begins with movement and pace. Creative Movement adds variation, and Social Exchange tests what is emerging. Deep Focus may need deliberate use when the strongest direction needs detail, care, or completion. Without it, the work may stay lively but unfinished.|active|flow-state::physical_rhythm_creative_movement_social_exchange_deep_focus::concentrated
flow-state|physical_rhythm_creative_movement_social_exchange_deep_focus|paired|physical_rhythm|creative_movement|social_exchange|deep_focus|Action and ideas with live checks|You can make progress by letting movement and fresh thinking work in close contact.|You may keep adjusting and testing before the result has enough focused substance.|Use movement and ideas to begin, then decide when focus must take over.|Physical Rhythm and Creative Movement create the close pair here. Rhythm gives the work energy, and ideas keep that energy flexible. Social Exchange tests the idea while it is still developing. Deep Focus adds the care needed to finish and refine.|active|flow-state::physical_rhythm_creative_movement_social_exchange_deep_focus::paired
flow-state|physical_rhythm_creative_movement_social_exchange_deep_focus|graduated|physical_rhythm|creative_movement|social_exchange|deep_focus|Move, vary, test, then deepen|You can move from practical momentum into ideas, response, and later refinement.|You may postpone focused work until the idea has already moved through several active stages.|Use the response to choose what deserves quiet attention.|This result works as a visible chain. Physical Rhythm starts momentum. Creative Movement adds range and variation. Social Exchange tests what is useful or clear, and Deep Focus gives the final work substance. The strength is active development that still makes room for finish.|active|flow-state::physical_rhythm_creative_movement_social_exchange_deep_focus::graduated
flow-state|physical_rhythm_creative_movement_social_exchange_deep_focus|balanced|physical_rhythm|creative_movement|social_exchange|deep_focus|Flexible momentum with focused range|You can use movement, ideas, exchange, or focus depending on what makes the work clearer.|You may favour active conditions before the best direction has had enough quiet care.|Treat focus as a real option when the work needs detail or completion.|Physical Rhythm is lightly first, with Creative Movement and Social Exchange close beside it. Some work needs pace, some needs a new angle, and some needs live response. Deep Focus remains meaningful when the result needs care. The value is flexible momentum without losing the ability to land the work.|active|flow-state::physical_rhythm_creative_movement_social_exchange_deep_focus::balanced
flow-state|physical_rhythm_social_exchange_deep_focus_creative_movement|concentrated|physical_rhythm|social_exchange|deep_focus|creative_movement|Movement and exchange into clarity|You can create momentum by combining practical action with live response.|You may stay with action and exchange after the work needs quiet focus or a fresh angle.|Use the shared momentum, then pause to deepen and widen the work.|This result starts through movement and contact. Social Exchange gives the action a response loop. Deep Focus adds substance when the work needs care and follow-through. Creative Movement may need deliberate room when the result becomes too practical or settled.|active|flow-state::physical_rhythm_social_exchange_deep_focus_creative_movement::concentrated
flow-state|physical_rhythm_social_exchange_deep_focus_creative_movement|paired|physical_rhythm|social_exchange|deep_focus|creative_movement|Doing and responding together|You can make work clearer through shared pace, demonstration, practical action, or live feedback.|You may keep doing and talking after the work needs depth or a less obvious option.|Let response clarify the work, then protect time for focus and possibility.|Physical Rhythm and Social Exchange form the close pair here. Movement gives the work energy, and exchange tests it in real time. Deep Focus gives the useful part more care after contact has opened it. Creative Movement adds range when the practical route becomes too settled.|active|flow-state::physical_rhythm_social_exchange_deep_focus_creative_movement::paired
flow-state|physical_rhythm_social_exchange_deep_focus_creative_movement|graduated|physical_rhythm|social_exchange|deep_focus|creative_movement|Move, respond, deepen, then open|You can move from shared momentum into substance and later range.|You may invite new options only after the work has already been acted, tested, and deepened.|Use focus to strengthen the result, then make room for a better angle.|This result follows a clear order. Physical Rhythm starts the work. Social Exchange tests and clarifies it through live response. Deep Focus develops the important part. Creative Movement adds possibility when the result needs a less fixed direction.|active|flow-state::physical_rhythm_social_exchange_deep_focus_creative_movement::graduated
flow-state|physical_rhythm_social_exchange_deep_focus_creative_movement|balanced|physical_rhythm|social_exchange|deep_focus|creative_movement|Flexible action with response and depth|You can use movement, exchange, focus, or ideas depending on what makes the work clearer.|You may default to doing and testing before giving possibility enough room.|Check whether the next step needs action, response, attention, or a fresh angle.|Physical Rhythm appears first, but only lightly. Social Exchange, Deep Focus, and Creative Movement all remain meaningful. Some tasks need shared pace, some need quiet care, and some need another angle. The strength is practical clarity that can adapt rather than stay fixed.|active|flow-state::physical_rhythm_social_exchange_deep_focus_creative_movement::balanced
flow-state|physical_rhythm_social_exchange_creative_movement_deep_focus|concentrated|physical_rhythm|social_exchange|creative_movement|deep_focus|Shared momentum that needs finish|You can create energy through movement, live response, and new angles.|You may keep momentum alive after the work needs careful finish or refinement.|Use the energy to find direction, then give the best result focused care.|This result begins through pace and contact. Social Exchange tests what is happening as the work moves. Creative Movement adds range when the route needs more possibility. Deep Focus may need deliberate use so the final result gains detail, care, and completion.|active|flow-state::physical_rhythm_social_exchange_creative_movement_deep_focus::concentrated
flow-state|physical_rhythm_social_exchange_creative_movement_deep_focus|paired|physical_rhythm|social_exchange|creative_movement|deep_focus|Movement with a response loop|You can turn practical action into shared clarity through feedback, questions, or live problem-solving.|You may trust energy and response before the work has enough focused care.|Let the response show what matters, then slow down enough to finish it well.|Physical Rhythm and Social Exchange sit close together in this result. Movement gives the work pace, and exchange keeps it clear in contact with others. Creative Movement adds fresh range once momentum is there. Deep Focus adds the follow-through that turns shared progress into finished work.|active|flow-state::physical_rhythm_social_exchange_creative_movement_deep_focus::paired
flow-state|physical_rhythm_social_exchange_creative_movement_deep_focus|graduated|physical_rhythm|social_exchange|creative_movement|deep_focus|Move, respond, widen, then focus|You can move from shared action into range and careful completion.|You may postpone refinement until the work has already travelled through several active stages.|Use the active stages to choose, then give the chosen direction quiet care.|This result works as a sequence. Physical Rhythm starts momentum. Social Exchange tests it through live response. Creative Movement adds range and a better angle. Deep Focus gives the final work substance when it is time to finish.|active|flow-state::physical_rhythm_social_exchange_creative_movement_deep_focus::graduated
flow-state|physical_rhythm_social_exchange_creative_movement_deep_focus|balanced|physical_rhythm|social_exchange|creative_movement|deep_focus|Flexible momentum with finishing range|You can use movement, response, ideas, or focus depending on what turns activity into progress.|You may rely on energy and interaction before the best direction has enough quiet attention.|Choose the condition the work needs now, especially when it is time to refine or finish.|Physical Rhythm is lightly first, with exchange and ideas close beside it. Some work needs shared pace, some needs a fresh angle, and some needs careful attention. Deep Focus remains a real option when the result needs finish. The value is flexible momentum without losing the ability to land the work.|active|flow-state::physical_rhythm_social_exchange_creative_movement_deep_focus::balanced
