domain_key|pattern_key|score_shape|rank_1_signal_key|rank_2_signal_key|rank_3_signal_key|rank_4_signal_key|headline|recognition_statement|recognition_expansion|status|lookup_key
flow-state|deep_focus_physical_rhythm_creative_movement_social_exchange|graduated|deep_focus|physical_rhythm|creative_movement|social_exchange|Focus that moves before it opens|You are likely to reach flow through a clear order: focus deeply, use rhythm to stay engaged, then bring in ideas and feedback.|This pattern may show up when you need serious attention but also need the body or environment to help that attention keep working. Physical Rhythm gives Deep Focus a way to recover before the work gets heavy. Creative Movement adds new angles once the task has momentum. Social Exchange becomes useful when the work needs testing beyond your own view.|active|flow-state::deep_focus_physical_rhythm_creative_movement_social_exchange::graduated
flow-state|deep_focus_physical_rhythm_creative_movement_social_exchange|balanced|deep_focus|physical_rhythm|creative_movement|social_exchange|Several ways to stay with the work|You may find flow through focus, rhythm, ideas, or conversation depending on what the task needs.|Deep Focus appears first, but Physical Rhythm and Creative Movement are close enough to matter. You may need quiet concentration for one task, a change of pace for another, and a fresh angle when the work starts to narrow. Social Exchange can still help when the result needs to be checked with someone else.|active|flow-state::deep_focus_physical_rhythm_creative_movement_social_exchange::balanced
flow-state|deep_focus_physical_rhythm_social_exchange_creative_movement|concentrated|deep_focus|physical_rhythm|social_exchange|creative_movement|Steady focus before new angles|You are most likely to find flow when deep attention is held steady by rhythm, then tested through useful exchange.|This pattern often shows up when you want the work to become solid and practical before it becomes more experimental. Physical Rhythm helps attention stay usable, especially when the task is demanding. Social Exchange can check whether the work makes sense beyond your own process. Creative Movement may need deliberate room so the result does not become too fixed too soon.|active|flow-state::deep_focus_physical_rhythm_social_exchange_creative_movement::concentrated
flow-state|deep_focus_physical_rhythm_social_exchange_creative_movement|paired|deep_focus|physical_rhythm|social_exchange|creative_movement|Deep work with steady momentum|You are likely to find flow when concentration and physical rhythm support each other closely.|This result may feel familiar if you need both mental depth and a steady working pace. You may focus best when the setting, routine, or body state helps attention stay available. Social Exchange can test the work before it becomes too enclosed. Creative Movement may need to be invited earlier when the work needs more range or originality.|active|flow-state::deep_focus_physical_rhythm_social_exchange_creative_movement::paired
flow-state|deep_focus_physical_rhythm_social_exchange_creative_movement|graduated|deep_focus|physical_rhythm|social_exchange|creative_movement|Focus, rhythm, then response|You are likely to reach flow through a stepped pattern where attention settles first, rhythm keeps it usable, and conversation tests the result.|This pattern may show up when the work needs depth, steadiness, and a practical check before it needs a new angle. Physical Rhythm helps Deep Focus avoid becoming static. Social Exchange brings in response when the work needs to be understood by someone else. Creative Movement is useful range when the result becomes too fixed or purely practical.|active|flow-state::deep_focus_physical_rhythm_social_exchange_creative_movement::graduated
flow-state|deep_focus_physical_rhythm_social_exchange_creative_movement|balanced|deep_focus|physical_rhythm|social_exchange|creative_movement|Flexible focus with practical checks|You may find flow through several close routes, with focus lightly first and rhythm, exchange, and ideas all still meaningful.|This result should not be read as one route doing all the work. Some tasks may need quiet depth. Others may need movement, a useful conversation, or permission to try a different angle. The pattern becomes clearest when you choose the condition the work needs now rather than defaulting to more focus.|active|flow-state::deep_focus_physical_rhythm_social_exchange_creative_movement::balanced
flow-state|deep_focus_social_exchange_creative_movement_physical_rhythm|concentrated|deep_focus|social_exchange|creative_movement|physical_rhythm|Private thought that sharpens through response|You are most likely to find flow when serious thinking comes first and conversation helps sharpen what the work is becoming.|This pattern often shows up when you want time to understand the issue before talking it through. Once the thinking has weight, Social Exchange can help test, translate, or refine it. Creative Movement adds range so the work does not become too narrow. Physical Rhythm may need to be added deliberately when attention gets heavy or stuck.|active|flow-state::deep_focus_social_exchange_creative_movement_physical_rhythm::concentrated
flow-state|deep_focus_social_exchange_creative_movement_physical_rhythm|paired|deep_focus|social_exchange|creative_movement|physical_rhythm|Focused thought with useful exchange|You are likely to find flow when deep thinking and conversation work closely together.|This result may feel recognisable if you need private attention first, but the work becomes clearer when you explain it, test it, or hear a useful response. Creative Movement can add fresh angles after the exchange opens the work up. Physical Rhythm may be useful when the process needs a reset rather than more thinking or more discussion.|active|flow-state::deep_focus_social_exchange_creative_movement_physical_rhythm::paired
flow-state|deep_focus_social_exchange_creative_movement_physical_rhythm|graduated|deep_focus|social_exchange|creative_movement|physical_rhythm|Think first, test next|You are likely to reach flow through a clear order: focus privately, test the work through conversation, then bring in ideas and movement when needed.|This pattern may show up when the work needs both depth and response. Deep Focus helps you find your own line of thought. Social Exchange checks whether that thinking is clear outside your own head. Creative Movement adds range after the work has been tested. Physical Rhythm can help when the process needs a change of state.|active|flow-state::deep_focus_social_exchange_creative_movement_physical_rhythm::graduated
flow-state|deep_focus_social_exchange_creative_movement_physical_rhythm|balanced|deep_focus|social_exchange|creative_movement|physical_rhythm|Several routes, with response close by|You may find flow through focus, conversation, ideas, or movement depending on what the work needs.|Deep Focus appears first, but Social Exchange and Creative Movement are close enough to matter. You may need quiet time to understand the work, then a useful conversation to test it, or a fresh angle to keep it developing. Physical Rhythm still matters when the work needs a reset rather than another round of thinking.|active|flow-state::deep_focus_social_exchange_creative_movement_physical_rhythm::balanced
flow-state|deep_focus_social_exchange_physical_rhythm_creative_movement|concentrated|deep_focus|social_exchange|physical_rhythm|creative_movement|Focused thinking before shared clarity|You are most likely to find flow when deep attention comes first and conversation helps make the thinking clearer.|This pattern often shows up when you prefer to understand the work privately before bringing someone else in. Social Exchange can sharpen the result once there is enough substance to discuss. Physical Rhythm helps reset the process when attention gets heavy. Creative Movement may need deliberate space so the work does not become too settled too early.|active|flow-state::deep_focus_social_exchange_physical_rhythm_creative_movement::concentrated
flow-state|deep_focus_social_exchange_physical_rhythm_creative_movement|paired|deep_focus|social_exchange|physical_rhythm|creative_movement|Deep thought that needs a sounding board|You are likely to find flow when focused thinking and useful exchange sit close together.|This result may feel familiar if the work starts privately but becomes stronger when it is spoken, questioned, or tested with one useful person. Physical Rhythm can help when the process needs a reset or change of state. Creative Movement may need to be invited when the work needs a less obvious angle.|active|flow-state::deep_focus_social_exchange_physical_rhythm_creative_movement::paired
flow-state|deep_focus_social_exchange_physical_rhythm_creative_movement|graduated|deep_focus|social_exchange|physical_rhythm|creative_movement|Focus, response, then reset|You are likely to reach flow through a sequence where deep attention comes first, conversation tests it, movement resets it, and ideas add range.|This pattern may show up when you need to think carefully before using another person as a sounding board. Social Exchange helps the work become clearer outside your own process. Physical Rhythm can keep the pattern from becoming too mental. Creative Movement is useful when the result needs more possibility or a different angle.|active|flow-state::deep_focus_social_exchange_physical_rhythm_creative_movement::graduated
flow-state|deep_focus_social_exchange_physical_rhythm_creative_movement|balanced|deep_focus|social_exchange|physical_rhythm|creative_movement|Flexible flow with a clear thinking base|You may find flow through several close conditions, with focus first but conversation, movement, and ideas all available.|This balanced result may show up when different tasks need different routes. Some work needs quiet attention. Some needs a useful conversation. Some needs a physical reset or a fresh angle. Deep Focus is the first place to look, but the pattern works best when you treat the other routes as real options.|active|flow-state::deep_focus_social_exchange_physical_rhythm_creative_movement::balanced
