domain_key|pattern_key|score_shape|closing_summary|core_gift|core_trap|development_edge|memorable_line|status|lookup_key
flow-state|creative_movement_physical_rhythm_deep_focus_social_exchange|graduated|This pattern moves from ideas into rhythm, then focus, then response. It works well when experimentation needs motion first, depth second, and an external check before completion.|You can turn active exploration into a clearer route.|You may develop the work privately after it needs another view.|Follow the order, then bring in Social Exchange while the chosen route can still change.|Try it, steady it, deepen it, then check it.|active|flow-state::creative_movement_physical_rhythm_deep_focus_social_exchange::graduated
flow-state|creative_movement_physical_rhythm_deep_focus_social_exchange|balanced|Read this as flexible flow around ideas, movement, depth, and response. Creative Movement is lightly first, but the strongest result comes from using the condition the work needs now.|You can change route without losing momentum.|You may keep the work active before one direction has become clear.|Start with what opens the task, then add focus or response when the next step needs more clarity.|Flexible work still needs a point of contact.|active|flow-state::creative_movement_physical_rhythm_deep_focus_social_exchange::balanced
flow-state|creative_movement_physical_rhythm_social_exchange_deep_focus|concentrated|Your clearest route into flow is Creative Movement supported by physical rhythm and live response. Deep Focus is the deliberate range that turns the active pattern into finished thinking.|You can make work lively, responsive, and easy to enter.|You may keep adapting the work before the hard thinking is complete.|Use ideas, rhythm, and response to open the work, then add a focused block to finish what matters.|The active route still needs quiet completion.|active|flow-state::creative_movement_physical_rhythm_social_exchange_deep_focus::concentrated
flow-state|creative_movement_physical_rhythm_social_exchange_deep_focus|paired|Flow is likely to come from ideas and physical rhythm as a close pair. Social Exchange keeps the work responsive, while Deep Focus makes the final answer stronger when it is added deliberately.|You can use movement and ideas to make progress feel available.|You may keep adjusting the work after it needs a settled answer.|Let ideas and rhythm start the work, then bring in response and protected attention before final decisions.|Motion helps the idea start, focus helps it finish.|active|flow-state::creative_movement_physical_rhythm_social_exchange_deep_focus::paired
flow-state|creative_movement_physical_rhythm_social_exchange_deep_focus|graduated|This pattern moves from ideas into rhythm, then response, then focus. The order can create lively progress, as long as Deep Focus is used before the final answer needs to stand.|You can explore, move, and learn from response while the work is still flexible.|You may leave deeper attention until the work is already scattered or over-shaped.|Follow the sequence, then give one chosen direction enough quiet attention to hold.|Open the work widely, then finish one clear route.|active|flow-state::creative_movement_physical_rhythm_social_exchange_deep_focus::graduated
flow-state|creative_movement_physical_rhythm_social_exchange_deep_focus|balanced|Read this as flexible creative flow with movement and response close by. Deep Focus is the condition to add when the work needs completion and a clearer final shape.|You can use several routes to keep the work alive and responsive.|You may move between conditions without finishing the important part.|Use the route that opens the work, then add protected attention when the answer needs to hold together.|Many routes can start the work. One clear route must finish it.|active|flow-state::creative_movement_physical_rhythm_social_exchange_deep_focus::balanced
flow-state|creative_movement_social_exchange_deep_focus_physical_rhythm|concentrated|Your clearest route into flow is Creative Movement that becomes sharper through Social Exchange. Deep Focus gives the best idea depth, and Physical Rhythm keeps the process workable.|You can create ideas that improve through live response.|You may stay in ideas and conversation after the work needs recovery or practical re-entry.|Use exchange to shape the idea, then add focus and physical rhythm before the loop runs too long.|A live idea needs a grounded next step.|active|flow-state::creative_movement_social_exchange_deep_focus_physical_rhythm::concentrated
flow-state|creative_movement_social_exchange_deep_focus_physical_rhythm|paired|Flow is likely to come from Creative Movement and Social Exchange working closely together. The work is strongest when live response opens better options without replacing deeper development.|You can shape ideas with other people while they are still flexible.|You may adapt the idea so often that it loses a clear centre.|Use the creative-and-social pair, then add focus and rhythm to make the result stable enough to use.|Response can open the idea, but depth keeps it clear.|active|flow-state::creative_movement_social_exchange_deep_focus_physical_rhythm::paired
flow-state|creative_movement_social_exchange_deep_focus_physical_rhythm|graduated|This pattern moves from ideas into exchange, then focus, then physical rhythm. It can make work clear through response, as long as recovery and state change are not delayed.|You can open an idea, sharpen it with response, and then develop the strongest route.|You may leave physical rhythm until the process is already mentally crowded.|Follow the order, then change state before asking the idea to keep improving.|Let response shape the idea, then make room to recover.|active|flow-state::creative_movement_social_exchange_deep_focus_physical_rhythm::graduated
flow-state|creative_movement_social_exchange_deep_focus_physical_rhythm|balanced|Read this as flexible idea-and-response flow with focus and rhythm available as needed. The ranking is light, so context should decide whether the work needs options, conversation, depth, or state change.|You can use ideas and feedback without being locked into one route.|You may keep the work live after it needs quiet development or recovery.|Use the condition the work needs now, then add focus or rhythm when the pattern starts to crowd.|Good flow stays responsive without staying busy.|active|flow-state::creative_movement_social_exchange_deep_focus_physical_rhythm::balanced
flow-state|creative_movement_social_exchange_physical_rhythm_deep_focus|concentrated|Your clearest route into flow is idea movement sharpened through Social Exchange and supported by Physical Rhythm. Deep Focus is the deliberate range that gives the final answer depth.|You can make ideas accessible while they are still changing.|You may keep the work responsive and active after it needs quiet attention.|Use ideas, response, and rhythm to open the work, then bring in a focused block before final decisions.|Make the idea lively, then make it hold.|active|flow-state::creative_movement_social_exchange_physical_rhythm_deep_focus::concentrated
flow-state|creative_movement_social_exchange_physical_rhythm_deep_focus|paired|Flow is likely to come from Creative Movement and Social Exchange as a close pair. Physical Rhythm keeps the work practical, while Deep Focus helps the chosen direction become complete.|You can use live response to make ideas clearer and easier to enter.|You may keep changing the idea after it needs settled thought.|Use the idea-and-response pair, then add physical rhythm and a focused finish.|Conversation can improve the idea. Attention makes it stand.|active|flow-state::creative_movement_social_exchange_physical_rhythm_deep_focus::paired
flow-state|creative_movement_social_exchange_physical_rhythm_deep_focus|graduated|This pattern moves from ideas into exchange, then rhythm, then focus. The sequence can create lively, practical progress when the final focused step is not skipped.|You can turn response and movement into a clearer direction.|You may act on a flexible idea before the important thinking is finished.|Follow the order, then give Deep Focus enough room to complete the strongest route.|Open, respond, move, then finish clearly.|active|flow-state::creative_movement_social_exchange_physical_rhythm_deep_focus::graduated
flow-state|creative_movement_social_exchange_physical_rhythm_deep_focus|balanced|Read this as flexible creative flow with conversation and movement close by. Deep Focus is deliberate range that helps when the work needs a stable answer rather than more adjustment.|You can use ideas, response, and action to keep work alive.|You may keep adjusting the work after it needs a clear finish.|Start with the route that opens progress, then add focused attention when the result needs to hold.|Flexible work becomes stronger when one answer is finished.|active|flow-state::creative_movement_social_exchange_physical_rhythm_deep_focus::balanced
