domain_key|pattern_key|score_shape|rank_1_signal_key|rank_2_signal_key|rank_3_signal_key|rank_4_signal_key|mechanics_title|core_mechanism|why_it_shows_up|what_it_protects|status|lookup_key
flow-state|deep_focus_physical_rhythm_creative_movement_social_exchange|graduated|deep_focus|physical_rhythm|creative_movement|social_exchange|Why the sequence steadies before it opens|This pattern works in a stepped order. Deep Focus settles attention, Physical Rhythm keeps it workable, Creative Movement adds new angles, and Social Exchange checks the result with another person.|It may show up because the person often needs depth first and steadiness second before the work can safely open. Ideas become more useful once the task has traction.|It protects depth with practical momentum. The trade-off is that feedback may be delayed until the work has already been focused, paced, and developed privately.|active|flow-state::deep_focus_physical_rhythm_creative_movement_social_exchange::graduated
flow-state|deep_focus_physical_rhythm_creative_movement_social_exchange|balanced|deep_focus|physical_rhythm|creative_movement|social_exchange|Why focus, rhythm, and ideas all matter|This pattern works as a flexible set of conditions, with Deep Focus lightly first. Physical Rhythm may help attention stay available, Creative Movement may open the work, and Social Exchange may test it.|It may show up because the person can use different routes for different tasks. A demanding task may need focus, a heavy task may need movement, and a stuck task may need a new angle.|It protects adaptability while keeping depth available. The trade-off is that the person may treat conversation as a later check even when earlier response would clarify the work.|active|flow-state::deep_focus_physical_rhythm_creative_movement_social_exchange::balanced
flow-state|deep_focus_physical_rhythm_social_exchange_creative_movement|concentrated|deep_focus|physical_rhythm|social_exchange|creative_movement|Why steady focus comes before new angles|This pattern works by making deep work feel stable before it becomes more experimental. Physical Rhythm supports steadiness, Social Exchange tests or translates the result, and Creative Movement may need deliberate room.|It may show up because the person trusts work that has been thought through and kept practical. New angles can feel more useful after the core has become solid.|It protects depth, steadiness, and clear testing. The trade-off is that the work may become too fixed if possibility is invited too late.|active|flow-state::deep_focus_physical_rhythm_social_exchange_creative_movement::concentrated
flow-state|deep_focus_physical_rhythm_social_exchange_creative_movement|paired|deep_focus|physical_rhythm|social_exchange|creative_movement|Why focus and rhythm create steadiness|This pattern works through a close link between sustained attention and practical pace. Deep Focus gives the work care, while Physical Rhythm keeps that care from becoming stuck or strained.|It may show up because the person trusts a route that feels both serious and workable. Conversation then checks the result, while Creative Movement adds range when the work needs a less fixed angle.|It protects steady progress on demanding work. The trade-off is that originality may need to be invited on purpose, not only after the practical route has settled.|active|flow-state::deep_focus_physical_rhythm_social_exchange_creative_movement::paired
flow-state|deep_focus_physical_rhythm_social_exchange_creative_movement|graduated|deep_focus|physical_rhythm|social_exchange|creative_movement|Why the pattern tests before it opens|This pattern works through a clear order. Deep Focus finds the substance, Physical Rhythm keeps attention steady, Social Exchange checks the result, and Creative Movement adds later range.|It may show up because the person wants work to be careful, practical, and understandable before it becomes more exploratory. The sequence makes the result feel reliable.|It protects grounded clarity. The trade-off is that a fresher angle may be delayed until the work already has a strong shape.|active|flow-state::deep_focus_physical_rhythm_social_exchange_creative_movement::graduated
flow-state|deep_focus_physical_rhythm_social_exchange_creative_movement|balanced|deep_focus|physical_rhythm|social_exchange|creative_movement|Why several steady routes stay available|This pattern works with focus, rhythm, exchange, and ideas all close enough to matter. Deep Focus appears first, but the route may change with the task.|It may show up because some work needs quiet depth, some needs pace, some needs a useful response, and some needs a different angle. The person may move between these conditions without one route doing all the work.|It protects flexible steadiness. The trade-off is that the familiar practical route may crowd out possibility unless Creative Movement is treated as a real option.|active|flow-state::deep_focus_physical_rhythm_social_exchange_creative_movement::balanced
flow-state|deep_focus_social_exchange_creative_movement_physical_rhythm|concentrated|deep_focus|social_exchange|creative_movement|physical_rhythm|Why private thought seeks a useful response|This pattern works by forming a view privately, then using conversation to sharpen it. Creative Movement adds range after the view is tested, and Physical Rhythm may need deliberate use when attention gets heavy.|It may show up because the person trusts their own thinking first, but still needs another person to reveal what is clear, useful, or missing. Feedback becomes valuable once there is something real to discuss.|It protects independent judgement and external clarity. The trade-off is that physical reset can be delayed when the process becomes too mental or verbal.|active|flow-state::deep_focus_social_exchange_creative_movement_physical_rhythm::concentrated
flow-state|deep_focus_social_exchange_creative_movement_physical_rhythm|paired|deep_focus|social_exchange|creative_movement|physical_rhythm|Why conversation sharpens the view|This pattern works through a close link between private thought and useful exchange. Deep Focus creates the view, while Social Exchange tests, questions, and sharpens it.|It may show up because the person needs time to think before the conversation, but the work becomes clearer when it is spoken or challenged. Creative Movement can add range once the exchange has shown what matters.|It protects judgement that does not stay isolated. The trade-off is that movement or physical reset may be used late, after the person has relied on more thinking or more talking.|active|flow-state::deep_focus_social_exchange_creative_movement_physical_rhythm::paired
flow-state|deep_focus_social_exchange_creative_movement_physical_rhythm|graduated|deep_focus|social_exchange|creative_movement|physical_rhythm|Why the sequence moves from view to range|This pattern works through a stepped order. Deep Focus forms the view, Social Exchange tests it, Creative Movement opens further range, and Physical Rhythm resets the process when needed.|It may show up because the person often wants to know what they think before inviting response. Conversation then makes the thinking clearer, and ideas can develop from a stronger base.|It protects clear judgement that can still develop. The trade-off is that the physical state of the work may be noticed only after thinking, talking, and ideating have all been used.|active|flow-state::deep_focus_social_exchange_creative_movement_physical_rhythm::graduated
flow-state|deep_focus_social_exchange_creative_movement_physical_rhythm|balanced|deep_focus|social_exchange|creative_movement|physical_rhythm|Why focus and response sit close together|This pattern works with several close conditions. Deep Focus offers a thinking base, Social Exchange tests the work, Creative Movement adds possibility, and Physical Rhythm helps when the process needs a reset.|It may show up because different moments ask for different routes. The person may need quiet attention, a useful conversation, a fresh angle, or a change of state depending on what the work is asking for.|It protects flexible clarity. The trade-off is that reset may be left until later if thinking and conversation both feel more immediately useful.|active|flow-state::deep_focus_social_exchange_creative_movement_physical_rhythm::balanced
flow-state|deep_focus_social_exchange_physical_rhythm_creative_movement|concentrated|deep_focus|social_exchange|physical_rhythm|creative_movement|Why focused thinking needs a sounding board|This pattern works by building a private view, then using Social Exchange to test and sharpen it. Physical Rhythm resets the process, while Creative Movement may need deliberate room when the work needs a less obvious angle.|It may show up because the person trusts careful thought first, but also knows that another person can reveal whether the thinking lands. Movement helps when the process starts to feel heavy.|It protects depth that can be checked with another person. The trade-off is that the work may become too settled if fresh angles are invited too late.|active|flow-state::deep_focus_social_exchange_physical_rhythm_creative_movement::concentrated
flow-state|deep_focus_social_exchange_physical_rhythm_creative_movement|paired|deep_focus|social_exchange|physical_rhythm|creative_movement|Why thought and exchange keep returning|This pattern works through a close mechanism of private attention and external testing. Deep Focus gives the work substance, while Social Exchange checks whether that substance is clear and useful.|It may show up because the person may not want early noise, but they do value a well-timed response. Physical Rhythm helps reset the process before the next round of thinking or exchange.|It protects thinking that is both independent and tested. The trade-off is that Creative Movement may need to be invited deliberately so the work does not become too fixed.|active|flow-state::deep_focus_social_exchange_physical_rhythm_creative_movement::paired
flow-state|deep_focus_social_exchange_physical_rhythm_creative_movement|graduated|deep_focus|social_exchange|physical_rhythm|creative_movement|Why the pattern tests and then resets|This pattern works in sequence. Deep Focus forms the view, Social Exchange sharpens it, Physical Rhythm resets attention, and Creative Movement adds range when the work needs another angle.|It may show up because the person trusts the move from private thought into useful response. A reset then helps the work recover before possibility is added.|It protects clear thinking that can be tested and steadied. The trade-off is that new ideas may arrive late if the person keeps refining, discussing, and resetting the same route.|active|flow-state::deep_focus_social_exchange_physical_rhythm_creative_movement::graduated
flow-state|deep_focus_social_exchange_physical_rhythm_creative_movement|balanced|deep_focus|social_exchange|physical_rhythm|creative_movement|Why several routes keep the view useful|This pattern works with focus, exchange, movement, and ideas all available. Deep Focus is only lightly first, while Social Exchange, Physical Rhythm, and Creative Movement each offer a meaningful route into or back into flow.|It may show up because the person can use different conditions for different demands. Some work needs private thought, some needs a sounding board, some needs a reset, and some needs a new angle.|It protects flexible judgement. The trade-off is that the person may default to thinking and testing before giving possibility enough room.|active|flow-state::deep_focus_social_exchange_physical_rhythm_creative_movement::balanced
flow-state|creative_movement_deep_focus_physical_rhythm_social_exchange|concentrated|creative_movement|deep_focus|physical_rhythm|social_exchange|Why ideas need somewhere to land|This pattern works by letting ideas open the work before narrowing them into something usable. Deep Focus gives the strongest idea substance, Physical Rhythm clears clutter, and Social Exchange tests whether the result lands.|It may show up because new angles make the work feel possible when a fixed path feels too narrow. The person may trust movement of thought before they trust a settled plan.|It protects originality, flexibility, and a lively way into stuck work. The trade-off is that choosing, testing, or finishing may come later than the work needs.|active|flow-state::creative_movement_deep_focus_physical_rhythm_social_exchange::concentrated
flow-state|creative_movement_deep_focus_physical_rhythm_social_exchange|paired|creative_movement|deep_focus|physical_rhythm|social_exchange|Why ideas and focus repeat together|This pattern works through a close link between possibility and attention. Creative Movement opens routes, while Deep Focus gives the best route enough time, care, and weight.|It may show up because the person needs room to explore, but does not want the idea to stay loose. The pair makes the work feel both fresh and substantial.|It protects original work that can hold together. The trade-off is that the person may keep moving between new angles and deeper thought after the work needs a reset or response.|active|flow-state::creative_movement_deep_focus_physical_rhythm_social_exchange::paired
flow-state|creative_movement_deep_focus_physical_rhythm_social_exchange|graduated|creative_movement|deep_focus|physical_rhythm|social_exchange|Why the order moves from ideas to testing|This pattern works as a sequence. Creative Movement opens possibilities, Deep Focus develops the strongest one, Physical Rhythm clears mental clutter, and Social Exchange tests the idea outside the person's own process.|It may show up because the person often trusts the work once it has first been allowed to move. Focus then gives the idea a base before reset and feedback have a clearer job.|It protects possibility that can become useful work. The trade-off is that outside testing may wait until the idea has already been developed privately.|active|flow-state::creative_movement_deep_focus_physical_rhythm_social_exchange::graduated
flow-state|creative_movement_deep_focus_physical_rhythm_social_exchange|balanced|creative_movement|deep_focus|physical_rhythm|social_exchange|Why several routes can support an idea|This pattern works by offering several usable ways into flow, with Creative Movement only lightly first. Ideas, focus, movement, and conversation may each matter depending on the task.|It may show up because some work needs a fresh angle, some needs quiet attention, some needs a reset, and some needs another person to test the point.|It protects flexibility around original work. The trade-off is that the person may keep changing conditions instead of giving the right route enough time to make the idea clearer.|active|flow-state::creative_movement_deep_focus_physical_rhythm_social_exchange::balanced
flow-state|creative_movement_deep_focus_social_exchange_physical_rhythm|concentrated|creative_movement|deep_focus|social_exchange|physical_rhythm|Why ideas need depth and response|This pattern works by opening the work through possibilities, then giving the strongest idea substance and a useful test. Physical Rhythm may need deliberate use when the process becomes too mental.|It may show up because the person trusts ideas as the way in, but wants the idea to become clear enough to explain. Focus and exchange help turn possibility into something other people can understand.|It protects originality that can be translated. The trade-off is that physical reset may be delayed until the mind is already crowded or tired.|active|flow-state::creative_movement_deep_focus_social_exchange_physical_rhythm::concentrated
flow-state|creative_movement_deep_focus_social_exchange_physical_rhythm|paired|creative_movement|deep_focus|social_exchange|physical_rhythm|Why ideas need a thinking base|This pattern works through a close mechanism of exploration and concentration. Creative Movement creates options, while Deep Focus helps the strongest one become more than an interesting start.|It may show up because the person trusts new angles, but also needs enough attention to choose what has real weight. Social Exchange then helps test or translate the work.|It protects fresh thinking with substance. The trade-off is that movement or a change of state may be used late, after another round of thinking or talking.|active|flow-state::creative_movement_deep_focus_social_exchange_physical_rhythm::paired
flow-state|creative_movement_deep_focus_social_exchange_physical_rhythm|graduated|creative_movement|deep_focus|social_exchange|physical_rhythm|Why the work opens, deepens, then explains|This pattern works through a clear progression. Creative Movement opens the route, Deep Focus gives it weight, Social Exchange tests whether it makes sense, and Physical Rhythm offers a later reset.|It may show up because the person often needs to explore before they narrow. Once the idea has enough substance, another person's response helps show what is clear and useful.|It protects ideas that can become understandable work. The trade-off is that the body or setting may be asked to reset the process only after the mind has done too much.|active|flow-state::creative_movement_deep_focus_social_exchange_physical_rhythm::graduated
flow-state|creative_movement_deep_focus_social_exchange_physical_rhythm|balanced|creative_movement|deep_focus|social_exchange|physical_rhythm|Why ideas, focus, and response stay close|This pattern works with several close routes. Creative Movement, Deep Focus, and Social Exchange may all help the work become clear, while Physical Rhythm remains useful when the process needs a change of state.|It may show up because some tasks need possibility, some need quiet development, and some need another person to test the point. The ranking should be read lightly.|It protects adaptable idea development. The trade-off is that reset may be treated as optional even when movement would reduce clutter and make the pattern easier to use.|active|flow-state::creative_movement_deep_focus_social_exchange_physical_rhythm::balanced
flow-state|creative_movement_physical_rhythm_deep_focus_social_exchange|concentrated|creative_movement|physical_rhythm|deep_focus|social_exchange|Why movement keeps ideas alive|This pattern works by using ideas and movement together to create energy. Physical Rhythm keeps possibilities active, Deep Focus gives the best idea substance, and Social Exchange tests the result.|It may show up because the person finds new angles through pace, action, walking, making, or changing state. A fixed desk-bound route may feel too narrow at the start.|It protects energy, possibility, and practical momentum. The trade-off is that careful focus or outside testing may arrive after the idea has already gathered speed.|active|flow-state::creative_movement_physical_rhythm_deep_focus_social_exchange::concentrated
flow-state|creative_movement_physical_rhythm_deep_focus_social_exchange|paired|creative_movement|physical_rhythm|deep_focus|social_exchange|Why ideas move through action|This pattern works through a close link between idea movement and physical rhythm. Creative Movement opens possibilities, while Physical Rhythm gives those possibilities pace, state change, and practical motion.|It may show up because the person often thinks better when the work is not only happening in the head. Movement can keep options from becoming tangled or static.|It protects active originality. The trade-off is that the strongest idea may need deliberate focus before it is tested or finished.|active|flow-state::creative_movement_physical_rhythm_deep_focus_social_exchange::paired
flow-state|creative_movement_physical_rhythm_deep_focus_social_exchange|graduated|creative_movement|physical_rhythm|deep_focus|social_exchange|Why the sequence moves before it settles|This pattern works in a stepped order. Creative Movement opens the route, Physical Rhythm keeps it active, Deep Focus gives the strongest idea substance, and Social Exchange checks whether the result lands.|It may show up because possibility and pace help each other. The person may trust momentum first, then use focus once there is a direction worth developing.|It protects ideas that gain traction through action. The trade-off is that feedback may wait until the work has already moved, narrowed, and gained a strong base.|active|flow-state::creative_movement_physical_rhythm_deep_focus_social_exchange::graduated
flow-state|creative_movement_physical_rhythm_deep_focus_social_exchange|balanced|creative_movement|physical_rhythm|deep_focus|social_exchange|Why ideas, pace, and focus all matter|This pattern works as a flexible set of conditions, with Creative Movement lightly first. Physical Rhythm may keep the work moving, Deep Focus may give it weight, and Social Exchange may test it.|It may show up because different tasks ask for different entries. Some need a fresh angle, some need movement, some need quiet attention, and some need a response from another person.|It protects flexible progress. The trade-off is that conversation may be treated as a later check even when earlier response would make the idea clearer.|active|flow-state::creative_movement_physical_rhythm_deep_focus_social_exchange::balanced
flow-state|creative_movement_physical_rhythm_social_exchange_deep_focus|concentrated|creative_movement|physical_rhythm|social_exchange|deep_focus|Why ideas create active momentum|This pattern works by letting ideas, movement, and response create early energy. Physical Rhythm keeps the work active, Social Exchange tests the result, and Deep Focus may need deliberate use when the work needs care or finish.|It may show up because the person trusts a route that keeps the work alive and responsive. A fixed or heavily analysed start can feel less useful than trying, moving, and getting a response.|It protects momentum, originality, and quick testing. The trade-off is that careful refinement may arrive late if the work keeps moving before it settles.|active|flow-state::creative_movement_physical_rhythm_social_exchange_deep_focus::concentrated
flow-state|creative_movement_physical_rhythm_social_exchange_deep_focus|paired|creative_movement|physical_rhythm|social_exchange|deep_focus|Why options need active momentum|This pattern works through a close link between possibilities and pace. Creative Movement opens routes, while Physical Rhythm keeps them in motion through action, environment, or state change.|It may show up because the person often finds direction by doing a rough version, changing setting, or letting the idea move. Social Exchange then tests what is clear or useful.|It protects lively progress. The trade-off is that Deep Focus may need to be invited deliberately so the best idea gets enough care, detail, and completion.|active|flow-state::creative_movement_physical_rhythm_social_exchange_deep_focus::paired
flow-state|creative_movement_physical_rhythm_social_exchange_deep_focus|graduated|creative_movement|physical_rhythm|social_exchange|deep_focus|Why the sequence tests before it refines|This pattern works through a clear order. Creative Movement opens possibilities, Physical Rhythm builds momentum, Social Exchange tests the idea, and Deep Focus gives the final work substance.|It may show up because the person trusts movement and response before heavy analysis. The idea becomes clearer through action and feedback before it needs careful finishing.|It protects active experimentation that can become visible quickly. The trade-off is that focused refinement may be delayed until the work already has public or practical momentum.|active|flow-state::creative_movement_physical_rhythm_social_exchange_deep_focus::graduated
flow-state|creative_movement_physical_rhythm_social_exchange_deep_focus|balanced|creative_movement|physical_rhythm|social_exchange|deep_focus|Why several active routes stay available|This pattern works with ideas, movement, exchange, and focus all close enough to matter. Creative Movement appears first, but the route may change with the task.|It may show up because some work needs a fresh angle, some needs practical motion, some needs live response, and some needs quiet attention before it is complete.|It protects adaptable momentum. The trade-off is that the familiar active route may crowd out careful focus unless Deep Focus is treated as a real option.|active|flow-state::creative_movement_physical_rhythm_social_exchange_deep_focus::balanced
flow-state|creative_movement_social_exchange_deep_focus_physical_rhythm|concentrated|creative_movement|social_exchange|deep_focus|physical_rhythm|Why conversation sharpens the idea|This pattern works by opening the work through ideas and then using exchange to test, sharpen, or translate them. Deep Focus adds substance, and Physical Rhythm may need deliberate use when the process becomes busy or verbal.|It may show up because the person trusts ideas more when they can be spoken, questioned, or built with another person. Live response helps the work become clearer while it is still developing.|It protects shared clarity and original thinking. The trade-off is that physical reset may come late if talking and thinking keep the process running.|active|flow-state::creative_movement_social_exchange_deep_focus_physical_rhythm::concentrated
flow-state|creative_movement_social_exchange_deep_focus_physical_rhythm|paired|creative_movement|social_exchange|deep_focus|physical_rhythm|Why ideas grow through exchange|This pattern works through a close link between Creative Movement and Social Exchange. Ideas open the work, while conversation, feedback, or shared thinking reveals what has energy and what needs changing.|It may show up because the person often trusts possibilities more when they can meet a live response. The exchange makes the idea easier to test before it becomes too fixed.|It protects co-created clarity and responsive originality. The trade-off is that Deep Focus and Physical Rhythm may need deliberate space so the idea can gain substance and reset.|active|flow-state::creative_movement_social_exchange_deep_focus_physical_rhythm::paired
flow-state|creative_movement_social_exchange_deep_focus_physical_rhythm|graduated|creative_movement|social_exchange|deep_focus|physical_rhythm|Why the idea is tested before it deepens|This pattern works as a sequence. Creative Movement opens possibilities, Social Exchange tests them, Deep Focus develops the strongest direction, and Physical Rhythm resets the process when needed.|It may show up because the person often learns what an idea is by saying it, explaining it, or hearing another response. Focus becomes more useful once the exchange has shown what matters.|It protects responsive idea development. The trade-off is that movement or physical reset may be delayed until the work has already been explored, discussed, and developed.|active|flow-state::creative_movement_social_exchange_deep_focus_physical_rhythm::graduated
flow-state|creative_movement_social_exchange_deep_focus_physical_rhythm|balanced|creative_movement|social_exchange|deep_focus|physical_rhythm|Why ideas, response, and focus stay flexible|This pattern works with several close conditions. Creative Movement opens a route, Social Exchange tests it, Deep Focus gives it weight, and Physical Rhythm helps when the process needs a reset.|It may show up because different moments ask for different support. The person may need a fresh angle, a useful conversation, quiet attention, or a change of state depending on the work.|It protects flexible clarity around ideas. The trade-off is that reset may be left until later if ideas and conversation both feel immediately useful.|active|flow-state::creative_movement_social_exchange_deep_focus_physical_rhythm::balanced
flow-state|creative_movement_social_exchange_physical_rhythm_deep_focus|concentrated|creative_movement|social_exchange|physical_rhythm|deep_focus|Why ideas build shared momentum|This pattern works by using ideas and exchange to create early momentum. Social Exchange tests and sharpens what is emerging, Physical Rhythm resets or sustains the energy, and Deep Focus may need deliberate use for finish and refinement.|It may show up because the person trusts work that develops through response, pace, and visible movement. A quiet or fixed start may feel less reliable than letting the idea meet the room.|It protects momentum, relevance, and live clarity. The trade-off is that careful focus can arrive late, after the work has already gathered speed.|active|flow-state::creative_movement_social_exchange_physical_rhythm_deep_focus::concentrated
flow-state|creative_movement_social_exchange_physical_rhythm_deep_focus|paired|creative_movement|social_exchange|physical_rhythm|deep_focus|Why ideas need live response|This pattern works through a close mechanism of idea movement and exchange. Creative Movement opens possibilities, while Social Exchange tests them through reaction, questions, teaching, facilitation, or shared problem-solving.|It may show up because the person often understands the idea better once it is in contact with another person. Physical Rhythm then helps reset or keep the process active.|It protects ideas that become clearer through response. The trade-off is that Deep Focus may need to be added deliberately so the result gains detail, care, and completion.|active|flow-state::creative_movement_social_exchange_physical_rhythm_deep_focus::paired
flow-state|creative_movement_social_exchange_physical_rhythm_deep_focus|graduated|creative_movement|social_exchange|physical_rhythm|deep_focus|Why momentum comes before refinement|This pattern works in a stepped order. Creative Movement opens possibilities, Social Exchange tests them, Physical Rhythm resets the energy, and Deep Focus gives the final work substance.|It may show up because shared response helps the work find direction quickly. Movement then keeps the process from becoming only verbal before focus is needed to finish it well.|It protects lively idea development that can stay responsive. The trade-off is that careful refinement may be delayed until the idea has already moved through several active stages.|active|flow-state::creative_movement_social_exchange_physical_rhythm_deep_focus::graduated
flow-state|creative_movement_social_exchange_physical_rhythm_deep_focus|balanced|creative_movement|social_exchange|physical_rhythm|deep_focus|Why several routes keep ideas useful|This pattern works with ideas, exchange, movement, and focus all available. Creative Movement is only lightly first, while the other routes can each help the idea become clearer or more usable.|It may show up because the best route changes with the task. Some work needs a new angle, some needs live response, some needs a change of pace, and some needs quiet attention before it is ready.|It protects flexible idea development. The trade-off is that the person may rely on energy and response before giving the best idea enough focused care.|active|flow-state::creative_movement_social_exchange_physical_rhythm_deep_focus::balanced
flow-state|physical_rhythm_deep_focus_creative_movement_social_exchange|concentrated|physical_rhythm|deep_focus|creative_movement|social_exchange|Why movement helps attention start|This pattern works by giving attention something physical or practical to organise around. Deep Focus gives the work substance, Creative Movement adds variation, and Social Exchange tests whether the result is clear to someone else.|It may show up because movement, pace, making, sorting, or a steady routine makes the work easier to enter than sitting still and forcing attention.|It protects energy, practical momentum, and a reliable way to begin. The trade-off is that motion can continue after the work needs stillness, feedback, or a clear decision.|active|flow-state::physical_rhythm_deep_focus_creative_movement_social_exchange::concentrated
flow-state|physical_rhythm_deep_focus_creative_movement_social_exchange|paired|physical_rhythm|deep_focus|creative_movement|social_exchange|Why rhythm and focus repeat together|This pattern works through a close link between movement and attention. Physical Rhythm helps the mind switch on, while Deep Focus gives the active start depth, care, and follow-through.|It may show up because the person trusts focus more once the body, setting, or pace has helped attention arrive. The pair can make demanding work feel more workable.|It protects active concentration. The trade-off is that ideas and outside response may arrive after rhythm and focus have already set the route.|active|flow-state::physical_rhythm_deep_focus_creative_movement_social_exchange::paired
